covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=-0.032619, stdev=1.021392, range=[-2.756257,2.330804], active=1
covariate 2:   name=covariate2, type=float, missing=  4 of 100, average=-0.006731, stdev=1.025267, range=[-2.611957,3.186057], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of 100, average=-0.195811, stdev=1.100972, range=[-2.950286,2.765247], active=1
covariate 4:   name=covariate4, type=float, missing=  7 of 100, average=0.070394, stdev=0.946514, range=[-2.953588,2.510201], active=1
covariate 5:   name=covariate5, type=float, missing=  5 of 100, average=0.062315, stdev=1.115332, range=[-2.702905,3.496816], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of 100, average=0.029854, stdev=1.013953, range=[-2.036995,2.265577], active=1
covariate 7:   name=covariate7, type=float, missing=  5 of 100, average=-0.087742, stdev=1.151753, range=[-3.331639,3.920236], active=1
covariate 8:   name=covariate8, type=float, missing=  4 of 100, average=0.110588, stdev=0.894573, range=[-1.913061,2.865122], active=1
covariate 9:   name=covariate9, type=float, missing=  2 of 100, average=-0.145546, stdev=1.003996, range=[-3.376969,2.321141], active=1
covariate 10:  name=covariate10, type=float, missing=  8 of 100, average=-0.163796, stdev=1.085607, range=[-2.912836,2.037919], active=1
covariate 11:  name=covariate11, type=float, missing=  5 of 100, average=-0.021844, stdev=1.173868, range=[-2.426807,2.519772], active=1
covariate 12:  name=covariate12, type=float, missing=  2 of 100, average=0.165277, stdev=0.962765, range=[-2.552424,2.284678], active=1
covariate 13:  name=covariate13, type=float, missing=  6 of 100, average=0.056113, stdev=0.975570, range=[-2.176724,2.016629], active=1
covariate 14:  name=covariate14, type=float, missing=  6 of 100, average=-0.037495, stdev=1.110404, range=[-3.015892,3.104158], active=1
covariate 15:  name=covariate15, type=float, missing=  8 of 100, average=0.009193, stdev=0.977689, range=[-2.406697,2.693107], active=1
covariate 16:  name=covariate16, type=float, missing=  3 of 100, average=0.169670, stdev=0.906941, range=[-2.488909,2.376583], active=1
covariate 17:  name=covariate17, type=float, missing=  5 of 100, average=-0.091159, stdev=1.087129, range=[-3.519203,2.208051], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of 100, average=0.228055, stdev=1.003483, range=[-2.576711,2.426173], active=1
covariate 19:  name=covariate19, type=float, missing=  6 of 100, average=0.013043, stdev=1.029571, range=[-2.385450,2.530871], active=1
covariate 20:  name=covariate20, type=float, missing=  5 of 100, average=0.002129, stdev=0.960609, range=[-2.217128,2.609464], active=1
covariate 21:  name=covariate21, type=float, missing=  2 of 100, average=0.116815, stdev=1.088181, range=[-2.347205,2.350341], active=1
covariate 22:  name=covariate22, type=float, missing=  6 of 100, average=0.109845, stdev=0.981065, range=[-2.302592,2.061780], active=1
covariate 23:  name=covariate23, type=float, missing=  9 of 100, average=-0.094293, stdev=0.947126, range=[-2.548968,2.301768], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of 100, average=-0.091494, stdev=1.036034, range=[-2.525555,2.849615], active=1
covariate 25:  name=covariate25, type=float, missing=  6 of 100, average=0.214407, stdev=0.935633, range=[-2.451016,2.431388], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of 100, average=0.048519, stdev=0.976343, range=[-2.053680,2.316733], active=1
covariate 27:  name=covariate27, type=float, missing=  2 of 100, average=-0.225688, stdev=1.022885, range=[-2.678073,2.034552], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of 100, average=-0.085483, stdev=0.943766, range=[-2.224466,2.231653], active=1
covariate 29:  name=covariate29, type=float, missing=  4 of 100, average=0.034119, stdev=0.918827, range=[-2.023818,2.272876], active=1
