active=60: F_T=0.956600, F_V=0.754600
active=59: F_T=0.955100, F_V=0.743200
active=58: F_T=0.955300, F_V=0.756200
active=57: F_T=0.951000, F_V=0.756800
active=56: F_T=0.953300, F_V=0.760100
active=55: F_T=0.948400, F_V=0.762800
active=54: F_T=0.953700, F_V=0.761800
active=53: F_T=0.949400, F_V=0.768900
active=52: F_T=0.950500, F_V=0.774000
active=51: F_T=0.947300, F_V=0.771000
active=50: F_T=0.946900, F_V=0.776500
active=49: F_T=0.945300, F_V=0.781400
active=48: F_T=0.943100, F_V=0.776600
active=47: F_T=0.937400, F_V=0.786100
active=46: F_T=0.940200, F_V=0.778500
active=45: F_T=0.938300, F_V=0.785700
active=44: F_T=0.930300, F_V=0.786800
active=43: F_T=0.935700, F_V=0.787000
active=42: F_T=0.931100, F_V=0.785200
active=41: F_T=0.928900, F_V=0.792400
active=40: F_T=0.926300, F_V=0.790900
active=39: F_T=0.924900, F_V=0.792300
active=38: F_T=0.921300, F_V=0.794800
active=37: F_T=0.918500, F_V=0.798000
active=36: F_T=0.921400, F_V=0.799200
active=35: F_T=0.918800, F_V=0.801300
active=34: F_T=0.917500, F_V=0.798700
active=33: F_T=0.910600, F_V=0.816600
active=32: F_T=0.919000, F_V=0.811900
active=31: F_T=0.911700, F_V=0.817000
active=30: F_T=0.907100, F_V=0.825200
active=29: F_T=0.915700, F_V=0.817300
active=28: F_T=0.903500, F_V=0.813500
active=27: F_T=0.893800, F_V=0.812200
active=26: F_T=0.896600, F_V=0.806100
active=25: F_T=0.895700, F_V=0.814200
active=24: F_T=0.893800, F_V=0.822300
active=23: F_T=0.889000, F_V=0.816500
active=22: F_T=0.897100, F_V=0.819100
active=21: F_T=0.899700, F_V=0.813800
active=20: F_T=0.884900, F_V=0.801400
active=19: F_T=0.883200, F_V=0.809400
active=18: F_T=0.873700, F_V=0.815800
active=17: F_T=0.863400, F_V=0.804100
active=16: F_T=0.863500, F_V=0.792300
active=15: F_T=0.859700, F_V=0.802200
active=14: F_T=0.860600, F_V=0.798600
active=13: F_T=0.854600, F_V=0.802100
active=12: F_T=0.862100, F_V=0.808800
active=11: F_T=0.837600, F_V=0.796000
active=10: F_T=0.834600, F_V=0.772300
active=9: F_T=0.823200, F_V=0.774300
active=8: F_T=0.815600, F_V=0.761800
active=7: F_T=0.819900, F_V=0.774100
active=6: F_T=0.816400, F_V=0.774300
active=5: F_T=0.803800, F_V=0.772500
active=4: F_T=0.764000, F_V=0.727200
active=3: F_T=0.757700, F_V=0.739200
active=2: F_T=0.707800, F_V=0.694200
active=1: F_T=0.671900, F_V=0.662900
active=0: F_T=0.649000, F_V=0.651000
