covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=0.162011, stdev=0.937577, range=[-2.404798,2.967768], active=1
covariate 2:   name=covariate2, type=float, missing=  6 of 100, average=-0.023309, stdev=1.039924, range=[-2.301675,3.033758], active=1
covariate 3:   name=covariate3, type=float, missing=  5 of 100, average=0.049086, stdev=1.052806, range=[-2.416285,2.887473], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of 100, average=0.033723, stdev=0.980008, range=[-2.667580,4.001798], active=1
covariate 5:   name=covariate5, type=float, missing=  2 of 100, average=0.198817, stdev=1.007196, range=[-1.958814,2.425321], active=1
covariate 6:   name=covariate6, type=float, missing=  5 of 100, average=-0.087810, stdev=1.062658, range=[-2.555439,2.183861], active=1
covariate 7:   name=covariate7, type=float, missing=  5 of 100, average=-0.008904, stdev=1.046533, range=[-3.021057,2.978500], active=1
covariate 8:   name=covariate8, type=float, missing=  7 of 100, average=-0.002984, stdev=1.025885, range=[-2.643597,2.821575], active=1
covariate 9:   name=covariate9, type=float, missing= 11 of 100, average=-0.020121, stdev=1.000857, range=[-2.167918,2.273359], active=1
covariate 10:  name=covariate10, type=float, missing=  8 of 100, average=-0.104430, stdev=1.051138, range=[-2.394772,2.942406], active=1
covariate 11:  name=covariate11, type=float, missing=  8 of 100, average=0.019185, stdev=0.925925, range=[-3.271438,2.532054], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.025213, stdev=0.897111, range=[-2.811915,2.147027], active=1
covariate 13:  name=covariate13, type=float, missing=  5 of 100, average=0.147798, stdev=0.835237, range=[-1.243645,2.176850], active=1
covariate 14:  name=covariate14, type=float, missing=  7 of 100, average=0.087733, stdev=0.952649, range=[-2.068015,2.521900], active=1
covariate 15:  name=covariate15, type=float, missing=  6 of 100, average=0.073302, stdev=1.001353, range=[-1.936091,2.141367], active=1
covariate 16:  name=covariate16, type=float, missing=  6 of 100, average=0.006788, stdev=1.029845, range=[-3.212266,3.111687], active=1
covariate 17:  name=covariate17, type=float, missing=  6 of 100, average=0.105189, stdev=0.916573, range=[-2.191897,2.477060], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of 100, average=-0.090422, stdev=0.935380, range=[-2.462664,2.070140], active=1
covariate 19:  name=covariate19, type=float, missing=  4 of 100, average=-0.003212, stdev=1.060843, range=[-2.888088,2.261493], active=1
