active=40: F_T=0.916500, F_V=0.709100
active=39: F_T=0.916700, F_V=0.711400
active=38: F_T=0.914100, F_V=0.711400
active=37: F_T=0.910700, F_V=0.716100
active=36: F_T=0.905300, F_V=0.719000
active=35: F_T=0.902000, F_V=0.727500
active=34: F_T=0.905900, F_V=0.738300
active=33: F_T=0.911600, F_V=0.738300
active=32: F_T=0.910300, F_V=0.745800
active=31: F_T=0.908200, F_V=0.748700
active=30: F_T=0.905300, F_V=0.754700
active=29: F_T=0.904900, F_V=0.770900
active=28: F_T=0.907600, F_V=0.764700
active=27: F_T=0.903200, F_V=0.766300
active=26: F_T=0.898300, F_V=0.766400
active=25: F_T=0.891700, F_V=0.768700
active=24: F_T=0.883700, F_V=0.776500
active=23: F_T=0.881100, F_V=0.774200
active=22: F_T=0.876300, F_V=0.775700
active=21: F_T=0.883100, F_V=0.766600
active=20: F_T=0.872600, F_V=0.779300
active=19: F_T=0.867700, F_V=0.776400
active=18: F_T=0.861700, F_V=0.782000
active=17: F_T=0.860000, F_V=0.777100
active=16: F_T=0.857700, F_V=0.761700
active=15: F_T=0.849500, F_V=0.781900
active=14: F_T=0.848000, F_V=0.783500
active=13: F_T=0.851300, F_V=0.773900
active=12: F_T=0.831900, F_V=0.775200
active=11: F_T=0.834200, F_V=0.774000
active=10: F_T=0.839700, F_V=0.781500
active=9: F_T=0.801300, F_V=0.745000
active=8: F_T=0.802800, F_V=0.770500
active=7: F_T=0.786200, F_V=0.753100
active=6: F_T=0.772300, F_V=0.727500
active=5: F_T=0.750700, F_V=0.720500
active=4: F_T=0.733800, F_V=0.707000
active=3: F_T=0.712200, F_V=0.690200
active=2: F_T=0.672000, F_V=0.655500
active=1: F_T=0.570200, F_V=0.555700
active=0: F_T=0.500000, F_V=0.500000
