covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.046189, stdev=0.936870, range=[-2.226723,2.373309], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.161505, stdev=1.039725, range=[-2.443697,2.657448], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.070023, stdev=0.985841, range=[-2.250920,2.195714], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.001327, stdev=1.035322, range=[-2.228793,2.439522], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.049249, stdev=0.934608, range=[-2.531296,2.779872], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=0.125804, stdev=0.962499, range=[-2.586696,3.306127], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.021959, stdev=0.999801, range=[-2.701006,2.089875], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.109898, stdev=0.909017, range=[-1.966669,2.282093], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.107381, stdev=0.961498, range=[-2.051974,2.651258], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.002140, stdev=0.974017, range=[-2.613812,2.415349], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.086659, stdev=0.996130, range=[-2.003636,2.557989], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.109134, stdev=0.959212, range=[-2.101029,2.568433], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.051039, stdev=0.964614, range=[-2.568388,2.853059], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.022270, stdev=0.966954, range=[-2.163295,2.069950], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.076414, stdev=0.903305, range=[-2.640315,1.974895], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.005287, stdev=0.986617, range=[-2.189757,2.855351], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.003192, stdev=1.029920, range=[-3.123645,2.752592], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.024222, stdev=1.043187, range=[-1.834794,2.536220], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=-0.122171, stdev=1.017014, range=[-2.745247,2.363791], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.077825, stdev=1.033455, range=[-2.469370,2.831241], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.068903, stdev=1.120038, range=[-3.329512,2.302599], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.030825, stdev=1.090416, range=[-3.072234,2.218343], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.087815, stdev=0.987523, range=[-2.561636,2.741670], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.050110, stdev=0.999993, range=[-2.415706,2.127042], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=0.138376, stdev=1.057879, range=[-2.443087,2.953876], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.166530, stdev=0.848242, range=[-2.215098,1.661330], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.017805, stdev=0.921981, range=[-2.517797,2.424869], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.026299, stdev=0.960972, range=[-2.633047,2.679773], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.002716, stdev=0.928909, range=[-2.486051,2.438578], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.032416, stdev=1.057723, range=[-2.328554,3.044811], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.144759, stdev=0.960632, range=[-2.177568,2.712742], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.070952, stdev=0.975686, range=[-2.387450,2.500711], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.031570, stdev=1.238948, range=[-3.644806,3.386106], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.042682, stdev=0.897310, range=[-1.997041,2.353831], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.137078, stdev=1.022696, range=[-2.488251,2.720290], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.011690, stdev=0.978615, range=[-2.640254,3.060770], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.027896, stdev=1.015682, range=[-2.337070,2.389712], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.001969, stdev=0.899394, range=[-2.324907,1.854536], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.031382, stdev=0.978482, range=[-2.781813,2.056181], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=0.046966, stdev=1.029864, range=[-2.829103,3.350279], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.090702, stdev=1.096661, range=[-2.712500,2.808339], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.087701, stdev=0.997306, range=[-2.415985,2.500736], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.114557, stdev=1.118518, range=[-2.717651,2.682227], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.153025, stdev=1.167917, range=[-3.339249,2.920949], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.021342, stdev=1.059834, range=[-2.720483,3.013400], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.047900, stdev=0.986021, range=[-3.462526,1.938581], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.001470, stdev=0.959613, range=[-2.852053,2.388382], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.128349, stdev=1.029161, range=[-3.419806,2.169518], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=-0.093025, stdev=0.935314, range=[-2.717299,2.511842], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=0.092557, stdev=1.003227, range=[-2.062912,2.318510], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.266979, stdev=1.029990, range=[-1.655764,2.703476], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.034087, stdev=1.084047, range=[-2.232860,3.349025], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.094571, stdev=0.935144, range=[-2.212203,2.149432], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.023052, stdev=0.932143, range=[-2.199933,3.195771], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.084187, stdev=0.998265, range=[-1.973218,2.616437], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.033512, stdev=0.983072, range=[-2.384358,2.732390], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.048277, stdev=1.161106, range=[-3.223599,3.022560], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.123657, stdev=0.900179, range=[-2.502159,2.681564], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.133412, stdev=1.050598, range=[-2.848921,2.310454], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.021964, stdev=0.945124, range=[-2.403631,1.943785], active=1
