active=40: F_T=0.971400, F_V=0.592600
active=39: F_T=0.970800, F_V=0.587400
active=38: F_T=0.967600, F_V=0.603800
active=37: F_T=0.967400, F_V=0.606200
active=36: F_T=0.965200, F_V=0.598400
active=35: F_T=0.960000, F_V=0.610400
active=34: F_T=0.960000, F_V=0.612800
active=33: F_T=0.958200, F_V=0.621600
active=32: F_T=0.957600, F_V=0.628400
active=31: F_T=0.950400, F_V=0.623600
active=30: F_T=0.946800, F_V=0.632600
active=29: F_T=0.946200, F_V=0.628200
active=28: F_T=0.948000, F_V=0.643600
active=27: F_T=0.942200, F_V=0.649200
active=26: F_T=0.937600, F_V=0.644800
active=25: F_T=0.938000, F_V=0.654200
active=24: F_T=0.926800, F_V=0.667800
active=23: F_T=0.921400, F_V=0.670200
active=22: F_T=0.919000, F_V=0.673400
active=21: F_T=0.918200, F_V=0.679200
active=20: F_T=0.919000, F_V=0.692600
active=19: F_T=0.911400, F_V=0.704600
active=18: F_T=0.903200, F_V=0.704800
active=17: F_T=0.903400, F_V=0.700400
active=16: F_T=0.884000, F_V=0.715800
active=15: F_T=0.887600, F_V=0.716000
active=14: F_T=0.881600, F_V=0.727000
active=13: F_T=0.874400, F_V=0.731000
active=12: F_T=0.865600, F_V=0.723600
active=11: F_T=0.860400, F_V=0.743200
active=10: F_T=0.854200, F_V=0.731200
active=9: F_T=0.830400, F_V=0.701000
active=8: F_T=0.809200, F_V=0.688200
active=7: F_T=0.785200, F_V=0.676800
active=6: F_T=0.739000, F_V=0.656200
active=5: F_T=0.733400, F_V=0.651800
active=4: F_T=0.685800, F_V=0.636400
active=3: F_T=0.647000, F_V=0.606800
active=2: F_T=0.655400, F_V=0.627000
active=1: F_T=0.651000, F_V=0.627200
active=0: F_T=0.520000, F_V=0.480000
