active=50: F_T=0.963700, F_V=0.832200
active=49: F_T=0.966900, F_V=0.828700
active=48: F_T=0.966200, F_V=0.836500
active=47: F_T=0.958800, F_V=0.840700
active=46: F_T=0.965000, F_V=0.843800
active=45: F_T=0.961900, F_V=0.849100
active=44: F_T=0.962500, F_V=0.851500
active=43: F_T=0.964700, F_V=0.856400
active=42: F_T=0.962200, F_V=0.852900
active=41: F_T=0.959600, F_V=0.854200
active=40: F_T=0.962300, F_V=0.858100
active=39: F_T=0.960500, F_V=0.857500
active=38: F_T=0.954900, F_V=0.864600
active=37: F_T=0.956000, F_V=0.857900
active=36: F_T=0.955400, F_V=0.865900
active=35: F_T=0.953100, F_V=0.865900
active=34: F_T=0.943100, F_V=0.864200
active=33: F_T=0.950000, F_V=0.868000
active=32: F_T=0.947500, F_V=0.867100
active=31: F_T=0.948400, F_V=0.871100
active=30: F_T=0.943600, F_V=0.880100
active=29: F_T=0.940900, F_V=0.876700
active=28: F_T=0.936300, F_V=0.873700
active=27: F_T=0.937700, F_V=0.872700
active=26: F_T=0.934800, F_V=0.873700
active=25: F_T=0.932500, F_V=0.863400
active=24: F_T=0.932100, F_V=0.867600
active=23: F_T=0.932100, F_V=0.868800
active=22: F_T=0.929400, F_V=0.871100
active=21: F_T=0.917000, F_V=0.854600
active=20: F_T=0.919900, F_V=0.830500
active=19: F_T=0.905300, F_V=0.836700
active=18: F_T=0.905300, F_V=0.835700
active=17: F_T=0.895000, F_V=0.825900
active=16: F_T=0.901800, F_V=0.843900
active=15: F_T=0.900600, F_V=0.845600
active=14: F_T=0.893900, F_V=0.835800
active=13: F_T=0.863600, F_V=0.819800
active=12: F_T=0.850000, F_V=0.820600
active=11: F_T=0.844800, F_V=0.820200
active=10: F_T=0.836700, F_V=0.809100
active=9: F_T=0.834400, F_V=0.798800
active=8: F_T=0.823400, F_V=0.793100
active=7: F_T=0.809700, F_V=0.789900
active=6: F_T=0.776200, F_V=0.756800
active=5: F_T=0.761800, F_V=0.739800
active=4: F_T=0.788000, F_V=0.776200
active=3: F_T=0.762100, F_V=0.756400
active=2: F_T=0.745000, F_V=0.740700
active=1: F_T=0.746000, F_V=0.742500
active=0: F_T=0.740000, F_V=0.740000
