active=50: F_T=0.928061, F_V=0.604694
active=49: F_T=0.924694, F_V=0.605204
active=48: F_T=0.920714, F_V=0.607041
active=47: F_T=0.920510, F_V=0.613265
active=46: F_T=0.914082, F_V=0.621020
active=45: F_T=0.915816, F_V=0.635204
active=44: F_T=0.918878, F_V=0.629592
active=43: F_T=0.916531, F_V=0.631633
active=42: F_T=0.915000, F_V=0.635204
active=41: F_T=0.909898, F_V=0.648776
active=40: F_T=0.914796, F_V=0.651837
active=39: F_T=0.905918, F_V=0.663265
active=38: F_T=0.909796, F_V=0.662245
active=37: F_T=0.907347, F_V=0.658571
active=36: F_T=0.907245, F_V=0.674898
active=35: F_T=0.899592, F_V=0.670306
active=34: F_T=0.899796, F_V=0.682347
active=33: F_T=0.899286, F_V=0.684592
active=32: F_T=0.896939, F_V=0.690306
active=31: F_T=0.895714, F_V=0.688673
active=30: F_T=0.890816, F_V=0.705000
active=29: F_T=0.883878, F_V=0.709082
active=28: F_T=0.887041, F_V=0.707959
active=27: F_T=0.884082, F_V=0.706837
active=26: F_T=0.885102, F_V=0.710408
active=25: F_T=0.882143, F_V=0.716224
active=24: F_T=0.883061, F_V=0.730102
active=23: F_T=0.879184, F_V=0.731122
active=22: F_T=0.879694, F_V=0.733367
active=21: F_T=0.875306, F_V=0.727041
active=20: F_T=0.865102, F_V=0.733980
active=19: F_T=0.846837, F_V=0.727245
active=18: F_T=0.845918, F_V=0.720918
active=17: F_T=0.817551, F_V=0.704694
active=16: F_T=0.816327, F_V=0.710408
active=15: F_T=0.824286, F_V=0.698776
active=14: F_T=0.815306, F_V=0.715102
active=13: F_T=0.817347, F_V=0.731837
active=12: F_T=0.825918, F_V=0.737449
active=11: F_T=0.811735, F_V=0.738265
active=10: F_T=0.817041, F_V=0.749490
active=9: F_T=0.804082, F_V=0.745918
active=8: F_T=0.792143, F_V=0.729796
active=7: F_T=0.782245, F_V=0.727551
active=6: F_T=0.768367, F_V=0.718673
active=5: F_T=0.756939, F_V=0.719184
active=4: F_T=0.725102, F_V=0.689388
active=3: F_T=0.702857, F_V=0.671122
active=2: F_T=0.681633, F_V=0.657653
active=1: F_T=0.632041, F_V=0.623469
active=0: F_T=0.510204, F_V=0.489796
