active=40: F_T=1.000000, F_V=0.296667
active=39: F_T=1.000000, F_V=0.330000
active=38: F_T=1.000000, F_V=0.313333
active=37: F_T=1.000000, F_V=0.361667
active=36: F_T=1.000000, F_V=0.373333
active=35: F_T=1.000000, F_V=0.395000
active=34: F_T=1.000000, F_V=0.353333
active=33: F_T=1.000000, F_V=0.403333
active=32: F_T=1.000000, F_V=0.423333
active=31: F_T=1.000000, F_V=0.430000
active=30: F_T=1.000000, F_V=0.443333
active=29: F_T=1.000000, F_V=0.435000
active=28: F_T=1.000000, F_V=0.501667
active=27: F_T=1.000000, F_V=0.476667
active=26: F_T=1.000000, F_V=0.491667
active=25: F_T=1.000000, F_V=0.473333
active=24: F_T=1.000000, F_V=0.485000
active=23: F_T=1.000000, F_V=0.483333
active=22: F_T=1.000000, F_V=0.540000
active=21: F_T=1.000000, F_V=0.590000
active=20: F_T=1.000000, F_V=0.658333
active=19: F_T=1.000000, F_V=0.640000
active=18: F_T=1.000000, F_V=0.561667
active=17: F_T=1.000000, F_V=0.586667
active=16: F_T=1.000000, F_V=0.670000
active=15: F_T=1.000000, F_V=0.663333
active=14: F_T=1.000000, F_V=0.706667
active=13: F_T=1.000000, F_V=0.770000
active=12: F_T=1.000000, F_V=0.736667
active=11: F_T=1.000000, F_V=0.808333
active=10: F_T=1.000000, F_V=0.705000
active=9: F_T=1.000000, F_V=0.775000
active=8: F_T=1.000000, F_V=0.725000
active=7: F_T=1.000000, F_V=0.746667
active=6: F_T=1.000000, F_V=0.756667
active=5: F_T=1.000000, F_V=0.731667
active=4: F_T=1.000000, F_V=0.788333
active=3: F_T=1.000000, F_V=0.755000
active=2: F_T=1.000000, F_V=0.681667
active=1: F_T=1.000000, F_V=0.760000
active=0: F_T=0.666667, F_V=0.333333
