active=100: F_T=0.976300, F_V=0.547800
active=99: F_T=0.975100, F_V=0.561200
active=98: F_T=0.976300, F_V=0.556100
active=97: F_T=0.973400, F_V=0.565600
active=96: F_T=0.974800, F_V=0.563000
active=95: F_T=0.975100, F_V=0.558800
active=94: F_T=0.976200, F_V=0.563200
active=93: F_T=0.975600, F_V=0.571000
active=92: F_T=0.975300, F_V=0.577900
active=91: F_T=0.974500, F_V=0.569200
active=90: F_T=0.975000, F_V=0.572400
active=89: F_T=0.973800, F_V=0.574000
active=88: F_T=0.974300, F_V=0.582800
active=87: F_T=0.970900, F_V=0.590900
active=86: F_T=0.973800, F_V=0.586300
active=85: F_T=0.972100, F_V=0.594900
active=84: F_T=0.972700, F_V=0.581000
active=83: F_T=0.970400, F_V=0.591400
active=82: F_T=0.971900, F_V=0.595700
active=81: F_T=0.968400, F_V=0.592700
active=80: F_T=0.972200, F_V=0.584200
active=79: F_T=0.970800, F_V=0.601500
active=78: F_T=0.969800, F_V=0.604700
active=77: F_T=0.967200, F_V=0.602400
active=76: F_T=0.966400, F_V=0.610100
active=75: F_T=0.966300, F_V=0.612100
active=74: F_T=0.969000, F_V=0.604600
active=73: F_T=0.964400, F_V=0.614900
active=72: F_T=0.963800, F_V=0.602300
active=71: F_T=0.963900, F_V=0.617800
active=70: F_T=0.963900, F_V=0.620200
active=69: F_T=0.960200, F_V=0.617900
active=68: F_T=0.964600, F_V=0.614200
active=67: F_T=0.960100, F_V=0.622700
active=66: F_T=0.958300, F_V=0.635500
active=65: F_T=0.958300, F_V=0.634500
active=64: F_T=0.957200, F_V=0.635000
active=63: F_T=0.955100, F_V=0.630200
active=62: F_T=0.953200, F_V=0.629000
active=61: F_T=0.951700, F_V=0.638000
active=60: F_T=0.956300, F_V=0.637300
active=59: F_T=0.950400, F_V=0.647200
active=58: F_T=0.951600, F_V=0.634400
active=57: F_T=0.943900, F_V=0.651900
active=56: F_T=0.945300, F_V=0.652000
active=55: F_T=0.942100, F_V=0.649400
active=54: F_T=0.941100, F_V=0.661200
active=53: F_T=0.940100, F_V=0.671900
active=52: F_T=0.941600, F_V=0.672600
active=51: F_T=0.932200, F_V=0.673000
active=50: F_T=0.930300, F_V=0.673700
active=49: F_T=0.928000, F_V=0.677100
active=48: F_T=0.933400, F_V=0.676700
active=47: F_T=0.931300, F_V=0.683800
active=46: F_T=0.931500, F_V=0.677300
active=45: F_T=0.927000, F_V=0.676000
active=44: F_T=0.923700, F_V=0.685400
active=43: F_T=0.925900, F_V=0.683400
active=42: F_T=0.922600, F_V=0.685300
active=41: F_T=0.915500, F_V=0.703300
active=40: F_T=0.913900, F_V=0.699400
active=39: F_T=0.919300, F_V=0.703400
active=38: F_T=0.912300, F_V=0.714900
active=37: F_T=0.918800, F_V=0.715400
active=36: F_T=0.913500, F_V=0.715600
active=35: F_T=0.906600, F_V=0.707900
active=34: F_T=0.908000, F_V=0.711500
active=33: F_T=0.898100, F_V=0.718900
active=32: F_T=0.900100, F_V=0.717000
active=31: F_T=0.892700, F_V=0.730300
active=30: F_T=0.883400, F_V=0.725000
active=29: F_T=0.882700, F_V=0.730900
active=28: F_T=0.875900, F_V=0.725600
active=27: F_T=0.882200, F_V=0.735700
active=26: F_T=0.872300, F_V=0.733500
active=25: F_T=0.878700, F_V=0.727500
active=24: F_T=0.863500, F_V=0.735400
active=23: F_T=0.869900, F_V=0.732900
active=22: F_T=0.866700, F_V=0.740900
active=21: F_T=0.851700, F_V=0.732900
active=20: F_T=0.845600, F_V=0.733500
active=19: F_T=0.824400, F_V=0.718500
active=18: F_T=0.806200, F_V=0.710700
active=17: F_T=0.800600, F_V=0.713400
active=16: F_T=0.811700, F_V=0.722200
active=15: F_T=0.798600, F_V=0.710000
active=14: F_T=0.792300, F_V=0.719200
active=13: F_T=0.773700, F_V=0.692200
active=12: F_T=0.796600, F_V=0.712100
active=11: F_T=0.754800, F_V=0.679200
active=10: F_T=0.758900, F_V=0.691500
active=9: F_T=0.716900, F_V=0.659000
active=8: F_T=0.702400, F_V=0.639100
active=7: F_T=0.682400, F_V=0.637500
active=6: F_T=0.664800, F_V=0.623200
active=5: F_T=0.646100, F_V=0.615600
active=4: F_T=0.658600, F_V=0.631700
active=3: F_T=0.604400, F_V=0.595700
active=2: F_T=0.601900, F_V=0.596900
active=1: F_T=0.566700, F_V=0.563900
active=0: F_T=0.500000, F_V=0.500000
