covariate 1:   name=covariate1, type=float, missing=  6 of 100, average=-0.182019, stdev=0.960350, range=[-1.853193,2.273824], active=1
covariate 2:   name=covariate2, type=float, missing=  5 of 100, average=-0.047426, stdev=0.949222, range=[-2.679309,2.172086], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of 100, average=0.164184, stdev=0.908619, range=[-1.847815,2.761026], active=1
covariate 4:   name=covariate4, type=float, missing=  7 of 100, average=-0.270507, stdev=0.868895, range=[-2.529837,1.886407], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of 100, average=0.067637, stdev=0.988714, range=[-2.652092,2.365823], active=1
covariate 6:   name=covariate6, type=float, missing=  6 of 100, average=-0.043876, stdev=1.089516, range=[-2.517835,2.584658], active=1
covariate 7:   name=covariate7, type=float, missing=  5 of 100, average=-0.013701, stdev=0.977889, range=[-2.236856,2.766802], active=1
covariate 8:   name=covariate8, type=float, missing=  7 of 100, average=0.030782, stdev=1.133157, range=[-3.186633,2.977700], active=1
covariate 9:   name=covariate9, type=float, missing=  5 of 100, average=-0.083984, stdev=0.903562, range=[-2.537550,2.320584], active=1
covariate 10:  name=covariate10, type=float, missing=  7 of 100, average=-0.003053, stdev=1.078855, range=[-2.722108,2.936547], active=1
covariate 11:  name=covariate11, type=float, missing=  7 of 100, average=-0.048127, stdev=1.011685, range=[-2.637369,2.350696], active=1
covariate 12:  name=covariate12, type=float, missing=  6 of 100, average=0.072838, stdev=0.931703, range=[-2.430941,2.655686], active=1
covariate 13:  name=covariate13, type=float, missing=  6 of 100, average=0.018638, stdev=0.868775, range=[-2.131853,2.101231], active=1
covariate 14:  name=covariate14, type=float, missing=  4 of 100, average=-0.160075, stdev=0.945738, range=[-2.651335,2.109847], active=1
covariate 15:  name=covariate15, type=float, missing=  5 of 100, average=-0.114752, stdev=0.904588, range=[-2.519142,2.093040], active=1
covariate 16:  name=covariate16, type=float, missing=  5 of 100, average=0.112820, stdev=1.051663, range=[-2.155040,2.459917], active=1
covariate 17:  name=covariate17, type=float, missing=  4 of 100, average=0.042723, stdev=1.019571, range=[-1.957736,3.251575], active=1
covariate 18:  name=covariate18, type=float, missing=  4 of 100, average=0.042135, stdev=0.790216, range=[-1.685452,1.825265], active=1
covariate 19:  name=covariate19, type=float, missing=  4 of 100, average=0.032212, stdev=0.956247, range=[-2.351787,2.675778], active=1
covariate 20:  name=covariate20, type=float, missing=  9 of 100, average=-0.185030, stdev=0.930574, range=[-2.889505,1.557051], active=1
covariate 21:  name=covariate21, type=float, missing=  2 of 100, average=0.022238, stdev=1.041165, range=[-2.854165,2.650410], active=1
covariate 22:  name=covariate22, type=float, missing=  5 of 100, average=0.050321, stdev=0.978758, range=[-2.191546,2.333650], active=1
covariate 23:  name=covariate23, type=float, missing=  3 of 100, average=-0.061106, stdev=1.048870, range=[-3.006446,2.386634], active=1
covariate 24:  name=covariate24, type=float, missing=  6 of 100, average=-0.074214, stdev=1.075654, range=[-2.686292,2.462278], active=1
covariate 25:  name=covariate25, type=float, missing=  4 of 100, average=0.021540, stdev=1.013962, range=[-2.670600,3.577726], active=1
covariate 26:  name=covariate26, type=float, missing=  5 of 100, average=-0.166946, stdev=1.035035, range=[-3.946927,1.938962], active=1
covariate 27:  name=covariate27, type=float, missing=  4 of 100, average=-0.015475, stdev=0.959453, range=[-2.781476,2.174273], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of 100, average=0.116277, stdev=0.988109, range=[-2.802052,2.187665], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of 100, average=-0.165020, stdev=1.055068, range=[-2.656795,2.278109], active=1
covariate 30:  name=covariate30, type=float, missing=  3 of 100, average=0.018776, stdev=1.049964, range=[-2.271204,2.930343], active=1
covariate 31:  name=covariate31, type=float, missing=  6 of 100, average=-0.017545, stdev=1.039249, range=[-2.612446,1.905471], active=1
covariate 32:  name=covariate32, type=float, missing= 11 of 100, average=0.210651, stdev=1.015671, range=[-1.936953,2.290129], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.035140, stdev=1.063904, range=[-2.728553,2.878782], active=1
covariate 34:  name=covariate34, type=float, missing=  7 of 100, average=-0.231550, stdev=0.856349, range=[-2.350268,1.694346], active=1
covariate 35:  name=covariate35, type=float, missing=  4 of 100, average=-0.016060, stdev=0.909321, range=[-2.188686,3.202127], active=1
covariate 36:  name=covariate36, type=float, missing=  9 of 100, average=-0.157777, stdev=0.981110, range=[-2.715705,1.945943], active=1
covariate 37:  name=covariate37, type=float, missing=  7 of 100, average=0.206758, stdev=1.012058, range=[-2.017935,3.017231], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of 100, average=0.005398, stdev=1.108677, range=[-2.885343,2.748819], active=1
covariate 39:  name=covariate39, type=float, missing=  4 of 100, average=-0.056594, stdev=0.956983, range=[-2.467751,2.426737], active=1
covariate 40:  name=covariate40, type=float, missing=  7 of 100, average=-0.084945, stdev=1.009446, range=[-2.574786,2.047600], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of 100, average=-0.118325, stdev=0.996930, range=[-3.071692,1.878423], active=1
covariate 42:  name=covariate42, type=float, missing=  4 of 100, average=0.074684, stdev=1.054341, range=[-2.734170,2.518197], active=1
covariate 43:  name=covariate43, type=float, missing=  6 of 100, average=-0.056391, stdev=0.986957, range=[-2.313177,2.691938], active=1
covariate 44:  name=covariate44, type=float, missing=  6 of 100, average=-0.302096, stdev=0.957436, range=[-2.236826,2.509800], active=1
covariate 45:  name=covariate45, type=float, missing=  5 of 100, average=-0.157637, stdev=0.963723, range=[-1.999790,3.409428], active=1
covariate 46:  name=covariate46, type=float, missing=  6 of 100, average=-0.050312, stdev=0.931585, range=[-2.114511,2.479992], active=1
covariate 47:  name=covariate47, type=float, missing=  6 of 100, average=-0.033438, stdev=0.976286, range=[-2.395115,2.488922], active=1
covariate 48:  name=covariate48, type=float, missing=  8 of 100, average=0.042920, stdev=0.977660, range=[-2.545479,2.231376], active=1
covariate 49:  name=covariate49, type=float, missing=  2 of 100, average=-0.033549, stdev=0.998427, range=[-2.498809,2.880847], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of 100, average=-0.223841, stdev=1.120263, range=[-2.994990,2.703790], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of 100, average=-0.070903, stdev=1.109116, range=[-3.446211,2.675078], active=1
covariate 52:  name=covariate52, type=float, missing=  6 of 100, average=-0.152375, stdev=0.969949, range=[-2.191967,2.508387], active=1
covariate 53:  name=covariate53, type=float, missing=  4 of 100, average=0.098655, stdev=0.933589, range=[-2.518861,2.575874], active=1
covariate 54:  name=covariate54, type=float, missing=  5 of 100, average=-0.108302, stdev=0.957116, range=[-3.698876,2.566067], active=1
covariate 55:  name=covariate55, type=float, missing=  3 of 100, average=-0.039309, stdev=1.138717, range=[-3.087292,2.219784], active=1
covariate 56:  name=covariate56, type=float, missing=  4 of 100, average=0.140114, stdev=0.865758, range=[-1.759194,2.187387], active=1
covariate 57:  name=covariate57, type=float, missing=  6 of 100, average=0.075233, stdev=1.098324, range=[-2.351874,3.312741], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of 100, average=0.006339, stdev=0.917076, range=[-1.882575,2.837060], active=1
covariate 59:  name=covariate59, type=float, missing=  5 of 100, average=0.042008, stdev=0.937795, range=[-2.035916,2.120136], active=1
covariate 60:  name=covariate60, type=float, missing=  4 of 100, average=0.140024, stdev=1.077790, range=[-3.449887,2.852115], active=1
covariate 61:  name=covariate61, type=float, missing=  5 of 100, average=-0.026675, stdev=0.928481, range=[-3.081650,2.293813], active=1
covariate 62:  name=covariate62, type=float, missing=  3 of 100, average=-0.090022, stdev=1.042534, range=[-2.414956,2.324907], active=1
covariate 63:  name=covariate63, type=float, missing=  6 of 100, average=-0.017988, stdev=0.990047, range=[-2.005575,2.440248], active=1
covariate 64:  name=covariate64, type=float, missing=  7 of 100, average=0.023871, stdev=0.965870, range=[-2.919191,1.785897], active=1
covariate 65:  name=covariate65, type=float, missing=  2 of 100, average=0.072274, stdev=0.926499, range=[-2.198485,2.271393], active=1
covariate 66:  name=covariate66, type=float, missing=  6 of 100, average=0.039103, stdev=0.948235, range=[-2.017299,2.460735], active=1
covariate 67:  name=covariate67, type=float, missing=  7 of 100, average=-0.005118, stdev=0.903472, range=[-2.421101,2.422255], active=1
covariate 68:  name=covariate68, type=float, missing=  6 of 100, average=0.155005, stdev=0.886184, range=[-2.196783,2.187157], active=1
covariate 69:  name=covariate69, type=float, missing=  9 of 100, average=0.008728, stdev=1.021388, range=[-2.027174,3.298526], active=1
covariate 70:  name=covariate70, type=float, missing=  5 of 100, average=0.017138, stdev=1.058067, range=[-2.555077,2.491909], active=1
covariate 71:  name=covariate71, type=float, missing=  5 of 100, average=0.001048, stdev=0.994707, range=[-2.654405,2.037463], active=1
covariate 72:  name=covariate72, type=float, missing=  7 of 100, average=0.168293, stdev=1.171368, range=[-2.427527,3.544250], active=1
covariate 73:  name=covariate73, type=float, missing=  7 of 100, average=-0.067592, stdev=0.972096, range=[-2.361237,2.668774], active=1
covariate 74:  name=covariate74, type=float, missing=  5 of 100, average=0.198283, stdev=0.988545, range=[-1.977574,2.988164], active=1
covariate 75:  name=covariate75, type=float, missing=  1 of 100, average=0.070165, stdev=1.026449, range=[-2.261654,2.326584], active=1
