covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=0.116532, stdev=0.950323, range=[-1.882317,2.579115], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of 100, average=0.122762, stdev=0.969218, range=[-2.495676,2.674327], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of 100, average=0.129767, stdev=1.077678, range=[-2.766206,2.137111], active=1
covariate 4:   name=covariate4, type=float, missing=  5 of 100, average=0.186394, stdev=1.048246, range=[-2.314881,2.802932], active=1
covariate 5:   name=covariate5, type=float, missing=  8 of 100, average=0.177892, stdev=0.961479, range=[-1.640812,2.753835], active=1
covariate 6:   name=covariate6, type=float, missing=  4 of 100, average=-0.087873, stdev=0.930509, range=[-2.128376,2.569592], active=1
covariate 7:   name=covariate7, type=float, missing=  4 of 100, average=-0.359001, stdev=1.121247, range=[-3.400948,2.773034], active=1
covariate 8:   name=covariate8, type=float, missing=  3 of 100, average=0.021160, stdev=0.925921, range=[-2.602688,2.016985], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.089734, stdev=1.108328, range=[-3.074939,2.802995], active=1
covariate 10:  name=covariate10, type=float, missing=  7 of 100, average=0.100587, stdev=1.006017, range=[-2.271392,2.623474], active=1
covariate 11:  name=covariate11, type=float, missing=  4 of 100, average=0.050625, stdev=0.965711, range=[-2.741484,2.640531], active=1
covariate 12:  name=covariate12, type=float, missing= 12 of 100, average=-0.000963, stdev=1.053755, range=[-2.552862,2.079848], active=1
covariate 13:  name=covariate13, type=float, missing=  3 of 100, average=0.005680, stdev=1.027672, range=[-2.464330,2.538495], active=1
covariate 14:  name=covariate14, type=float, missing=  1 of 100, average=-0.102033, stdev=1.031860, range=[-2.712975,1.987518], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of 100, average=-0.096303, stdev=1.075162, range=[-3.127158,2.463858], active=1
covariate 16:  name=covariate16, type=float, missing=  4 of 100, average=-0.128806, stdev=0.970644, range=[-2.885877,3.500590], active=1
covariate 17:  name=covariate17, type=float, missing=  6 of 100, average=-0.075459, stdev=0.890670, range=[-2.045858,2.003153], active=1
covariate 18:  name=covariate18, type=float, missing=  6 of 100, average=0.012135, stdev=1.016332, range=[-2.439821,3.430141], active=1
covariate 19:  name=covariate19, type=float, missing=  5 of 100, average=0.004388, stdev=1.098970, range=[-2.606012,1.974273], active=1
covariate 20:  name=covariate20, type=float, missing=  6 of 100, average=0.012757, stdev=1.038354, range=[-3.179247,2.136142], active=1
covariate 21:  name=covariate21, type=float, missing=  3 of 100, average=0.077141, stdev=0.921788, range=[-1.826152,2.343407], active=1
covariate 22:  name=covariate22, type=float, missing=  6 of 100, average=-0.089947, stdev=0.978425, range=[-2.943913,3.135171], active=1
covariate 23:  name=covariate23, type=float, missing=  5 of 100, average=0.015530, stdev=1.017383, range=[-2.519257,2.625229], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of 100, average=-0.062378, stdev=0.959986, range=[-2.328652,3.101462], active=1
covariate 25:  name=covariate25, type=float, missing=  3 of 100, average=-0.023602, stdev=0.892287, range=[-2.050940,2.625492], active=1
covariate 26:  name=covariate26, type=float, missing=  3 of 100, average=-0.007562, stdev=0.908911, range=[-2.473423,1.875650], active=1
covariate 27:  name=covariate27, type=float, missing=  5 of 100, average=-0.270204, stdev=1.048497, range=[-3.743348,2.863908], active=1
covariate 28:  name=covariate28, type=float, missing=  6 of 100, average=-0.071124, stdev=0.859268, range=[-2.055553,1.817762], active=1
covariate 29:  name=covariate29, type=float, missing=  4 of 100, average=-0.053466, stdev=1.038881, range=[-2.334229,2.547273], active=1
covariate 30:  name=covariate30, type=float, missing=  7 of 100, average=-0.158760, stdev=1.034201, range=[-3.083509,2.203830], active=1
covariate 31:  name=covariate31, type=float, missing=  8 of 100, average=0.032440, stdev=0.933517, range=[-2.704487,2.387075], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of 100, average=-0.041790, stdev=0.971317, range=[-2.272624,2.926790], active=1
covariate 33:  name=covariate33, type=float, missing=  2 of 100, average=-0.025923, stdev=1.025076, range=[-2.530880,2.222440], active=1
covariate 34:  name=covariate34, type=float, missing=  6 of 100, average=-0.034994, stdev=1.124842, range=[-2.369328,3.641831], active=1
covariate 35:  name=covariate35, type=float, missing=  5 of 100, average=0.056298, stdev=0.978189, range=[-2.704621,1.855230], active=1
covariate 36:  name=covariate36, type=float, missing=  5 of 100, average=-0.129796, stdev=0.917654, range=[-2.233470,2.249759], active=1
covariate 37:  name=covariate37, type=float, missing=  4 of 100, average=-0.208092, stdev=1.085186, range=[-2.603420,2.433164], active=1
covariate 38:  name=covariate38, type=float, missing=  6 of 100, average=-0.119064, stdev=1.006287, range=[-3.770365,2.047762], active=1
covariate 39:  name=covariate39, type=float, missing=  4 of 100, average=-0.013065, stdev=1.010031, range=[-2.223511,2.175746], active=1
covariate 40:  name=covariate40, type=float, missing=  7 of 100, average=-0.081738, stdev=0.932277, range=[-2.058665,2.474427], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of 100, average=-0.041697, stdev=1.012163, range=[-3.383023,2.439854], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of 100, average=0.056312, stdev=0.966643, range=[-2.618370,1.932457], active=1
covariate 43:  name=covariate43, type=float, missing=  4 of 100, average=0.082079, stdev=1.008295, range=[-1.978410,2.616635], active=1
covariate 44:  name=covariate44, type=float, missing=  3 of 100, average=0.079488, stdev=0.850226, range=[-1.912152,2.040972], active=1
covariate 45:  name=covariate45, type=float, missing=  6 of 100, average=0.044070, stdev=0.915729, range=[-2.104655,1.990966], active=1
covariate 46:  name=covariate46, type=float, missing=  6 of 100, average=0.015548, stdev=1.106481, range=[-2.799506,2.800186], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of 100, average=-0.048514, stdev=1.054854, range=[-3.349809,2.947113], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of 100, average=-0.045010, stdev=0.901203, range=[-2.974858,2.605166], active=1
