active=60: F_T=0.976310, F_V=0.753214
active=59: F_T=0.977619, F_V=0.746429
active=58: F_T=0.977024, F_V=0.758095
active=57: F_T=0.977976, F_V=0.766071
active=56: F_T=0.977619, F_V=0.762857
active=55: F_T=0.976548, F_V=0.772976
active=54: F_T=0.976905, F_V=0.770000
active=53: F_T=0.977143, F_V=0.782738
active=52: F_T=0.975476, F_V=0.770238
active=51: F_T=0.976548, F_V=0.783095
active=50: F_T=0.975119, F_V=0.796548
active=49: F_T=0.975714, F_V=0.789524
active=48: F_T=0.974643, F_V=0.796071
active=47: F_T=0.974524, F_V=0.797976
active=46: F_T=0.974048, F_V=0.789643
active=45: F_T=0.974405, F_V=0.803690
active=44: F_T=0.974167, F_V=0.810714
active=43: F_T=0.975000, F_V=0.803333
active=42: F_T=0.973929, F_V=0.812619
active=41: F_T=0.969643, F_V=0.816190
active=40: F_T=0.970000, F_V=0.817500
active=39: F_T=0.974643, F_V=0.823929
active=38: F_T=0.970238, F_V=0.822262
active=37: F_T=0.964762, F_V=0.820476
active=36: F_T=0.967143, F_V=0.812381
active=35: F_T=0.966905, F_V=0.824524
active=34: F_T=0.968095, F_V=0.813214
active=33: F_T=0.960714, F_V=0.820595
active=32: F_T=0.961190, F_V=0.824048
active=31: F_T=0.966429, F_V=0.823929
active=30: F_T=0.961310, F_V=0.827500
active=29: F_T=0.958810, F_V=0.823452
active=28: F_T=0.956429, F_V=0.825119
active=27: F_T=0.957143, F_V=0.822262
active=26: F_T=0.954405, F_V=0.822500
active=25: F_T=0.953810, F_V=0.823929
active=24: F_T=0.958214, F_V=0.824048
active=23: F_T=0.943095, F_V=0.820595
active=22: F_T=0.950952, F_V=0.827024
active=21: F_T=0.943690, F_V=0.830714
active=20: F_T=0.932976, F_V=0.828690
active=19: F_T=0.921429, F_V=0.828214
active=18: F_T=0.919643, F_V=0.819167
active=17: F_T=0.910000, F_V=0.817857
active=16: F_T=0.901667, F_V=0.816905
active=15: F_T=0.891310, F_V=0.812024
active=14: F_T=0.891071, F_V=0.816310
active=13: F_T=0.881786, F_V=0.807738
active=12: F_T=0.874762, F_V=0.809524
active=11: F_T=0.879881, F_V=0.812976
active=10: F_T=0.877024, F_V=0.823690
active=9: F_T=0.876905, F_V=0.822500
active=8: F_T=0.872262, F_V=0.822381
active=7: F_T=0.864524, F_V=0.815238
active=6: F_T=0.849643, F_V=0.811310
active=5: F_T=0.848571, F_V=0.814524
active=4: F_T=0.775833, F_V=0.733333
active=3: F_T=0.741667, F_V=0.712738
active=2: F_T=0.718333, F_V=0.694048
active=1: F_T=0.641310, F_V=0.634643
active=0: F_T=0.500000, F_V=0.500000
