covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=-0.048978, stdev=0.718585, range=[-1.148771,1.080850], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  10, average=0.446831, stdev=0.624107, range=[-0.758097,1.282357], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  10, average=0.549553, stdev=0.657779, range=[-0.387545,1.661305], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of  10, average=0.196776, stdev=0.972600, range=[-0.970145,2.245390], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  10, average=0.290198, stdev=1.019459, range=[-1.299833,1.976745], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of  10, average=-0.003430, stdev=0.736556, range=[-0.728802,1.709988], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  10, average=-0.269018, stdev=1.118691, range=[-1.805229,2.240668], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  10, average=-0.235678, stdev=0.737641, range=[-1.362050,0.953607], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  10, average=-0.241466, stdev=1.111042, range=[-2.257961,1.849740], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  10, average=-0.114003, stdev=0.997152, range=[-2.317506,0.971182], active=1
covariate 11:  name=covariate11, type=float, missing=  1 of  10, average=-0.305293, stdev=0.922074, range=[-1.476752,1.415190], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  10, average=0.198684, stdev=0.721884, range=[-0.696286,1.425408], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  10, average=0.300832, stdev=0.830451, range=[-1.562866,1.370648], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  10, average=-0.121034, stdev=0.528345, range=[-1.001213,0.612532], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  10, average=0.067626, stdev=0.839206, range=[-1.014460,1.530215], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  10, average=-0.349599, stdev=0.825182, range=[-2.006056,0.766776], active=1
covariate 17:  name=covariate17, type=float, missing=  1 of  10, average=-0.445379, stdev=1.232653, range=[-2.624670,1.888867], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  10, average=-0.520749, stdev=0.876083, range=[-1.637470,1.244571], active=1
covariate 19:  name=covariate19, type=float, missing=  2 of  10, average=0.244718, stdev=1.172757, range=[-2.560981,1.675285], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  10, average=-0.179926, stdev=0.624518, range=[-1.390843,0.735776], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  10, average=-0.469292, stdev=0.834262, range=[-1.577641,0.988062], active=1
covariate 22:  name=covariate22, type=float, missing=  2 of  10, average=0.557065, stdev=0.867144, range=[-1.105717,1.389828], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  10, average=0.107121, stdev=1.203561, range=[-1.290930,2.480611], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  10, average=0.351709, stdev=0.812697, range=[-0.930786,1.660803], active=1
covariate 25:  name=covariate25, type=float, missing=  1 of  10, average=-0.716206, stdev=1.195745, range=[-2.698070,1.130154], active=1
covariate 26:  name=covariate26, type=float, missing=  2 of  10, average=0.463490, stdev=1.325035, range=[-1.436551,2.862059], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  10, average=-0.505588, stdev=0.929717, range=[-2.120250,1.295230], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  10, average=0.013811, stdev=1.121218, range=[-1.836422,1.599637], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  10, average=-0.026957, stdev=0.686398, range=[-1.215435,1.238143], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  10, average=0.528012, stdev=1.347773, range=[-2.847407,2.517010], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.437880, stdev=1.015430, range=[-0.741779,2.522316], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  10, average=-0.036273, stdev=0.814668, range=[-1.578777,0.978858], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  10, average=0.320140, stdev=1.029174, range=[-1.653294,1.990748], active=1
covariate 34:  name=covariate34, type=float, missing=  1 of  10, average=0.523562, stdev=1.012559, range=[-1.440825,2.374568], active=1
covariate 35:  name=covariate35, type=float, missing=  1 of  10, average=-0.382666, stdev=0.468278, range=[-1.153380,0.251666], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  10, average=-0.223884, stdev=0.888935, range=[-1.437652,1.170879], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=-0.068464, stdev=1.046152, range=[-2.752678,1.226711], active=1
