active=40: F_T=0.956395, F_V=0.757619
active=39: F_T=0.956395, F_V=0.780119
active=38: F_T=0.954070, F_V=0.774286
active=37: F_T=0.956744, F_V=0.780119
active=36: F_T=0.956047, F_V=0.782857
active=35: F_T=0.956279, F_V=0.783929
active=34: F_T=0.952791, F_V=0.788690
active=33: F_T=0.951744, F_V=0.785595
active=32: F_T=0.955814, F_V=0.800833
active=31: F_T=0.955814, F_V=0.804643
active=30: F_T=0.953605, F_V=0.796786
active=29: F_T=0.953953, F_V=0.813333
active=28: F_T=0.954767, F_V=0.810595
active=27: F_T=0.955233, F_V=0.821071
active=26: F_T=0.952674, F_V=0.828690
active=25: F_T=0.950698, F_V=0.821548
active=24: F_T=0.953721, F_V=0.827619
active=23: F_T=0.948140, F_V=0.841190
active=22: F_T=0.942093, F_V=0.837976
active=21: F_T=0.945930, F_V=0.846310
active=20: F_T=0.930116, F_V=0.836667
active=19: F_T=0.928953, F_V=0.826548
active=18: F_T=0.933953, F_V=0.841786
active=17: F_T=0.920000, F_V=0.829048
active=16: F_T=0.912907, F_V=0.827262
active=15: F_T=0.912442, F_V=0.829405
active=14: F_T=0.905465, F_V=0.827619
active=13: F_T=0.894767, F_V=0.827738
active=12: F_T=0.879419, F_V=0.813929
active=11: F_T=0.873605, F_V=0.810714
active=10: F_T=0.872674, F_V=0.808690
active=9: F_T=0.857209, F_V=0.802500
active=8: F_T=0.853605, F_V=0.815119
active=7: F_T=0.831628, F_V=0.790476
active=6: F_T=0.804767, F_V=0.787143
active=5: F_T=0.829070, F_V=0.777381
active=4: F_T=0.763837, F_V=0.733690
active=3: F_T=0.753372, F_V=0.720476
active=2: F_T=0.720349, F_V=0.692619
active=1: F_T=0.585814, F_V=0.579048
active=0: F_T=0.511628, F_V=0.489286
