covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=0.276284, stdev=0.826228, range=[-1.674377,1.773147], active=1
covariate 2:   name=covariate2, type=float, missing=  2 of  50, average=0.130773, stdev=0.971480, range=[-2.115623,2.241259], active=1
covariate 3:   name=covariate3, type=float, missing=  3 of  50, average=-0.142042, stdev=1.082264, range=[-2.660158,2.515993], active=1
covariate 4:   name=covariate4, type=float, missing=  3 of  50, average=0.099905, stdev=0.981834, range=[-1.973900,1.860405], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  50, average=-0.003612, stdev=0.992201, range=[-1.651339,2.221874], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of  50, average=-0.024279, stdev=0.871616, range=[-2.052580,2.348843], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  50, average=0.070627, stdev=1.120066, range=[-2.093095,2.581260], active=1
covariate 8:   name=covariate8, type=float, missing=  1 of  50, average=0.011312, stdev=1.038899, range=[-2.117899,2.288581], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of  50, average=0.063216, stdev=0.859458, range=[-1.661730,1.889877], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  50, average=-0.236334, stdev=0.881053, range=[-2.637090,1.932210], active=1
covariate 11:  name=covariate11, type=float, missing=  2 of  50, average=-0.010884, stdev=0.939969, range=[-2.265037,1.727959], active=1
covariate 12:  name=covariate12, type=float, missing=  2 of  50, average=0.103504, stdev=0.999507, range=[-2.252364,1.929683], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  50, average=-0.056487, stdev=0.861678, range=[-2.172211,2.208597], active=1
covariate 14:  name=covariate14, type=float, missing=  4 of  50, average=0.146964, stdev=1.143646, range=[-1.979694,2.317590], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of  50, average=0.027532, stdev=1.035033, range=[-2.080565,2.777978], active=1
covariate 16:  name=covariate16, type=float, missing=  4 of  50, average=0.213636, stdev=1.067662, range=[-1.841971,2.331819], active=1
covariate 17:  name=covariate17, type=float, missing=  2 of  50, average=0.298277, stdev=0.965468, range=[-2.665917,2.620031], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  50, average=-0.068100, stdev=1.108285, range=[-2.032451,2.845122], active=1
covariate 19:  name=covariate19, type=float, missing=  5 of  50, average=0.061998, stdev=0.933377, range=[-2.055264,2.132298], active=1
covariate 20:  name=covariate20, type=float, missing=  2 of  50, average=0.131832, stdev=1.096324, range=[-1.991172,3.099365], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  50, average=0.022558, stdev=0.800790, range=[-2.008132,1.687604], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  50, average=-0.016450, stdev=0.967676, range=[-1.877653,2.466765], active=1
covariate 23:  name=covariate23, type=float, missing=  5 of  50, average=-0.001403, stdev=0.870939, range=[-2.036059,2.263760], active=1
covariate 24:  name=covariate24, type=float, missing=  1 of  50, average=-0.121935, stdev=1.107454, range=[-3.417790,2.130837], active=1
covariate 25:  name=covariate25, type=float, missing=  2 of  50, average=-0.138911, stdev=0.782686, range=[-1.762913,1.286800], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  50, average=0.086119, stdev=0.962817, range=[-2.004302,2.674687], active=1
covariate 27:  name=covariate27, type=float, missing=  3 of  50, average=-0.078789, stdev=0.982036, range=[-2.641274,2.194069], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=-0.090228, stdev=1.019193, range=[-2.338664,2.263423], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  50, average=0.029455, stdev=0.948521, range=[-2.611880,2.395893], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of  50, average=-0.385176, stdev=0.851048, range=[-2.702194,1.408880], active=1
covariate 31:  name=covariate31, type=float, missing=  4 of  50, average=0.232190, stdev=1.012337, range=[-1.695774,3.222811], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of  50, average=0.318401, stdev=1.058888, range=[-2.398532,2.886131], active=1
covariate 33:  name=covariate33, type=float, missing=  3 of  50, average=-0.136128, stdev=0.956218, range=[-2.561925,1.809669], active=1
covariate 34:  name=covariate34, type=float, missing=  3 of  50, average=-0.018771, stdev=0.812018, range=[-2.484401,1.412554], active=1
covariate 35:  name=covariate35, type=float, missing=  2 of  50, average=-0.034477, stdev=1.069264, range=[-2.307966,2.323465], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of  50, average=0.197286, stdev=1.236211, range=[-2.808712,3.210233], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of  50, average=0.149683, stdev=1.007684, range=[-2.007778,2.567863], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of  50, average=0.033746, stdev=0.871250, range=[-1.769785,2.497919], active=1
covariate 39:  name=covariate39, type=float, missing=  1 of  50, average=0.392540, stdev=0.968344, range=[-2.200673,2.330137], active=1
covariate 40:  name=covariate40, type=float, missing=  5 of  50, average=-0.040055, stdev=0.874758, range=[-2.243019,1.865221], active=1
