N=100
P=30
R=2
1 -0.482951 -0.266891 -1.038223 -0.184270 -0.559069 0.451049 -0.909119 0.705963 -0.186183 0.245938 0.182296 -0.443301 0.109032 -0.444659 -0.533081 0.114631 -0.283159 -0.189068 0.110559 -0.370015 -0.495952 -2.293720 NA NA -1.050736 -1.704460 2.626467 0.293211 -2.447379 1.758907 2.491954 1.000000
2 0.948871 -1.419937 NA -0.507869 1.966267 -0.548923 0.216373 0.221684 0.515448 -1.622311 1.342637 -1.153072 -0.055590 1.580469 0.060662 -0.513759 -0.192805 -0.524025 1.062926 -2.282050 1.469199 0.746371 -0.031895 1.840220 -1.057678 2.020744 2.169384 -1.352894 -1.996934 0.052192 0.255838 1.000000
3 -0.034201 2.099412 3.415863 -1.218974 0.597758 0.188684 1.150559 0.640823 -0.456944 -0.657820 -1.250136 NA -0.650809 0.226532 -0.623143 -0.092515 0.283500 0.726626 -0.442438 -0.050530 -1.311331 1.957907 -0.455170 0.614021 0.737538 1.229302 -0.194401 NA 0.414548 NA 0.328350 1.000000
4 1.206604 0.866498 1.607795 -0.753974 -2.340273 -0.670325 NA -0.209144 -0.080986 0.102785 -1.094235 0.668881 -0.790824 0.041108 0.579542 -1.153805 0.082997 1.003484 -0.324008 -0.212014 -0.772867 -0.193970 0.980025 1.339830 0.811981 -0.892875 1.204876 1.512151 0.376317 -0.654687 2.561052 0.000000
5 NA -0.711316 -0.257154 NA 0.800242 -1.108799 0.578155 0.040634 0.755066 -0.119804 0.132723 -2.131415 1.057897 0.577139 -0.636148 -0.497748 NA 2.141698 0.515902 -0.793942 0.781342 NA 0.546553 -0.097722 0.536242 1.026214 -0.270622 NA 0.623329 -0.553989 1.020751 1.000000
6 -1.107044 -0.456410 -0.118242 -1.768863 -0.417964 0.551434 -1.402690 2.366056 1.074600 1.677444 -1.113240 1.183064 -1.044423 0.415874 0.072573 0.732016 0.692109 0.940792 0.889541 0.707111 2.424769 -0.123925 -0.668408 0.664296 0.082095 0.253167 0.188837 0.398632 2.241917 -0.809804 2.879128 0.000000
7 1.216876 0.202895 2.069755 -1.112200 1.595448 -0.800330 -0.773299 0.289453 1.617738 -0.743502 -1.354259 0.610230 2.184563 -1.217204 0.264313 -0.082769 -0.344698 NA 1.235719 -0.372351 -1.055424 0.366111 -0.922817 0.952730 -1.202456 -0.431656 -0.710655 -0.940351 1.943683 -1.416805 0.876528 1.000000
8 -0.046995 0.766309 -1.546576 0.095011 -0.771371 -0.370102 -1.058929 0.208613 -0.598864 -0.362442 0.770261 -2.357955 -1.030261 -0.271975 -0.941047 0.367840 0.986323 1.393824 NA 1.622675 0.579472 -1.046295 0.377511 NA 2.258901 NA -0.827697 0.040098 0.296785 1.436916 0.947071 1.000000
9 1.537425 -1.236492 -1.059963 -0.248211 -0.314380 0.217444 -0.328008 0.894056 -0.003948 0.593433 -0.075316 0.166016 1.206226 0.481794 -1.654507 0.347727 -0.381775 -0.113746 0.661945 0.836215 -0.448021 -0.936609 0.340578 -0.714073 0.276304 -0.586032 -0.476965 -0.508399 -0.227887 0.476816 8.866201 0.000000
10 0.583349 -1.334274 -0.666902 -1.527360 1.054869 -1.611559 0.949859 -0.265642 0.889000 0.505739 -1.372675 -1.036599 -0.097163 -0.990909 0.286607 0.085100 0.301520 -0.511129 1.362667 -2.770569 -1.329645 -1.463937 -0.144939 0.562461 1.085806 1.677288 1.307264 -1.362949 -0.580866 NA 5.909484 0.000000
11 -0.718911 1.019821 -0.383845 -0.109412 0.428613 NA 0.855912 NA -0.069184 1.835076 0.455576 0.067043 0.290922 1.345088 1.499738 -0.109007 -0.202675 NA -0.011823 -0.745832 -0.770987 NA 2.010521 -1.214787 3.011306 -1.108706 -1.167310 -0.638752 -0.264117 -0.452795 4.006542 0.000000
12 -0.042924 -1.233729 0.138408 -0.706072 -0.092250 0.312216 -0.382492 -0.797912 -0.534480 -0.446667 -1.313048 -1.810036 0.282156 0.368489 0.962360 -0.814024 -0.641826 0.378360 0.916201 0.539273 -1.802584 0.152114 0.713567 1.174246 -0.644246 1.748045 -0.916975 -0.496963 -0.405477 -0.691120 8.185437 0.000000
13 0.419510 0.314690 -0.707695 NA -0.995927 0.479962 -0.486124 -0.009305 -1.807246 -1.440815 1.288787 0.036751 -1.695672 -1.726204 -1.068088 -0.010207 0.229705 -0.241229 0.729688 NA -1.029197 -1.674975 2.105453 0.910947 1.803834 -0.080374 -0.672138 0.447373 1.575974 0.164654 0.593281 1.000000
14 -0.653154 0.802127 0.914782 -0.472028 -0.215677 -0.494628 0.010729 0.565222 -0.022597 NA -1.302531 -1.334268 0.565679 -0.545542 -0.427695 -0.615791 1.127561 -0.094346 -0.833689 -0.670320 0.242811 0.810872 0.544791 0.261729 -0.246508 0.921176 0.824935 -0.557416 0.226511 -1.430539 5.850384 1.000000
15 -1.640154 0.409094 1.204563 -0.620043 NA -0.701600 0.995115 -0.630101 0.255220 0.256967 0.899744 0.611242 -1.914103 0.164865 1.188465 -1.273612 -0.578301 -0.116315 -2.567577 1.878965 -0.889216 -1.232609 -0.656286 -0.203499 0.469566 -1.104545 NA -0.648385 0.028827 0.249078 0.724862 1.000000
16 0.296021 -0.176480 -0.586319 0.193444 0.470524 0.531004 -0.009997 0.654900 2.285443 -0.346185 NA -0.121111 -1.941442 NA 2.065623 2.706377 1.139641 -0.517538 -1.835337 0.001604 0.672485 0.743021 0.498515 1.783826 1.085908 -0.976972 -0.042029 NA 0.666103 1.584707 0.816976 1.000000
17 0.351925 -0.576157 -0.667302 -1.676068 -0.307263 0.477529 -0.383981 -0.431767 -0.997907 0.259737 NA -1.479874 -1.140593 NA 1.581403 1.881152 -0.446128 0.895907 -0.009232 NA 0.360438 -1.529324 0.941356 -0.245911 1.833505 -0.819580 1.755936 -0.439788 1.800889 1.906087 4.631234 0.000000
