covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.039302, stdev=1.047219, range=[-2.291840,2.013671], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of 100, average=0.136656, stdev=0.882662, range=[-2.395031,2.228236], active=1
covariate 3:   name=covariate3, type=float, missing=  6 of 100, average=-0.043213, stdev=1.047228, range=[-2.404974,3.408144], active=1
covariate 4:   name=covariate4, type=float, missing=  9 of 100, average=0.159038, stdev=1.098011, range=[-2.859050,3.165573], active=1
covariate 5:   name=covariate5, type=float, missing=  6 of 100, average=-0.026493, stdev=1.068476, range=[-2.532669,2.542468], active=1
covariate 6:   name=covariate6, type=float, missing=  7 of 100, average=0.140796, stdev=1.113123, range=[-2.792785,3.343110], active=1
covariate 7:   name=covariate7, type=float, missing=  5 of 100, average=-0.040967, stdev=1.234228, range=[-3.826533,2.276525], active=1
covariate 8:   name=covariate8, type=float, missing=  6 of 100, average=0.010535, stdev=0.933856, range=[-2.126003,2.259463], active=1
covariate 9:   name=covariate9, type=float, missing=  6 of 100, average=-0.113375, stdev=1.024165, range=[-2.731370,2.160260], active=1
covariate 10:  name=covariate10, type=float, missing=  3 of 100, average=0.053170, stdev=1.041405, range=[-2.128963,3.144634], active=1
covariate 11:  name=covariate11, type=float, missing=  4 of 100, average=-0.022151, stdev=0.973762, range=[-2.771438,2.627771], active=1
covariate 12:  name=covariate12, type=float, missing=  7 of 100, average=-0.002937, stdev=0.937400, range=[-2.764593,1.939575], active=1
covariate 13:  name=covariate13, type=float, missing=  8 of 100, average=-0.107639, stdev=0.992009, range=[-2.428412,2.543102], active=1
covariate 14:  name=covariate14, type=float, missing=  6 of 100, average=0.075290, stdev=0.903807, range=[-1.866510,2.445040], active=1
covariate 15:  name=covariate15, type=float, missing=  7 of 100, average=0.114282, stdev=0.957960, range=[-2.594494,2.061808], active=1
covariate 16:  name=covariate16, type=float, missing=  3 of 100, average=-0.087736, stdev=1.023804, range=[-2.204361,2.273277], active=1
covariate 17:  name=covariate17, type=float, missing=  6 of 100, average=-0.080681, stdev=0.907326, range=[-2.364160,2.222668], active=1
covariate 18:  name=covariate18, type=float, missing=  7 of 100, average=0.036372, stdev=1.017121, range=[-1.997968,3.211556], active=1
covariate 19:  name=covariate19, type=float, missing=  5 of 100, average=-0.172949, stdev=0.976567, range=[-2.464614,2.590653], active=1
covariate 20:  name=covariate20, type=float, missing=  4 of 100, average=-0.097127, stdev=0.969089, range=[-2.388816,2.488753], active=1
covariate 21:  name=covariate21, type=float, missing=  4 of 100, average=0.052154, stdev=0.955828, range=[-2.152297,2.249774], active=1
covariate 22:  name=covariate22, type=float, missing=  8 of 100, average=0.061518, stdev=0.969472, range=[-2.264688,2.163034], active=1
covariate 23:  name=covariate23, type=float, missing=  9 of 100, average=0.214038, stdev=0.999345, range=[-1.817914,2.936717], active=1
covariate 24:  name=covariate24, type=float, missing=  6 of 100, average=0.087275, stdev=1.108545, range=[-3.294046,2.569384], active=1
covariate 25:  name=covariate25, type=float, missing=  7 of 100, average=0.011186, stdev=0.969418, range=[-2.433196,2.528650], active=1
covariate 26:  name=covariate26, type=float, missing=  6 of 100, average=0.185066, stdev=1.028381, range=[-2.244039,2.769958], active=1
covariate 27:  name=covariate27, type=float, missing=  5 of 100, average=-0.063569, stdev=0.956593, range=[-2.384140,2.418038], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of 100, average=-0.087815, stdev=1.019063, range=[-2.746982,3.245225], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of 100, average=0.002912, stdev=0.926532, range=[-2.078362,2.248483], active=1
covariate 30:  name=covariate30, type=float, missing=  6 of 100, average=-0.025246, stdev=0.918556, range=[-2.225912,2.440175], active=1
covariate 31:  name=covariate31, type=float, missing=  7 of 100, average=-0.105238, stdev=0.954920, range=[-2.725526,1.969204], active=1
covariate 32:  name=covariate32, type=float, missing=  9 of 100, average=-0.055856, stdev=0.955843, range=[-2.268934,2.059859], active=1
covariate 33:  name=covariate33, type=float, missing=  4 of 100, average=0.014112, stdev=0.983736, range=[-3.590688,2.368803], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of 100, average=-0.000760, stdev=0.936423, range=[-1.972899,2.271450], active=1
covariate 35:  name=covariate35, type=float, missing=  6 of 100, average=0.035761, stdev=0.929066, range=[-2.370662,2.205244], active=1
covariate 36:  name=covariate36, type=float, missing=  7 of 100, average=-0.043032, stdev=0.874983, range=[-2.319984,2.519386], active=1
covariate 37:  name=covariate37, type=float, missing=  7 of 100, average=0.025451, stdev=1.028406, range=[-2.353469,2.789528], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of 100, average=0.062431, stdev=1.052783, range=[-2.341899,2.593023], active=1
covariate 39:  name=covariate39, type=float, missing=  8 of 100, average=0.044709, stdev=0.968186, range=[-2.580594,2.524167], active=1
covariate 40:  name=covariate40, type=float, missing=  3 of 100, average=0.036450, stdev=1.056623, range=[-2.494123,2.992852], active=1
