active=100: F_T=1.000000, F_V=0.440000
active=99: F_T=1.000000, F_V=0.434000
active=98: F_T=1.000000, F_V=0.438000
active=97: F_T=1.000000, F_V=0.445000
active=96: F_T=1.000000, F_V=0.439000
active=95: F_T=1.000000, F_V=0.429000
active=94: F_T=1.000000, F_V=0.440000
active=93: F_T=1.000000, F_V=0.450000
active=92: F_T=1.000000, F_V=0.432000
active=91: F_T=1.000000, F_V=0.461000
active=90: F_T=1.000000, F_V=0.468000
active=89: F_T=1.000000, F_V=0.465000
active=88: F_T=1.000000, F_V=0.468000
active=87: F_T=1.000000, F_V=0.482000
active=86: F_T=1.000000, F_V=0.478000
active=85: F_T=1.000000, F_V=0.487000
active=84: F_T=1.000000, F_V=0.479000
active=83: F_T=1.000000, F_V=0.493000
active=82: F_T=1.000000, F_V=0.501000
active=81: F_T=1.000000, F_V=0.493000
active=80: F_T=1.000000, F_V=0.510000
active=79: F_T=1.000000, F_V=0.502000
active=78: F_T=1.000000, F_V=0.523000
active=77: F_T=1.000000, F_V=0.526000
active=76: F_T=1.000000, F_V=0.525000
active=75: F_T=1.000000, F_V=0.551000
active=74: F_T=1.000000, F_V=0.525000
active=73: F_T=1.000000, F_V=0.552000
active=72: F_T=1.000000, F_V=0.552000
active=71: F_T=1.000000, F_V=0.549000
active=70: F_T=1.000000, F_V=0.562000
active=69: F_T=1.000000, F_V=0.544000
active=68: F_T=1.000000, F_V=0.556000
active=67: F_T=1.000000, F_V=0.577000
active=66: F_T=1.000000, F_V=0.570000
active=65: F_T=1.000000, F_V=0.585000
active=64: F_T=1.000000, F_V=0.608000
active=63: F_T=1.000000, F_V=0.606000
active=62: F_T=1.000000, F_V=0.616000
active=61: F_T=1.000000, F_V=0.625000
active=60: F_T=1.000000, F_V=0.624000
active=59: F_T=1.000000, F_V=0.634000
active=58: F_T=1.000000, F_V=0.627000
active=57: F_T=1.000000, F_V=0.627000
active=56: F_T=1.000000, F_V=0.649000
active=55: F_T=1.000000, F_V=0.670000
active=54: F_T=1.000000, F_V=0.664000
active=53: F_T=1.000000, F_V=0.712000
active=52: F_T=1.000000, F_V=0.718000
active=51: F_T=1.000000, F_V=0.708000
active=50: F_T=1.000000, F_V=0.710000
active=49: F_T=1.000000, F_V=0.711000
active=48: F_T=1.000000, F_V=0.743000
active=47: F_T=1.000000, F_V=0.749000
active=46: F_T=1.000000, F_V=0.729000
active=45: F_T=1.000000, F_V=0.735000
active=44: F_T=1.000000, F_V=0.743000
active=43: F_T=1.000000, F_V=0.744000
active=42: F_T=1.000000, F_V=0.739000
active=41: F_T=1.000000, F_V=0.755000
active=40: F_T=1.000000, F_V=0.777000
active=39: F_T=1.000000, F_V=0.762000
active=38: F_T=1.000000, F_V=0.779000
active=37: F_T=1.000000, F_V=0.783000
active=36: F_T=1.000000, F_V=0.780000
active=35: F_T=1.000000, F_V=0.775000
active=34: F_T=1.000000, F_V=0.797000
active=33: F_T=1.000000, F_V=0.789000
active=32: F_T=1.000000, F_V=0.797000
active=31: F_T=1.000000, F_V=0.783000
active=30: F_T=1.000000, F_V=0.813000
active=29: F_T=1.000000, F_V=0.785000
active=28: F_T=1.000000, F_V=0.811000
active=27: F_T=1.000000, F_V=0.821000
active=26: F_T=1.000000, F_V=0.808000
active=25: F_T=1.000000, F_V=0.841000
active=24: F_T=1.000000, F_V=0.816000
active=23: F_T=1.000000, F_V=0.834000
active=22: F_T=1.000000, F_V=0.824000
active=21: F_T=1.000000, F_V=0.849000
active=20: F_T=1.000000, F_V=0.859000
active=19: F_T=1.000000, F_V=0.826000
active=18: F_T=1.000000, F_V=0.845000
active=17: F_T=1.000000, F_V=0.826000
active=16: F_T=1.000000, F_V=0.847000
active=15: F_T=1.000000, F_V=0.834000
active=14: F_T=1.000000, F_V=0.852000
active=13: F_T=1.000000, F_V=0.852000
active=12: F_T=1.000000, F_V=0.853000
active=11: F_T=1.000000, F_V=0.842000
active=10: F_T=1.000000, F_V=0.833000
active=9: F_T=1.000000, F_V=0.828000
active=8: F_T=1.000000, F_V=0.821000
active=7: F_T=1.000000, F_V=0.782000
active=6: F_T=1.000000, F_V=0.744000
active=5: F_T=1.000000, F_V=0.778000
active=4: F_T=0.999000, F_V=0.796000
active=3: F_T=0.981000, F_V=0.729000
active=2: F_T=0.933000, F_V=0.728000
active=1: F_T=0.714000, F_V=0.581000
active=0: F_T=0.600000, F_V=0.400000
