covariate 1:   name=covariate1, type=float, missing=  6 of 100, average=-0.060151, stdev=0.847753, range=[-2.834941,1.569441], active=1
covariate 2:   name=covariate2, type=float, missing=  5 of 100, average=-0.060081, stdev=1.135238, range=[-2.794062,2.519081], active=1
covariate 3:   name=covariate3, type=float, missing=  6 of 100, average=0.076357, stdev=0.977580, range=[-2.810676,2.765953], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of 100, average=-0.032879, stdev=1.047940, range=[-2.358491,3.306367], active=1
covariate 5:   name=covariate5, type=float, missing=  5 of 100, average=-0.188994, stdev=1.065419, range=[-2.439027,2.891145], active=1
covariate 6:   name=covariate6, type=float, missing=  6 of 100, average=0.107784, stdev=0.881416, range=[-2.944347,2.201931], active=1
covariate 7:   name=covariate7, type=float, missing=  8 of 100, average=-0.028045, stdev=1.066295, range=[-2.611556,2.533254], active=1
covariate 8:   name=covariate8, type=float, missing=  1 of 100, average=-0.121190, stdev=0.972385, range=[-2.406045,2.006546], active=1
covariate 9:   name=covariate9, type=float, missing=  7 of 100, average=0.000848, stdev=0.935250, range=[-2.558465,2.081463], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.062785, stdev=0.853678, range=[-1.920561,2.048623], active=1
covariate 11:  name=covariate11, type=float, missing= 12 of 100, average=-0.020408, stdev=1.147778, range=[-2.432316,2.279580], active=1
covariate 12:  name=covariate12, type=float, missing=  9 of 100, average=0.009306, stdev=1.142365, range=[-2.638722,3.053856], active=1
covariate 13:  name=covariate13, type=float, missing=  3 of 100, average=0.085298, stdev=1.092947, range=[-1.989694,2.506472], active=1
covariate 14:  name=covariate14, type=float, missing=  3 of 100, average=-0.081612, stdev=0.923384, range=[-2.177178,2.403663], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of 100, average=0.091305, stdev=1.079694, range=[-1.840404,2.219930], active=1
covariate 16:  name=covariate16, type=float, missing=  6 of 100, average=-0.199272, stdev=1.058638, range=[-3.217727,1.779044], active=1
covariate 17:  name=covariate17, type=float, missing=  3 of 100, average=-0.088915, stdev=0.970005, range=[-2.866049,2.208044], active=1
covariate 18:  name=covariate18, type=float, missing=  7 of 100, average=0.099950, stdev=1.031635, range=[-1.924689,4.015783], active=1
covariate 19:  name=covariate19, type=float, missing=  4 of 100, average=0.101561, stdev=0.966562, range=[-2.362555,3.071787], active=1
