active=100: F_T=0.971600, F_V=0.491100
active=99: F_T=0.970600, F_V=0.500400
active=98: F_T=0.970200, F_V=0.505900
active=97: F_T=0.970000, F_V=0.505100
active=96: F_T=0.969000, F_V=0.505600
active=95: F_T=0.967900, F_V=0.495200
active=94: F_T=0.967100, F_V=0.507900
active=93: F_T=0.967600, F_V=0.521300
active=92: F_T=0.967300, F_V=0.522500
active=91: F_T=0.965700, F_V=0.515700
active=90: F_T=0.965500, F_V=0.516500
active=89: F_T=0.966700, F_V=0.520500
active=88: F_T=0.962900, F_V=0.524100
active=87: F_T=0.964000, F_V=0.525800
active=86: F_T=0.963300, F_V=0.535000
active=85: F_T=0.965000, F_V=0.526300
active=84: F_T=0.962200, F_V=0.537000
active=83: F_T=0.961800, F_V=0.531800
active=82: F_T=0.961100, F_V=0.534200
active=81: F_T=0.961100, F_V=0.535600
active=80: F_T=0.958300, F_V=0.535700
active=79: F_T=0.962600, F_V=0.539800
active=78: F_T=0.959900, F_V=0.538700
active=77: F_T=0.957300, F_V=0.548800
active=76: F_T=0.955600, F_V=0.547500
active=75: F_T=0.954600, F_V=0.545700
active=74: F_T=0.952600, F_V=0.555300
active=73: F_T=0.954000, F_V=0.552600
active=72: F_T=0.948700, F_V=0.558300
active=71: F_T=0.947900, F_V=0.554100
active=70: F_T=0.950900, F_V=0.566000
active=69: F_T=0.946800, F_V=0.562800
active=68: F_T=0.944200, F_V=0.568100
active=67: F_T=0.944400, F_V=0.570000
active=66: F_T=0.937900, F_V=0.570300
active=65: F_T=0.941400, F_V=0.571100
active=64: F_T=0.943600, F_V=0.572000
active=63: F_T=0.934600, F_V=0.575200
active=62: F_T=0.933200, F_V=0.576100
active=61: F_T=0.934000, F_V=0.580700
active=60: F_T=0.933300, F_V=0.582700
active=59: F_T=0.926900, F_V=0.584200
active=58: F_T=0.927800, F_V=0.589900
active=57: F_T=0.929900, F_V=0.581900
active=56: F_T=0.926000, F_V=0.599800
active=55: F_T=0.919600, F_V=0.590700
active=54: F_T=0.915600, F_V=0.599400
active=53: F_T=0.920000, F_V=0.610600
active=52: F_T=0.909600, F_V=0.605400
active=51: F_T=0.913900, F_V=0.610800
active=50: F_T=0.910700, F_V=0.605700
active=49: F_T=0.906100, F_V=0.615300
active=48: F_T=0.903300, F_V=0.611500
active=47: F_T=0.900700, F_V=0.608100
active=46: F_T=0.895000, F_V=0.623900
active=45: F_T=0.893400, F_V=0.619500
active=44: F_T=0.884900, F_V=0.620400
active=43: F_T=0.890400, F_V=0.616300
active=42: F_T=0.887600, F_V=0.620700
active=41: F_T=0.881500, F_V=0.627500
active=40: F_T=0.874200, F_V=0.635700
active=39: F_T=0.882800, F_V=0.639200
active=38: F_T=0.872900, F_V=0.634500
active=37: F_T=0.871700, F_V=0.633700
active=36: F_T=0.869900, F_V=0.648800
active=35: F_T=0.873000, F_V=0.657700
active=34: F_T=0.867000, F_V=0.655500
active=33: F_T=0.852500, F_V=0.647700
active=32: F_T=0.852800, F_V=0.649900
active=31: F_T=0.843100, F_V=0.654000
active=30: F_T=0.829200, F_V=0.646500
active=29: F_T=0.824900, F_V=0.645400
active=28: F_T=0.831900, F_V=0.656800
active=27: F_T=0.816600, F_V=0.650600
active=26: F_T=0.818200, F_V=0.648400
active=25: F_T=0.811000, F_V=0.650700
active=24: F_T=0.807100, F_V=0.648700
active=23: F_T=0.796300, F_V=0.648200
active=22: F_T=0.792700, F_V=0.653300
active=21: F_T=0.788800, F_V=0.670400
active=20: F_T=0.783400, F_V=0.656100
active=19: F_T=0.777400, F_V=0.658400
active=18: F_T=0.775400, F_V=0.653500
active=17: F_T=0.768000, F_V=0.652900
active=16: F_T=0.744700, F_V=0.630700
active=15: F_T=0.738400, F_V=0.651800
active=14: F_T=0.731700, F_V=0.629700
active=13: F_T=0.722900, F_V=0.646800
active=12: F_T=0.730200, F_V=0.643300
active=11: F_T=0.721500, F_V=0.650300
active=10: F_T=0.732800, F_V=0.655000
active=9: F_T=0.730500, F_V=0.661700
active=8: F_T=0.718000, F_V=0.661300
active=7: F_T=0.713400, F_V=0.664700
active=6: F_T=0.700100, F_V=0.659800
active=5: F_T=0.667000, F_V=0.621100
active=4: F_T=0.640400, F_V=0.613600
active=3: F_T=0.633600, F_V=0.616000
active=2: F_T=0.599600, F_V=0.587600
active=1: F_T=0.565800, F_V=0.571500
active=0: F_T=0.500000, F_V=0.500000
