active=20: F_T=0.884600, F_V=0.778300
active=19: F_T=0.884000, F_V=0.792100
active=18: F_T=0.878800, F_V=0.796700
active=17: F_T=0.879600, F_V=0.804100
active=16: F_T=0.880100, F_V=0.808100
active=15: F_T=0.880100, F_V=0.813300
active=14: F_T=0.875500, F_V=0.823200
active=13: F_T=0.878200, F_V=0.830300
active=12: F_T=0.861600, F_V=0.820700
active=11: F_T=0.854300, F_V=0.819000
active=10: F_T=0.870000, F_V=0.826700
active=9: F_T=0.854500, F_V=0.815100
active=8: F_T=0.852600, F_V=0.818400
active=7: F_T=0.824100, F_V=0.791500
active=6: F_T=0.817900, F_V=0.782000
active=5: F_T=0.789000, F_V=0.755700
active=4: F_T=0.770800, F_V=0.748100
active=3: F_T=0.709000, F_V=0.684100
active=2: F_T=0.675000, F_V=0.666300
active=1: F_T=0.611900, F_V=0.611900
active=0: F_T=0.509900, F_V=0.510100
