active=100: F_T=1.000000, F_V=0.617917
active=99: F_T=1.000000, F_V=0.617083
active=98: F_T=1.000000, F_V=0.624583
active=97: F_T=1.000000, F_V=0.622083
active=96: F_T=1.000000, F_V=0.634375
active=95: F_T=1.000000, F_V=0.640208
active=94: F_T=1.000000, F_V=0.642292
active=93: F_T=1.000000, F_V=0.642917
active=92: F_T=1.000000, F_V=0.647083
active=91: F_T=1.000000, F_V=0.640417
active=90: F_T=1.000000, F_V=0.663958
active=89: F_T=1.000000, F_V=0.664792
active=88: F_T=1.000000, F_V=0.667500
active=87: F_T=1.000000, F_V=0.682292
active=86: F_T=1.000000, F_V=0.675000
active=85: F_T=1.000000, F_V=0.675208
active=84: F_T=1.000000, F_V=0.677708
active=83: F_T=1.000000, F_V=0.695000
active=82: F_T=1.000000, F_V=0.690625
active=81: F_T=1.000000, F_V=0.688958
active=80: F_T=1.000000, F_V=0.691250
active=79: F_T=1.000000, F_V=0.682500
active=78: F_T=1.000000, F_V=0.688333
active=77: F_T=1.000000, F_V=0.692292
active=76: F_T=1.000000, F_V=0.701250
active=75: F_T=1.000000, F_V=0.702083
active=74: F_T=1.000000, F_V=0.714792
active=73: F_T=1.000000, F_V=0.705208
active=72: F_T=1.000000, F_V=0.704583
active=71: F_T=1.000000, F_V=0.713958
active=70: F_T=1.000000, F_V=0.722500
active=69: F_T=1.000000, F_V=0.721042
active=68: F_T=1.000000, F_V=0.719167
active=67: F_T=1.000000, F_V=0.725000
active=66: F_T=1.000000, F_V=0.722292
active=65: F_T=1.000000, F_V=0.727500
active=64: F_T=1.000000, F_V=0.719792
active=63: F_T=1.000000, F_V=0.731042
active=62: F_T=1.000000, F_V=0.742292
active=61: F_T=1.000000, F_V=0.743542
active=60: F_T=1.000000, F_V=0.737708
active=59: F_T=1.000000, F_V=0.744167
active=58: F_T=1.000000, F_V=0.746667
active=57: F_T=0.999583, F_V=0.751875
active=56: F_T=0.999583, F_V=0.748542
active=55: F_T=0.999792, F_V=0.751250
active=54: F_T=0.998958, F_V=0.741250
active=53: F_T=0.998333, F_V=0.754583
active=52: F_T=0.998125, F_V=0.758958
active=51: F_T=0.998333, F_V=0.772708
active=50: F_T=0.996875, F_V=0.774792
active=49: F_T=0.995208, F_V=0.774375
active=48: F_T=0.994583, F_V=0.771667
active=47: F_T=0.994375, F_V=0.778958
active=46: F_T=0.991042, F_V=0.783958
active=45: F_T=0.992708, F_V=0.770417
active=44: F_T=0.991458, F_V=0.800625
active=43: F_T=0.990625, F_V=0.782500
active=42: F_T=0.990417, F_V=0.786250
active=41: F_T=0.992292, F_V=0.778958
active=40: F_T=0.988750, F_V=0.778958
active=39: F_T=0.990625, F_V=0.791042
active=38: F_T=0.985417, F_V=0.781667
active=37: F_T=0.982500, F_V=0.770208
active=36: F_T=0.986042, F_V=0.780208
active=35: F_T=0.985000, F_V=0.782917
active=34: F_T=0.983333, F_V=0.793125
active=33: F_T=0.986250, F_V=0.793542
active=32: F_T=0.984792, F_V=0.790833
active=31: F_T=0.981875, F_V=0.812292
active=30: F_T=0.981250, F_V=0.803958
active=29: F_T=0.977292, F_V=0.787708
active=28: F_T=0.980833, F_V=0.798125
active=27: F_T=0.975833, F_V=0.801250
active=26: F_T=0.977292, F_V=0.819583
active=25: F_T=0.975208, F_V=0.816875
active=24: F_T=0.978750, F_V=0.813333
active=23: F_T=0.982917, F_V=0.810833
active=22: F_T=0.974375, F_V=0.822083
active=21: F_T=0.972917, F_V=0.821250
active=20: F_T=0.967083, F_V=0.818333
active=19: F_T=0.961458, F_V=0.807708
active=18: F_T=0.961042, F_V=0.808750
active=17: F_T=0.968542, F_V=0.812708
active=16: F_T=0.969167, F_V=0.827500
active=15: F_T=0.968958, F_V=0.826042
active=14: F_T=0.948750, F_V=0.806667
active=13: F_T=0.946667, F_V=0.814375
active=12: F_T=0.930417, F_V=0.819167
active=11: F_T=0.926875, F_V=0.819375
active=10: F_T=0.932917, F_V=0.806667
active=9: F_T=0.913958, F_V=0.828333
active=8: F_T=0.895000, F_V=0.797083
active=7: F_T=0.870833, F_V=0.782500
active=6: F_T=0.848125, F_V=0.765208
active=5: F_T=0.797292, F_V=0.719375
active=4: F_T=0.786875, F_V=0.727083
active=3: F_T=0.756458, F_V=0.685625
active=2: F_T=0.655000, F_V=0.595833
active=1: F_T=0.626667, F_V=0.603333
active=0: F_T=0.500000, F_V=0.500000
