active=100: F_T=0.973100, F_V=0.578600
active=99: F_T=0.973400, F_V=0.581700
active=98: F_T=0.972700, F_V=0.578400
active=97: F_T=0.973000, F_V=0.580400
active=96: F_T=0.973500, F_V=0.589800
active=95: F_T=0.972300, F_V=0.583700
active=94: F_T=0.971000, F_V=0.595700
active=93: F_T=0.969600, F_V=0.597400
active=92: F_T=0.972300, F_V=0.588200
active=91: F_T=0.970500, F_V=0.602200
active=90: F_T=0.970500, F_V=0.597700
active=89: F_T=0.969100, F_V=0.608700
active=88: F_T=0.969800, F_V=0.606500
active=87: F_T=0.970100, F_V=0.607200
active=86: F_T=0.967900, F_V=0.603700
active=85: F_T=0.969500, F_V=0.609600
active=84: F_T=0.967600, F_V=0.617900
active=83: F_T=0.969500, F_V=0.622000
active=82: F_T=0.968900, F_V=0.627700
active=81: F_T=0.967400, F_V=0.628100
active=80: F_T=0.966700, F_V=0.621700
active=79: F_T=0.963600, F_V=0.621000
active=78: F_T=0.965300, F_V=0.628300
active=77: F_T=0.964700, F_V=0.635800
active=76: F_T=0.963400, F_V=0.630800
active=75: F_T=0.962700, F_V=0.634800
active=74: F_T=0.961300, F_V=0.640100
active=73: F_T=0.963800, F_V=0.642000
active=72: F_T=0.960000, F_V=0.650100
active=71: F_T=0.962100, F_V=0.639600
active=70: F_T=0.961300, F_V=0.640800
active=69: F_T=0.958400, F_V=0.648900
active=68: F_T=0.958100, F_V=0.658800
active=67: F_T=0.956300, F_V=0.650700
active=66: F_T=0.956700, F_V=0.646300
active=65: F_T=0.955400, F_V=0.659500
active=64: F_T=0.953700, F_V=0.654800
active=63: F_T=0.954600, F_V=0.666100
active=62: F_T=0.951500, F_V=0.665300
active=61: F_T=0.950400, F_V=0.663300
active=60: F_T=0.947600, F_V=0.668800
active=59: F_T=0.950200, F_V=0.685700
active=58: F_T=0.944300, F_V=0.678000
active=57: F_T=0.945300, F_V=0.684200
active=56: F_T=0.945800, F_V=0.683100
active=55: F_T=0.942300, F_V=0.682000
active=54: F_T=0.938400, F_V=0.693900
active=53: F_T=0.934900, F_V=0.701600
active=52: F_T=0.934100, F_V=0.700600
active=51: F_T=0.934900, F_V=0.703100
active=50: F_T=0.932500, F_V=0.711100
active=49: F_T=0.928200, F_V=0.706700
active=48: F_T=0.924600, F_V=0.719800
active=47: F_T=0.927800, F_V=0.713500
active=46: F_T=0.923700, F_V=0.727700
active=45: F_T=0.926200, F_V=0.725900
active=44: F_T=0.923200, F_V=0.727500
active=43: F_T=0.913100, F_V=0.733400
active=42: F_T=0.913700, F_V=0.728700
active=41: F_T=0.904800, F_V=0.732000
active=40: F_T=0.912000, F_V=0.733200
active=39: F_T=0.912600, F_V=0.740800
active=38: F_T=0.905800, F_V=0.746000
active=37: F_T=0.901200, F_V=0.738600
active=36: F_T=0.900100, F_V=0.742400
active=35: F_T=0.897800, F_V=0.746000
active=34: F_T=0.892100, F_V=0.733100
active=33: F_T=0.878600, F_V=0.736700
active=32: F_T=0.882100, F_V=0.747100
active=31: F_T=0.884800, F_V=0.757500
active=30: F_T=0.879700, F_V=0.752800
active=29: F_T=0.874300, F_V=0.756600
active=28: F_T=0.874000, F_V=0.749300
active=27: F_T=0.859900, F_V=0.754100
active=26: F_T=0.861000, F_V=0.747700
active=25: F_T=0.855900, F_V=0.750800
active=24: F_T=0.850500, F_V=0.756700
active=23: F_T=0.848800, F_V=0.752600
active=22: F_T=0.851600, F_V=0.755300
active=21: F_T=0.844400, F_V=0.747500
active=20: F_T=0.840000, F_V=0.757000
active=19: F_T=0.841200, F_V=0.746800
active=18: F_T=0.837300, F_V=0.757400
active=17: F_T=0.838100, F_V=0.757600
active=16: F_T=0.833700, F_V=0.766900
active=15: F_T=0.837600, F_V=0.770100
active=14: F_T=0.832700, F_V=0.763700
active=13: F_T=0.825100, F_V=0.763900
active=12: F_T=0.821100, F_V=0.760300
active=11: F_T=0.814000, F_V=0.762900
active=10: F_T=0.792400, F_V=0.741900
active=9: F_T=0.782900, F_V=0.746500
active=8: F_T=0.776100, F_V=0.736600
active=7: F_T=0.744600, F_V=0.713600
active=6: F_T=0.746400, F_V=0.698600
active=5: F_T=0.737700, F_V=0.715100
active=4: F_T=0.736400, F_V=0.709300
active=3: F_T=0.726200, F_V=0.693800
active=2: F_T=0.682000, F_V=0.661600
active=1: F_T=0.637100, F_V=0.612800
active=0: F_T=0.500000, F_V=0.500000
