active=60: F_T=0.930400, F_V=0.564100
active=59: F_T=0.928000, F_V=0.565000
active=58: F_T=0.926800, F_V=0.573300
active=57: F_T=0.927800, F_V=0.571100
active=56: F_T=0.919400, F_V=0.581500
active=55: F_T=0.921000, F_V=0.571900
active=54: F_T=0.915000, F_V=0.585200
active=53: F_T=0.915100, F_V=0.582000
active=52: F_T=0.914500, F_V=0.587700
active=51: F_T=0.906700, F_V=0.593400
active=50: F_T=0.901900, F_V=0.601800
active=49: F_T=0.902500, F_V=0.602000
active=48: F_T=0.900200, F_V=0.594500
active=47: F_T=0.897700, F_V=0.602900
active=46: F_T=0.892600, F_V=0.608700
active=45: F_T=0.889900, F_V=0.608500
active=44: F_T=0.890500, F_V=0.609600
active=43: F_T=0.881400, F_V=0.614900
active=42: F_T=0.882200, F_V=0.613600
active=41: F_T=0.877000, F_V=0.624000
active=40: F_T=0.869600, F_V=0.638700
active=39: F_T=0.866000, F_V=0.631500
active=38: F_T=0.868100, F_V=0.642700
active=37: F_T=0.871100, F_V=0.638900
active=36: F_T=0.862300, F_V=0.645500
active=35: F_T=0.856600, F_V=0.642900
active=34: F_T=0.855300, F_V=0.657500
active=33: F_T=0.849800, F_V=0.658100
active=32: F_T=0.847000, F_V=0.655300
active=31: F_T=0.839700, F_V=0.652100
active=30: F_T=0.845900, F_V=0.659600
active=29: F_T=0.834400, F_V=0.664000
active=28: F_T=0.830700, F_V=0.676000
active=27: F_T=0.829700, F_V=0.667100
active=26: F_T=0.833300, F_V=0.684400
active=25: F_T=0.829300, F_V=0.680400
active=24: F_T=0.828100, F_V=0.686100
active=23: F_T=0.818000, F_V=0.687600
active=22: F_T=0.806700, F_V=0.682200
active=21: F_T=0.798300, F_V=0.688600
active=20: F_T=0.800900, F_V=0.693700
active=19: F_T=0.797600, F_V=0.695000
active=18: F_T=0.799600, F_V=0.695000
active=17: F_T=0.799300, F_V=0.706000
active=16: F_T=0.794500, F_V=0.706400
active=15: F_T=0.774000, F_V=0.710900
active=14: F_T=0.771400, F_V=0.714200
active=13: F_T=0.758200, F_V=0.685300
active=12: F_T=0.745700, F_V=0.683600
active=11: F_T=0.748300, F_V=0.689000
active=10: F_T=0.755700, F_V=0.709600
active=9: F_T=0.742800, F_V=0.687900
active=8: F_T=0.743500, F_V=0.697600
active=7: F_T=0.719800, F_V=0.670200
active=6: F_T=0.709700, F_V=0.674100
active=5: F_T=0.700900, F_V=0.661200
active=4: F_T=0.634400, F_V=0.616500
active=3: F_T=0.638600, F_V=0.624900
active=2: F_T=0.607100, F_V=0.589800
active=1: F_T=0.588700, F_V=0.589100
active=0: F_T=0.500000, F_V=0.500000
