N=10
P=80
R=2
1 -0.516427 NA -0.268612 -0.486268 1.384335 -0.607168 0.890510 -0.356902 NA -1.241900 -0.791408 NA -2.438076 -0.504184 -0.017195 NA 0.156169 -0.028424 -2.806663 -1.369960 0.728233 -1.896740 0.386090 -1.401449 -0.792891 -0.908299 -0.613962 0.913312 0.267638 -0.652242 0.209798 -0.092871 -0.664176 -0.568350 -1.046385 3.264010 -0.370909 0.961496 2.237589 -2.072202 -1.914596 0.028729 -0.326514 0.067990 1.251291 0.913862 0.464256 -0.342532 -0.496644 0.742684 NA 1.184580 0.115773 0.406125 -0.391219 -1.368901 0.912444 0.565049 -0.498147 -0.342810 -0.439038 0.358644 -0.420115 0.666363 -0.548921 -0.940626 -0.173766 0.107668 0.284837 -0.819917 -1.302293 0.433981 -1.078097 0.610965 0.938307 0.358010 -0.202496 -0.707374 -0.862756 -0.941729 0.211359 1.000000
2 -0.008568 -1.320731 1.660967 -2.257149 0.141566 1.222122 -0.080622 1.370107 0.759989 -0.384793 -0.054819 -0.656101 -0.531175 -1.139562 1.279872 -0.677580 0.961679 0.029896 -0.795743 0.282077 -1.617003 NA -0.203078 -0.722697 0.817255 0.358581 0.503052 0.566131 0.107186 1.107446 -0.961403 0.005510 1.171497 -0.290519 -0.241015 0.873582 -0.935951 -0.587161 -0.480272 -1.519592 1.007075 1.816216 -0.697437 -0.203294 0.578687 0.135726 -2.265882 0.051506 1.315490 NA 0.230139 -0.330815 0.489623 1.457636 0.485070 0.363243 -0.124386 -0.587319 -0.724841 -0.716408 0.384274 -0.388141 0.581966 1.093499 -1.224078 -2.051551 -0.702970 1.657532 0.766114 2.016528 -1.551874 1.543264 -0.645988 0.720755 2.378196 0.646691 0.019269 0.197517 0.886326 1.165126 8.001584 0.000000
3 0.282732 0.615428 NA 0.385818 NA 0.974761 -0.787239 NA 0.499512 -1.197815 -0.058871 1.006527 -0.316928 0.248697 NA -0.659070 -1.482926 1.699041 0.179418 0.178012 NA -1.118164 -0.051343 -0.763017 1.888658 -0.421179 -0.969673 0.880019 1.370310 -0.120044 -0.791845 -0.646892 -0.541367 0.010690 -0.206990 0.073386 0.523801 0.578565 1.234373 1.739032 -0.742112 -0.494856 -1.083756 -0.978260 0.566433 0.281630 0.504491 -0.070687 -0.269900 1.011758 -0.732254 0.882630 0.255690 -1.149228 NA 1.512152 -0.383572 0.944981 -0.037851 0.087505 -0.298607 0.892953 -0.851026 -0.851087 0.240047 -0.954371 NA 0.586853 -0.170264 0.152543 -0.671691 0.851334 0.722146 0.745309 -0.155323 -0.823809 -0.015945 NA 0.198342 0.360522 0.227656 1.000000
4 0.041709 0.491437 -0.254373 -2.503379 0.212042 0.166931 -1.557580 0.279125 1.019072 -0.470924 0.219344 -0.452912 -0.597632 -0.669863 0.051474 -0.115457 -1.430968 -1.380383 -0.132902 0.855882 0.388100 0.217029 -1.981999 -0.110785 1.380970 0.040541 1.251987 NA 0.357915 0.005134 0.350103 NA -0.023916 -1.886403 -1.758519 0.164562 0.862108 0.193162 0.249862 0.620311 0.218104 2.192781 NA -1.370286 0.222485 0.860249 1.059382 -1.030581 1.319732 0.392937 1.111556 0.478243 1.696577 -0.923976 1.680872 0.172749 -2.390625 1.582064 -1.699443 1.196389 2.299135 0.173970 0.177696 -0.628186 -0.326639 -0.778181 0.478141 -1.282156 -0.293263 -0.658518 -1.451502 -0.378896 -0.104232 -0.351076 0.539521 -0.311624 0.382738 1.640055 -1.021643 -1.055388 1.567041 0.000000
5 -1.873493 1.423149 -1.385808 0.396089 1.741153 -0.007960 -0.693775 0.887930 -0.058592 -0.178445 -0.606804 1.444619 -0.312136 -0.530815 0.075182 NA -1.002023 0.461165 NA 0.062124 0.111128 0.861250 -0.386765 -0.638977 -1.617889 0.498862 -0.105301 2.582136 -1.579794 2.162431 -0.041287 0.365344 0.142228 -0.372848 NA 0.698940 -1.013687 1.739706 -3.259953 0.921317 -0.396020 -0.355527 -0.716055 1.026671 1.435178 0.844276 0.683548 -0.083776 0.243892 -0.402832 0.057784 0.132833 -0.150314 0.664300 0.021982 -0.129022 1.534535 -0.543748 NA -0.033992 -0.645263 -0.779507 -1.084119 0.210185 -0.793207 1.067218 1.644567 0.509445 -2.288896 0.275082 0.877745 -1.322432 -0.062037 -2.660368 1.360318 -0.964707 0.062038 1.879362 1.173802 -0.471957 2.339336 1.000000
6 -0.494433 0.066666 -0.041452 2.826368 -0.437617 -0.551111 -1.191992 0.012395 1.017396 -2.848137 -0.011279 NA 1.187281 -0.302354 0.876010 -1.358715 0.239511 0.701049 -0.062276 2.079529 -0.382724 1.654552 NA 0.370640 0.428380 0.079874 -0.719806 -2.317463 -0.284526 -0.001071 0.356270 -0.243857 0.388795 -1.262898 -0.311206 -0.851025 -1.569797 -0.139666 -1.225202 1.122352 0.478728 -0.550332 2.283445 -2.013240 0.759953 0.274941 0.816385 0.907909 0.038546 -0.321153 1.364392 -0.263918 NA 1.549159 -1.382794 -0.782533 NA 1.306421 -0.816280 -1.480852 1.041768 0.207942 -1.519110 1.753414 0.374989 -0.081796 0.074284 -0.475840 0.015975 -0.411820 -0.265655 -0.118346 -0.043819 0.449595 1.616324 -0.434568 0.458067 -0.254872 -0.766458 NA 0.721574 1.000000
7 -0.488395 -0.541794 -0.301472 -0.007278 -0.970120 1.021104 1.229242 -1.192772 0.828931 -1.230530 -0.849222 -0.378912 -0.155672 1.501992 1.952261 1.174680 -0.536400 -1.719922 -1.570173 1.592472 0.461623 -0.639493 0.839321 -1.396100 -1.119181 0.955004 -0.286038 -1.386972 -1.484574 2.109129 0.598781 -0.705299 0.000306 -0.571506 0.181015 0.423158 -1.377431 -0.385185 0.484313 0.485145 1.387524 -0.786922 -1.649347 -2.564523 NA 0.465122 -0.671720 0.336832 0.601995 -0.684669 -0.992970 -0.963867 -0.557679 -1.313273 0.473136 -0.085890 0.185183 0.684110 0.193922 1.073698 -1.007343 1.376328 1.258390 -0.201341 -1.756608 -0.119974 0.687458 0.125049 0.840035 -0.281632 0.221646 0.468864 0.525562 1.968379 -0.795264 -0.558099 0.000835 NA -0.610302 1.785167 9.162684 0.000000
8 -1.144346 0.938367 NA 1.014232 NA 0.266721 -1.049817 0.489771 0.228877 0.234910 2.298912 1.263100 1.081355 -0.342508 0.996316 -0.755232 -0.461019 1.415968 0.055131 1.156707 NA -0.627766 -0.512030 2.177755 0.117842 -0.653627 -0.787848 1.791044 -0.445404 0.020365 0.515836 0.423560 -0.939620 0.127408 1.771535 -0.897953 -0.773810 0.609102 0.520317 1.000331 1.480255 1.842764 NA 1.314314 0.510430 -1.063795 0.589746 -0.428723 -0.499579 0.158787 0.536949 -1.748087 0.266279 0.552968 1.221552 -1.604905 1.069935 -1.847611 -1.191029 1.052662 1.227244 -0.084272 0.987962 1.377673 1.803510 -1.186670 -0.145677 2.036424 0.034185 -0.012636 0.790176 0.871481 0.380004 -1.404946 -1.269518 1.216615 -1.296092 -0.286535 -1.160539 -0.028128 0.118487 1.000000
9 1.034018 0.047611 1.168858 1.344886 -0.308285 1.092322 0.610605 1.297553 NA 0.742976 -1.342916 0.333124 -0.418106 1.406405 1.566457 -0.556205 0.825094 -1.136459 NA 1.006309 0.521185 0.129330 0.099154 0.362968 -0.114292 -0.280335 0.082974 -0.432530 2.851609 1.413635 -0.102721 1.340787 2.031023 2.773119 1.602688 -0.576205 0.231936 0.621165 1.146734 -1.403157 0.163147 2.147629 -0.737075 -0.714187 -0.011293 0.639078 -1.542661 -0.092581 -0.433216 -1.167944 -0.810483 0.029460 0.327431 -0.375348 -0.797574 -1.174564 NA 0.016147 -0.705664 0.413278 0.973988 0.055094 0.478364 0.941507 0.659061 -0.237813 -0.371246 0.563509 -0.481809 0.459858 -0.816215 -1.437050 NA -0.548576 0.771640 -1.480145 -0.152878 -0.550037 0.986401 0.629025 1.025343 1.000000
10 -0.991242 -1.374905 -0.553261 0.805622 1.334996 -1.840409 0.232233 0.813813 0.093755 -0.114990 0.388851 -0.700803 -0.475514 -2.213547 0.117443 1.230792 -1.194047 -0.552363 0.533419 0.744131 0.445412 -0.927049 -0.449051 0.856604 -1.346662 1.279817 -1.081950 0.906385 -1.949857 -1.721236 -0.515626 1.733487 -0.369414 0.394533 -0.430485 -0.304902 -0.628768 -0.360673 -0.534784 -0.445870 0.378461 -0.564455 -0.597428 0.551958 0.965128 -0.456541 0.214031 0.328304 -1.599521 -1.246203 -0.566966 -0.308574 0.132838 -0.840117 0.172731 0.211397 -0.076595 NA 0.128262 0.264944 -0.701485 1.118054 -0.145730 -1.031114 -0.196590 -0.526865 0.180640 0.444755 -1.610627 1.263161 -0.383458 0.278627 -0.525760 0.146270 -1.146236 -1.096363 -1.053638 -1.065484 -0.447228 0.034409 4.047720 0.000000
uncorrelated Gaussian covariates
missing covariate fraction: 0.050000
no latent classes
   lambda(t|risk 1)=C, <t>=4.000000 for zero covariates
   risk 1: beta[1]=0.500000
   risk 1: beta[2]=0.500000
   risk 1: beta[3]=0.500000
   risk 1: beta[4]=0.500000
   risk 1: beta[5]=0.500000
   risk 1: beta[6]=-0.500000
   risk 1: beta[7]=-0.500000
   risk 1: beta[8]=-0.500000
   risk 1: beta[9]=-0.500000
   risk 1: beta[10]=-0.500000
   risk 1: beta[11]=0.000000
   risk 1: beta[12]=0.000000
   risk 1: beta[13]=0.000000
   risk 1: beta[14]=0.000000
   risk 1: beta[15]=0.000000
   risk 1: beta[16]=0.000000
   risk 1: beta[17]=0.000000
   risk 1: beta[18]=0.000000
   risk 1: beta[19]=0.000000
   risk 1: beta[20]=0.000000
   risk 1: beta[21]=0.000000
   risk 1: beta[22]=0.000000
   risk 1: beta[23]=0.000000
   risk 1: beta[24]=0.000000
   risk 1: beta[25]=0.000000
   risk 1: beta[26]=0.000000
   risk 1: beta[27]=0.000000
   risk 1: beta[28]=0.000000
   risk 1: beta[29]=0.000000
   risk 1: beta[30]=0.000000
   risk 1: beta[31]=0.000000
   risk 1: beta[32]=0.000000
   risk 1: beta[33]=0.000000
   risk 1: beta[34]=0.000000
   risk 1: beta[35]=0.000000
   risk 1: beta[36]=0.000000
   risk 1: beta[37]=0.000000
   risk 1: beta[38]=0.000000
   risk 1: beta[39]=0.000000
   risk 1: beta[40]=0.000000
   risk 1: beta[41]=0.000000
   risk 1: beta[42]=0.000000
   risk 1: beta[43]=0.000000
   risk 1: beta[44]=0.000000
   risk 1: beta[45]=0.000000
   risk 1: beta[46]=0.000000
   risk 1: beta[47]=0.000000
   risk 1: beta[48]=0.000000
   risk 1: beta[49]=0.000000
   risk 1: beta[50]=0.000000
   risk 1: beta[51]=0.000000
   risk 1: beta[52]=0.000000
   risk 1: beta[53]=0.000000
   risk 1: beta[54]=0.000000
   risk 1: beta[55]=0.000000
   risk 1: beta[56]=0.000000
   risk 1: beta[57]=0.000000
   risk 1: beta[58]=0.000000
   risk 1: beta[59]=0.000000
   risk 1: beta[60]=0.000000
   risk 1: beta[61]=0.000000
   risk 1: beta[62]=0.000000
   risk 1: beta[63]=0.000000
   risk 1: beta[64]=0.000000
   risk 1: beta[65]=0.000000
   risk 1: beta[66]=0.000000
   risk 1: beta[67]=0.000000
   risk 1: beta[68]=0.000000
   risk 1: beta[69]=0.000000
   risk 1: beta[70]=0.000000
   risk 1: beta[71]=0.000000
   risk 1: beta[72]=0.000000
   risk 1: beta[73]=0.000000
   risk 1: beta[74]=0.000000
   risk 1: beta[75]=0.000000
   risk 1: beta[76]=0.000000
   risk 1: beta[77]=0.000000
   risk 1: beta[78]=0.000000
   risk 1: beta[79]=0.000000
   risk 1: beta[80]=0.000000
uniform censoring on time interval [1.000000,12.000000]
