active=20: F_T=0.968875, F_V=0.886875
active=19: F_T=0.966000, F_V=0.901500
active=18: F_T=0.966250, F_V=0.901625
active=17: F_T=0.969125, F_V=0.904250
active=16: F_T=0.964000, F_V=0.906375
active=15: F_T=0.960125, F_V=0.910625
active=14: F_T=0.955250, F_V=0.910125
active=13: F_T=0.954375, F_V=0.912000
active=12: F_T=0.945750, F_V=0.900000
active=11: F_T=0.941500, F_V=0.892750
active=10: F_T=0.943000, F_V=0.895125
active=9: F_T=0.932250, F_V=0.890125
active=8: F_T=0.933500, F_V=0.886750
active=7: F_T=0.930000, F_V=0.881000
active=6: F_T=0.921625, F_V=0.875000
active=5: F_T=0.908875, F_V=0.856750
active=4: F_T=0.842000, F_V=0.825000
active=3: F_T=0.796875, F_V=0.758000
active=2: F_T=0.751750, F_V=0.722250
active=1: F_T=0.646375, F_V=0.633750
active=0: F_T=0.500000, F_V=0.500000
