covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=-0.052353, stdev=1.077827, range=[-2.106286,2.406712], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  50, average=-0.090446, stdev=1.157892, range=[-3.170059,2.493590], active=1
covariate 3:   name=covariate3, type=float, missing=  5 of  50, average=0.337115, stdev=0.891753, range=[-1.677109,2.932439], active=1
covariate 4:   name=covariate4, type=float, missing=  4 of  50, average=-0.296220, stdev=0.944955, range=[-2.224059,1.871102], active=1
covariate 5:   name=covariate5, type=float, missing=  4 of  50, average=-0.048144, stdev=0.849221, range=[-1.951841,1.838820], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of  50, average=0.027370, stdev=0.913745, range=[-1.733702,2.390807], active=1
covariate 7:   name=covariate7, type=float, missing=  2 of  50, average=0.010915, stdev=1.034194, range=[-2.777585,2.229137], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of  50, average=-0.102362, stdev=0.982302, range=[-2.374140,2.022840], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  50, average=0.070521, stdev=0.953532, range=[-1.793816,2.451867], active=1
covariate 10:  name=covariate10, type=float, missing=  3 of  50, average=-0.221028, stdev=0.839745, range=[-2.675676,1.497429], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  50, average=-0.168259, stdev=0.835508, range=[-2.135071,1.999553], active=1
covariate 12:  name=covariate12, type=float, missing=  3 of  50, average=-0.199939, stdev=1.037195, range=[-2.038839,2.375841], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  50, average=0.127027, stdev=1.071484, range=[-2.054279,2.770755], active=1
covariate 14:  name=covariate14, type=float, missing=  5 of  50, average=0.226591, stdev=1.101276, range=[-2.415048,2.269168], active=1
covariate 15:  name=covariate15, type=float, missing=  3 of  50, average=0.025501, stdev=1.037486, range=[-3.080196,2.297237], active=1
covariate 16:  name=covariate16, type=float, missing=  1 of  50, average=0.244711, stdev=0.988692, range=[-1.619502,2.807700], active=1
covariate 17:  name=covariate17, type=float, missing=  2 of  50, average=-0.124298, stdev=1.218923, range=[-2.965760,2.465690], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of  50, average=-0.166542, stdev=1.017328, range=[-2.657749,1.903633], active=1
covariate 19:  name=covariate19, type=float, missing=  3 of  50, average=0.186202, stdev=0.892294, range=[-1.783882,2.271421], active=1
covariate 20:  name=covariate20, type=float, missing=  1 of  50, average=0.129672, stdev=0.832155, range=[-1.986812,2.118278], active=1
covariate 21:  name=covariate21, type=float, missing=  5 of  50, average=-0.361357, stdev=1.062927, range=[-3.276682,1.593985], active=1
covariate 22:  name=covariate22, type=float, missing=  4 of  50, average=0.352491, stdev=0.884981, range=[-1.921034,2.347298], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=-0.134768, stdev=1.090701, range=[-2.880985,2.216450], active=1
