covariate 1:   name=covariate1, type=float, missing=  2 of  50, average=0.055507, stdev=1.014468, range=[-1.694002,2.727259], active=1
covariate 2:   name=covariate2, type=float, missing=  4 of  50, average=-0.206006, stdev=0.928607, range=[-1.988444,1.735158], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of  50, average=0.104239, stdev=0.902856, range=[-1.923288,1.813456], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of  50, average=-0.040431, stdev=0.899774, range=[-1.697232,1.978819], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  50, average=-0.032889, stdev=1.009145, range=[-2.347820,2.128041], active=1
covariate 6:   name=covariate6, type=float, missing=  3 of  50, average=0.147264, stdev=0.886766, range=[-1.815440,2.057251], active=1
covariate 7:   name=covariate7, type=float, missing=  2 of  50, average=-0.156749, stdev=0.981791, range=[-2.252770,1.483852], active=1
covariate 8:   name=covariate8, type=float, missing=  4 of  50, average=-0.057641, stdev=0.978363, range=[-2.598908,2.629926], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of  50, average=-0.041471, stdev=0.999922, range=[-2.095101,2.225021], active=1
covariate 10:  name=covariate10, type=float, missing=  4 of  50, average=-0.132484, stdev=0.996042, range=[-2.140464,1.979641], active=1
covariate 11:  name=covariate11, type=float, missing=  4 of  50, average=0.084328, stdev=1.098871, range=[-2.217687,2.384732], active=1
covariate 12:  name=covariate12, type=float, missing=  6 of  50, average=-0.018865, stdev=0.981776, range=[-1.798432,2.120988], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  50, average=-0.145539, stdev=0.780563, range=[-2.564042,1.462739], active=1
covariate 14:  name=covariate14, type=float, missing=  4 of  50, average=-0.018668, stdev=1.086572, range=[-2.330406,2.457114], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  50, average=0.293819, stdev=0.980778, range=[-2.270422,2.083696], active=1
covariate 16:  name=covariate16, type=float, missing=  2 of  50, average=-0.282543, stdev=1.087622, range=[-2.427750,2.769950], active=1
covariate 17:  name=covariate17, type=float, missing=  2 of  50, average=0.165686, stdev=1.049105, range=[-1.789244,2.660682], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of  50, average=-0.040331, stdev=1.034440, range=[-2.284837,2.565972], active=1
covariate 19:  name=covariate19, type=float, missing=  3 of  50, average=-0.102506, stdev=0.742456, range=[-1.559800,1.204146], active=1
covariate 20:  name=covariate20, type=float, missing=  2 of  50, average=0.115769, stdev=0.963562, range=[-1.642936,2.045669], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  50, average=0.096330, stdev=1.054986, range=[-1.725823,2.421978], active=1
covariate 22:  name=covariate22, type=float, missing=  3 of  50, average=0.070715, stdev=1.001027, range=[-2.270198,2.140910], active=1
covariate 23:  name=covariate23, type=float, missing=  2 of  50, average=-0.098169, stdev=0.949010, range=[-2.789807,1.632436], active=1
covariate 24:  name=covariate24, type=float, missing=  2 of  50, average=-0.108680, stdev=0.896572, range=[-2.032142,1.672761], active=1
covariate 25:  name=covariate25, type=float, missing=  3 of  50, average=0.234142, stdev=1.171261, range=[-3.259051,2.616473], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of  50, average=-0.078548, stdev=0.772504, range=[-2.195632,1.715724], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  50, average=0.066358, stdev=1.114642, range=[-3.242415,2.701744], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of  50, average=-0.046757, stdev=0.841445, range=[-1.457700,2.143839], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=0.259654, stdev=0.980280, range=[-1.564672,2.204144], active=1
