active=100: F_T=0.981200, F_V=0.645300
active=99: F_T=0.981900, F_V=0.646800
active=98: F_T=0.980400, F_V=0.647100
active=97: F_T=0.980600, F_V=0.645700
active=96: F_T=0.980900, F_V=0.645300
active=95: F_T=0.979700, F_V=0.650500
active=94: F_T=0.977800, F_V=0.651300
active=93: F_T=0.979700, F_V=0.660700
active=92: F_T=0.979100, F_V=0.664300
active=91: F_T=0.979000, F_V=0.667900
active=90: F_T=0.978600, F_V=0.668500
active=89: F_T=0.980400, F_V=0.669700
active=88: F_T=0.977500, F_V=0.675200
active=87: F_T=0.978100, F_V=0.675200
active=86: F_T=0.979000, F_V=0.680300
active=85: F_T=0.976200, F_V=0.681100
active=84: F_T=0.975800, F_V=0.685300
active=83: F_T=0.975200, F_V=0.681800
active=82: F_T=0.976700, F_V=0.679800
active=81: F_T=0.974500, F_V=0.691900
active=80: F_T=0.975600, F_V=0.687000
active=79: F_T=0.974500, F_V=0.689700
active=78: F_T=0.974200, F_V=0.699800
active=77: F_T=0.972700, F_V=0.689500
active=76: F_T=0.972700, F_V=0.691100
active=75: F_T=0.971100, F_V=0.701000
active=74: F_T=0.971800, F_V=0.697400
active=73: F_T=0.972600, F_V=0.706600
active=72: F_T=0.968100, F_V=0.710900
active=71: F_T=0.970400, F_V=0.710500
active=70: F_T=0.968800, F_V=0.715700
active=69: F_T=0.967500, F_V=0.713200
active=68: F_T=0.966900, F_V=0.716800
active=67: F_T=0.968400, F_V=0.721400
active=66: F_T=0.965000, F_V=0.724100
active=65: F_T=0.962100, F_V=0.725600
active=64: F_T=0.963700, F_V=0.736000
active=63: F_T=0.964600, F_V=0.732500
active=62: F_T=0.965700, F_V=0.733900
active=61: F_T=0.960900, F_V=0.733300
active=60: F_T=0.962400, F_V=0.745100
active=59: F_T=0.961600, F_V=0.747300
active=58: F_T=0.961300, F_V=0.739000
active=57: F_T=0.958000, F_V=0.748200
active=56: F_T=0.958900, F_V=0.755100
active=55: F_T=0.960600, F_V=0.754700
active=54: F_T=0.959200, F_V=0.761300
active=53: F_T=0.957100, F_V=0.763200
active=52: F_T=0.955700, F_V=0.773500
active=51: F_T=0.951500, F_V=0.769900
active=50: F_T=0.952400, F_V=0.766800
active=49: F_T=0.952200, F_V=0.774000
active=48: F_T=0.952100, F_V=0.777200
active=47: F_T=0.952100, F_V=0.773500
active=46: F_T=0.945400, F_V=0.774000
active=45: F_T=0.948800, F_V=0.785200
active=44: F_T=0.943300, F_V=0.780700
active=43: F_T=0.945900, F_V=0.790100
active=42: F_T=0.947300, F_V=0.796300
active=41: F_T=0.944700, F_V=0.794400
active=40: F_T=0.943900, F_V=0.789900
active=39: F_T=0.942900, F_V=0.797000
active=38: F_T=0.938900, F_V=0.796900
active=37: F_T=0.936200, F_V=0.805600
active=36: F_T=0.938400, F_V=0.804100
active=35: F_T=0.935800, F_V=0.799900
active=34: F_T=0.935500, F_V=0.806100
active=33: F_T=0.937300, F_V=0.824100
active=32: F_T=0.936200, F_V=0.819100
active=31: F_T=0.935500, F_V=0.830100
active=30: F_T=0.935600, F_V=0.829000
active=29: F_T=0.934400, F_V=0.822300
active=28: F_T=0.922900, F_V=0.820400
active=27: F_T=0.928600, F_V=0.819800
active=26: F_T=0.926800, F_V=0.822500
active=25: F_T=0.915900, F_V=0.828900
active=24: F_T=0.916300, F_V=0.811300
active=23: F_T=0.911100, F_V=0.815600
active=22: F_T=0.905600, F_V=0.818000
active=21: F_T=0.906400, F_V=0.817300
active=20: F_T=0.895700, F_V=0.817900
active=19: F_T=0.891300, F_V=0.810500
active=18: F_T=0.888500, F_V=0.803100
active=17: F_T=0.873600, F_V=0.793800
active=16: F_T=0.861900, F_V=0.792200
active=15: F_T=0.873200, F_V=0.792100
active=14: F_T=0.852500, F_V=0.798900
active=13: F_T=0.844800, F_V=0.786600
active=12: F_T=0.835600, F_V=0.769000
active=11: F_T=0.806000, F_V=0.748100
active=10: F_T=0.795900, F_V=0.732000
active=9: F_T=0.762800, F_V=0.723300
active=8: F_T=0.776600, F_V=0.735000
active=7: F_T=0.761000, F_V=0.719000
active=6: F_T=0.743100, F_V=0.718300
active=5: F_T=0.746500, F_V=0.725700
active=4: F_T=0.735300, F_V=0.699000
active=3: F_T=0.688200, F_V=0.666900
active=2: F_T=0.626200, F_V=0.600300
active=1: F_T=0.551400, F_V=0.551800
active=0: F_T=0.500000, F_V=0.500000
