active=60: F_T=0.998200, F_V=0.571000
active=59: F_T=0.997400, F_V=0.574400
active=58: F_T=0.996000, F_V=0.567000
active=57: F_T=0.994600, F_V=0.577800
active=56: F_T=0.994800, F_V=0.579200
active=55: F_T=0.994200, F_V=0.580800
active=54: F_T=0.994200, F_V=0.587800
active=53: F_T=0.992600, F_V=0.595400
active=52: F_T=0.995400, F_V=0.590200
active=51: F_T=0.993400, F_V=0.604200
active=50: F_T=0.991800, F_V=0.608800
active=49: F_T=0.987400, F_V=0.620800
active=48: F_T=0.989800, F_V=0.620000
active=47: F_T=0.990000, F_V=0.625600
active=46: F_T=0.989200, F_V=0.624600
active=45: F_T=0.989800, F_V=0.635200
active=44: F_T=0.989000, F_V=0.654800
active=43: F_T=0.988000, F_V=0.637400
active=42: F_T=0.989800, F_V=0.647600
active=41: F_T=0.987200, F_V=0.642600
active=40: F_T=0.987000, F_V=0.659000
active=39: F_T=0.986800, F_V=0.650400
active=38: F_T=0.986000, F_V=0.658000
active=37: F_T=0.982800, F_V=0.672800
active=36: F_T=0.982000, F_V=0.670000
active=35: F_T=0.982200, F_V=0.650600
active=34: F_T=0.982600, F_V=0.666400
active=33: F_T=0.976000, F_V=0.672800
active=32: F_T=0.976600, F_V=0.674200
active=31: F_T=0.972800, F_V=0.682800
active=30: F_T=0.976000, F_V=0.708000
active=29: F_T=0.976400, F_V=0.698200
active=28: F_T=0.972400, F_V=0.690400
active=27: F_T=0.973800, F_V=0.707400
active=26: F_T=0.967600, F_V=0.701200
active=25: F_T=0.968000, F_V=0.703000
active=24: F_T=0.963800, F_V=0.706200
active=23: F_T=0.959800, F_V=0.732200
active=22: F_T=0.965800, F_V=0.732600
active=21: F_T=0.955400, F_V=0.747200
active=20: F_T=0.949000, F_V=0.724800
active=19: F_T=0.938000, F_V=0.736400
active=18: F_T=0.937800, F_V=0.743800
active=17: F_T=0.936000, F_V=0.732000
active=16: F_T=0.905600, F_V=0.718800
active=15: F_T=0.908800, F_V=0.741800
active=14: F_T=0.897800, F_V=0.752400
active=13: F_T=0.910200, F_V=0.753200
active=12: F_T=0.886600, F_V=0.735800
active=11: F_T=0.846800, F_V=0.696000
active=10: F_T=0.837600, F_V=0.694400
active=9: F_T=0.819400, F_V=0.663000
active=8: F_T=0.792800, F_V=0.655600
active=7: F_T=0.781200, F_V=0.676800
active=6: F_T=0.760800, F_V=0.681800
active=5: F_T=0.764200, F_V=0.659400
active=4: F_T=0.720400, F_V=0.677400
active=3: F_T=0.715200, F_V=0.678800
active=2: F_T=0.732200, F_V=0.702400
active=1: F_T=0.706600, F_V=0.691400
active=0: F_T=0.520000, F_V=0.480000
