active=40: F_T=0.889500, F_V=0.639800
active=39: F_T=0.884500, F_V=0.638800
active=38: F_T=0.877900, F_V=0.649400
active=37: F_T=0.878900, F_V=0.646700
active=36: F_T=0.874800, F_V=0.651700
active=35: F_T=0.870100, F_V=0.667900
active=34: F_T=0.869100, F_V=0.660300
active=33: F_T=0.870100, F_V=0.672700
active=32: F_T=0.866500, F_V=0.663500
active=31: F_T=0.859800, F_V=0.675100
active=30: F_T=0.861600, F_V=0.685500
active=29: F_T=0.860200, F_V=0.684300
active=28: F_T=0.857000, F_V=0.683900
active=27: F_T=0.850200, F_V=0.692200
active=26: F_T=0.850000, F_V=0.680300
active=25: F_T=0.849400, F_V=0.683900
active=24: F_T=0.841300, F_V=0.688400
active=23: F_T=0.838300, F_V=0.694100
active=22: F_T=0.843900, F_V=0.698700
active=21: F_T=0.830100, F_V=0.703400
active=20: F_T=0.827800, F_V=0.706700
active=19: F_T=0.823100, F_V=0.707200
active=18: F_T=0.813200, F_V=0.716500
active=17: F_T=0.817100, F_V=0.725200
active=16: F_T=0.814000, F_V=0.722800
active=15: F_T=0.803900, F_V=0.718100
active=14: F_T=0.811400, F_V=0.729400
active=13: F_T=0.809000, F_V=0.727700
active=12: F_T=0.800700, F_V=0.736000
active=11: F_T=0.809600, F_V=0.740500
active=10: F_T=0.803900, F_V=0.740100
active=9: F_T=0.807400, F_V=0.750800
active=8: F_T=0.810600, F_V=0.750400
active=7: F_T=0.790200, F_V=0.751700
active=6: F_T=0.764200, F_V=0.724500
active=5: F_T=0.736600, F_V=0.702400
active=4: F_T=0.716800, F_V=0.678200
active=3: F_T=0.694300, F_V=0.660500
active=2: F_T=0.692400, F_V=0.681300
active=1: F_T=0.682800, F_V=0.665900
active=0: F_T=0.500000, F_V=0.500000
