covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.110501, stdev=1.021593, range=[-2.310043,2.738528], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.033187, stdev=0.891711, range=[-1.936293,2.558556], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.110180, stdev=0.968658, range=[-2.501427,2.495103], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.077025, stdev=0.999115, range=[-2.683177,2.552009], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.032823, stdev=1.036576, range=[-2.740464,2.014740], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=0.126182, stdev=1.004586, range=[-2.435102,2.469533], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.055906, stdev=1.156672, range=[-3.137858,2.441140], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.085872, stdev=0.863463, range=[-2.146013,2.187612], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.080462, stdev=0.933621, range=[-2.092252,1.804850], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.057286, stdev=0.864064, range=[-2.757699,1.653208], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.117967, stdev=1.111982, range=[-2.553636,2.474168], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.025164, stdev=0.991596, range=[-1.912486,2.499380], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.144871, stdev=0.896567, range=[-1.614016,2.880405], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.074778, stdev=1.209804, range=[-3.097303,3.529561], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.030210, stdev=0.998776, range=[-2.195413,1.917539], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.067949, stdev=1.032242, range=[-2.462698,2.001674], active=1
