covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=0.017635, stdev=1.048788, range=[-1.895073,2.964678], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  50, average=0.232639, stdev=1.001374, range=[-2.062747,2.247578], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  50, average=-0.026537, stdev=1.109120, range=[-2.532053,2.299955], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  50, average=0.194778, stdev=0.929163, range=[-1.879019,2.268003], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  50, average=-0.269432, stdev=1.005689, range=[-2.367489,1.633464], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  50, average=0.090727, stdev=1.159952, range=[-2.311134,2.478949], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  50, average=-0.128443, stdev=0.887734, range=[-2.591116,1.636832], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  50, average=-0.054774, stdev=1.055321, range=[-2.869209,1.617453], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  50, average=0.000215, stdev=1.014332, range=[-2.477982,2.579440], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  50, average=0.113711, stdev=0.945357, range=[-1.651056,2.360173], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  50, average=0.020084, stdev=0.984563, range=[-2.580312,2.285705], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  50, average=0.067134, stdev=1.103179, range=[-2.483613,2.823770], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  50, average=-0.127510, stdev=1.059352, range=[-2.049844,2.176242], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  50, average=0.088590, stdev=1.112403, range=[-2.145214,3.404901], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  50, average=-0.068527, stdev=0.974737, range=[-2.393067,1.800551], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  50, average=-0.178013, stdev=1.043297, range=[-2.778167,1.722994], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  50, average=0.169943, stdev=0.816551, range=[-1.351765,2.193231], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  50, average=0.067349, stdev=1.120920, range=[-2.448604,2.387046], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  50, average=0.021572, stdev=0.982314, range=[-1.803241,2.162108], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.230924, stdev=0.975783, range=[-2.013848,2.188396], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  50, average=-0.016727, stdev=1.067123, range=[-2.073268,1.848960], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  50, average=-0.167956, stdev=1.006167, range=[-2.341215,2.091092], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=0.162183, stdev=0.841377, range=[-1.821107,2.512686], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  50, average=0.274191, stdev=1.004984, range=[-1.512244,2.707179], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  50, average=-0.035605, stdev=1.040776, range=[-2.530581,2.362071], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  50, average=0.200726, stdev=0.990193, range=[-2.171189,1.920550], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  50, average=0.129052, stdev=0.916057, range=[-1.911834,1.729937], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  50, average=-0.012967, stdev=0.849767, range=[-2.032868,2.179774], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  50, average=-0.002103, stdev=0.881268, range=[-2.006514,1.786146], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  50, average=0.002933, stdev=1.111278, range=[-2.367294,2.413646], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  50, average=0.116558, stdev=0.899382, range=[-1.815012,2.200477], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  50, average=-0.075482, stdev=0.854095, range=[-1.616970,2.291146], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  50, average=-0.116416, stdev=0.932393, range=[-2.243434,1.602670], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  50, average=0.031976, stdev=1.052902, range=[-2.296319,2.094686], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  50, average=0.002483, stdev=1.009730, range=[-2.144580,1.875515], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=0.022799, stdev=0.866387, range=[-1.351682,1.605153], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  50, average=0.129538, stdev=0.932222, range=[-2.020273,1.932280], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=0.178482, stdev=1.004377, range=[-1.992619,2.311263], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  50, average=-0.281244, stdev=1.008228, range=[-2.404757,2.145452], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  50, average=-0.170465, stdev=0.921548, range=[-3.849716,1.696801], active=1
