active=100: F_T=0.974500, F_V=0.573980
active=99: F_T=0.975600, F_V=0.567347
active=98: F_T=0.975900, F_V=0.570306
active=97: F_T=0.975300, F_V=0.571939
active=96: F_T=0.974700, F_V=0.581429
active=95: F_T=0.975600, F_V=0.578673
active=94: F_T=0.974700, F_V=0.585714
active=93: F_T=0.974500, F_V=0.583776
active=92: F_T=0.972400, F_V=0.596327
active=91: F_T=0.973300, F_V=0.588061
active=90: F_T=0.973000, F_V=0.592347
active=89: F_T=0.973000, F_V=0.598265
active=88: F_T=0.973000, F_V=0.605102
active=87: F_T=0.972700, F_V=0.603265
active=86: F_T=0.972600, F_V=0.603673
active=85: F_T=0.971800, F_V=0.610816
active=84: F_T=0.971900, F_V=0.603469
active=83: F_T=0.972100, F_V=0.614184
active=82: F_T=0.970600, F_V=0.615612
active=81: F_T=0.971600, F_V=0.614796
active=80: F_T=0.970500, F_V=0.621020
active=79: F_T=0.971600, F_V=0.626020
active=78: F_T=0.968800, F_V=0.623571
active=77: F_T=0.969200, F_V=0.621735
active=76: F_T=0.967500, F_V=0.633571
active=75: F_T=0.968000, F_V=0.626939
active=74: F_T=0.966200, F_V=0.635918
active=73: F_T=0.966500, F_V=0.637959
active=72: F_T=0.967200, F_V=0.635204
active=71: F_T=0.966100, F_V=0.640612
active=70: F_T=0.966400, F_V=0.639388
active=69: F_T=0.964400, F_V=0.647653
active=68: F_T=0.965000, F_V=0.642347
active=67: F_T=0.963900, F_V=0.651939
active=66: F_T=0.959000, F_V=0.655918
active=65: F_T=0.960600, F_V=0.657959
active=64: F_T=0.963200, F_V=0.662551
active=63: F_T=0.959500, F_V=0.671224
active=62: F_T=0.957800, F_V=0.672551
active=61: F_T=0.962400, F_V=0.668061
active=60: F_T=0.959300, F_V=0.677143
active=59: F_T=0.958800, F_V=0.681327
active=58: F_T=0.957100, F_V=0.678980
active=57: F_T=0.957100, F_V=0.680204
active=56: F_T=0.956300, F_V=0.691020
active=55: F_T=0.954700, F_V=0.691122
active=54: F_T=0.950900, F_V=0.690510
active=53: F_T=0.952300, F_V=0.695918
active=52: F_T=0.951600, F_V=0.688673
active=51: F_T=0.951700, F_V=0.699592
active=50: F_T=0.949200, F_V=0.710918
active=49: F_T=0.948400, F_V=0.703673
active=48: F_T=0.946200, F_V=0.710816
active=47: F_T=0.947800, F_V=0.710816
active=46: F_T=0.946700, F_V=0.723776
active=45: F_T=0.945400, F_V=0.727143
active=44: F_T=0.943200, F_V=0.729388
active=43: F_T=0.940600, F_V=0.735102
active=42: F_T=0.942600, F_V=0.740306
active=41: F_T=0.941600, F_V=0.739898
active=40: F_T=0.934600, F_V=0.751327
active=39: F_T=0.935000, F_V=0.753776
active=38: F_T=0.929400, F_V=0.752041
active=37: F_T=0.927200, F_V=0.745918
active=36: F_T=0.928900, F_V=0.747959
active=35: F_T=0.919100, F_V=0.737449
active=34: F_T=0.916700, F_V=0.737551
active=33: F_T=0.909700, F_V=0.741939
active=32: F_T=0.910500, F_V=0.745102
active=31: F_T=0.902300, F_V=0.754286
active=30: F_T=0.898400, F_V=0.755306
active=29: F_T=0.900700, F_V=0.749184
active=28: F_T=0.897600, F_V=0.753878
active=27: F_T=0.892700, F_V=0.750204
active=26: F_T=0.894000, F_V=0.756939
active=25: F_T=0.891800, F_V=0.761837
active=24: F_T=0.885900, F_V=0.763061
active=23: F_T=0.878600, F_V=0.761224
active=22: F_T=0.871100, F_V=0.756327
active=21: F_T=0.856900, F_V=0.754490
active=20: F_T=0.852200, F_V=0.746327
active=19: F_T=0.849200, F_V=0.749082
active=18: F_T=0.849500, F_V=0.758673
active=17: F_T=0.844300, F_V=0.747551
active=16: F_T=0.828900, F_V=0.751531
active=15: F_T=0.825100, F_V=0.743673
active=14: F_T=0.816700, F_V=0.739388
active=13: F_T=0.822100, F_V=0.748980
active=12: F_T=0.819700, F_V=0.751735
active=11: F_T=0.805900, F_V=0.735306
active=10: F_T=0.802900, F_V=0.749082
active=9: F_T=0.811100, F_V=0.757245
active=8: F_T=0.797300, F_V=0.735306
active=7: F_T=0.765400, F_V=0.706735
active=6: F_T=0.732000, F_V=0.689592
active=5: F_T=0.735000, F_V=0.692347
active=4: F_T=0.718000, F_V=0.690714
active=3: F_T=0.705700, F_V=0.679694
active=2: F_T=0.692600, F_V=0.676735
active=1: F_T=0.651800, F_V=0.647041
active=0: F_T=0.509500, F_V=0.500510
