active=100: F_T=0.969600, F_V=0.487400
active=99: F_T=0.970300, F_V=0.491600
active=98: F_T=0.969300, F_V=0.485200
active=97: F_T=0.968400, F_V=0.498700
active=96: F_T=0.965900, F_V=0.492900
active=95: F_T=0.964800, F_V=0.495100
active=94: F_T=0.964700, F_V=0.507900
active=93: F_T=0.965200, F_V=0.503300
active=92: F_T=0.964500, F_V=0.505200
active=91: F_T=0.966800, F_V=0.502800
active=90: F_T=0.965300, F_V=0.511000
active=89: F_T=0.963200, F_V=0.515600
active=88: F_T=0.959500, F_V=0.519300
active=87: F_T=0.961700, F_V=0.516300
active=86: F_T=0.961200, F_V=0.519000
active=85: F_T=0.961000, F_V=0.526100
active=84: F_T=0.960500, F_V=0.527700
active=83: F_T=0.958200, F_V=0.524700
active=82: F_T=0.955400, F_V=0.543100
active=81: F_T=0.955600, F_V=0.531400
active=80: F_T=0.954900, F_V=0.534600
active=79: F_T=0.958200, F_V=0.534700
active=78: F_T=0.956800, F_V=0.548500
active=77: F_T=0.952200, F_V=0.540500
active=76: F_T=0.951300, F_V=0.545200
active=75: F_T=0.953300, F_V=0.546800
active=74: F_T=0.950300, F_V=0.552600
active=73: F_T=0.945600, F_V=0.546900
active=72: F_T=0.949300, F_V=0.554400
active=71: F_T=0.942600, F_V=0.550300
active=70: F_T=0.943300, F_V=0.556100
active=69: F_T=0.942300, F_V=0.558000
active=68: F_T=0.943400, F_V=0.569600
active=67: F_T=0.939100, F_V=0.569800
active=66: F_T=0.938900, F_V=0.575100
active=65: F_T=0.937100, F_V=0.579100
active=64: F_T=0.934300, F_V=0.580700
active=63: F_T=0.932100, F_V=0.583200
active=62: F_T=0.930500, F_V=0.581900
active=61: F_T=0.929400, F_V=0.582300
active=60: F_T=0.927300, F_V=0.590400
active=59: F_T=0.929600, F_V=0.592400
active=58: F_T=0.922200, F_V=0.603400
active=57: F_T=0.925500, F_V=0.598600
active=56: F_T=0.920300, F_V=0.608500
active=55: F_T=0.923300, F_V=0.613900
active=54: F_T=0.917500, F_V=0.607600
active=53: F_T=0.916200, F_V=0.613000
active=52: F_T=0.917600, F_V=0.617600
active=51: F_T=0.912000, F_V=0.619000
active=50: F_T=0.907000, F_V=0.636200
active=49: F_T=0.907700, F_V=0.624800
active=48: F_T=0.909100, F_V=0.630300
active=47: F_T=0.902200, F_V=0.638100
active=46: F_T=0.901200, F_V=0.642500
active=45: F_T=0.896700, F_V=0.639800
active=44: F_T=0.892400, F_V=0.633100
active=43: F_T=0.894300, F_V=0.630400
active=42: F_T=0.888600, F_V=0.637400
active=41: F_T=0.885100, F_V=0.639300
active=40: F_T=0.877900, F_V=0.636200
active=39: F_T=0.878100, F_V=0.639800
active=38: F_T=0.874700, F_V=0.642700
active=37: F_T=0.869500, F_V=0.646000
active=36: F_T=0.866500, F_V=0.638700
active=35: F_T=0.863800, F_V=0.655700
active=34: F_T=0.866200, F_V=0.652500
active=33: F_T=0.848200, F_V=0.656100
active=32: F_T=0.857200, F_V=0.667200
active=31: F_T=0.860600, F_V=0.662300
active=30: F_T=0.859700, F_V=0.666300
active=29: F_T=0.848700, F_V=0.675800
active=28: F_T=0.840000, F_V=0.670200
active=27: F_T=0.846100, F_V=0.674900
active=26: F_T=0.834100, F_V=0.676200
active=25: F_T=0.830200, F_V=0.673500
active=24: F_T=0.829600, F_V=0.678500
active=23: F_T=0.840400, F_V=0.679000
active=22: F_T=0.832300, F_V=0.691900
active=21: F_T=0.830200, F_V=0.691700
active=20: F_T=0.826700, F_V=0.684600
active=19: F_T=0.816500, F_V=0.678100
active=18: F_T=0.804600, F_V=0.672200
active=17: F_T=0.796200, F_V=0.672400
active=16: F_T=0.794000, F_V=0.672700
active=15: F_T=0.790800, F_V=0.672800
active=14: F_T=0.785900, F_V=0.666300
active=13: F_T=0.778900, F_V=0.671500
active=12: F_T=0.770300, F_V=0.664700
active=11: F_T=0.737500, F_V=0.644600
active=10: F_T=0.724500, F_V=0.635100
active=9: F_T=0.702200, F_V=0.630500
active=8: F_T=0.684600, F_V=0.619200
active=7: F_T=0.685200, F_V=0.626000
active=6: F_T=0.674800, F_V=0.619600
active=5: F_T=0.663200, F_V=0.616500
active=4: F_T=0.643700, F_V=0.607100
active=3: F_T=0.635900, F_V=0.608300
active=2: F_T=0.571300, F_V=0.565200
active=1: F_T=0.560800, F_V=0.562200
active=0: F_T=0.500000, F_V=0.500000
