active=20: F_T=1.000000, F_V=0.526250
active=19: F_T=1.000000, F_V=0.528750
active=18: F_T=1.000000, F_V=0.571250
active=17: F_T=1.000000, F_V=0.571250
active=16: F_T=1.000000, F_V=0.591250
active=15: F_T=1.000000, F_V=0.575000
active=14: F_T=1.000000, F_V=0.581250
active=13: F_T=1.000000, F_V=0.590000
active=12: F_T=1.000000, F_V=0.605000
active=11: F_T=1.000000, F_V=0.652500
active=10: F_T=1.000000, F_V=0.662500
active=9: F_T=1.000000, F_V=0.722500
active=8: F_T=1.000000, F_V=0.703750
active=7: F_T=1.000000, F_V=0.765000
active=6: F_T=1.000000, F_V=0.801250
active=5: F_T=1.000000, F_V=0.816250
active=4: F_T=1.000000, F_V=0.748750
active=3: F_T=0.991000, F_V=0.802500
active=2: F_T=0.790000, F_V=0.682500
active=1: F_T=0.815000, F_V=0.725000
active=0: F_T=0.600000, F_V=0.412500
