active=50: F_T=0.963947, F_V=0.753026
active=49: F_T=0.963026, F_V=0.751974
active=48: F_T=0.963684, F_V=0.757632
active=47: F_T=0.964079, F_V=0.755789
active=46: F_T=0.963026, F_V=0.768816
active=45: F_T=0.963684, F_V=0.774737
active=44: F_T=0.960000, F_V=0.773947
active=43: F_T=0.959474, F_V=0.783421
active=42: F_T=0.959737, F_V=0.785132
active=41: F_T=0.958947, F_V=0.785658
active=40: F_T=0.958553, F_V=0.790395
active=39: F_T=0.957368, F_V=0.797500
active=38: F_T=0.958684, F_V=0.794737
active=37: F_T=0.956184, F_V=0.799605
active=36: F_T=0.956974, F_V=0.801053
active=35: F_T=0.958421, F_V=0.809342
active=34: F_T=0.958553, F_V=0.810526
active=33: F_T=0.955395, F_V=0.825658
active=32: F_T=0.959737, F_V=0.823421
active=31: F_T=0.957105, F_V=0.834474
active=30: F_T=0.955000, F_V=0.826842
active=29: F_T=0.951447, F_V=0.826711
active=28: F_T=0.955658, F_V=0.837763
active=27: F_T=0.953421, F_V=0.836447
active=26: F_T=0.954079, F_V=0.832105
active=25: F_T=0.952105, F_V=0.833026
active=24: F_T=0.950789, F_V=0.837895
active=23: F_T=0.952368, F_V=0.824079
active=22: F_T=0.950789, F_V=0.832895
active=21: F_T=0.951447, F_V=0.836184
active=20: F_T=0.947500, F_V=0.834868
active=19: F_T=0.955000, F_V=0.850132
active=18: F_T=0.950658, F_V=0.855789
active=17: F_T=0.939868, F_V=0.841842
active=16: F_T=0.941579, F_V=0.832368
active=15: F_T=0.928684, F_V=0.827105
active=14: F_T=0.913553, F_V=0.810526
active=13: F_T=0.903026, F_V=0.809737
active=12: F_T=0.898553, F_V=0.799079
active=11: F_T=0.885526, F_V=0.799737
active=10: F_T=0.872105, F_V=0.805921
active=9: F_T=0.858816, F_V=0.796842
active=8: F_T=0.841053, F_V=0.768684
active=7: F_T=0.824737, F_V=0.763553
active=6: F_T=0.786842, F_V=0.722500
active=5: F_T=0.750132, F_V=0.694605
active=4: F_T=0.725789, F_V=0.695000
active=3: F_T=0.690921, F_V=0.669737
active=2: F_T=0.686842, F_V=0.658684
active=1: F_T=0.602368, F_V=0.587632
active=0: F_T=0.500000, F_V=0.500000
