active=20: F_T=0.879468, F_V=0.773913
active=19: F_T=0.872553, F_V=0.774239
active=18: F_T=0.880426, F_V=0.783804
active=17: F_T=0.872340, F_V=0.783478
active=16: F_T=0.869787, F_V=0.791522
active=15: F_T=0.872447, F_V=0.788696
active=14: F_T=0.874362, F_V=0.800000
active=13: F_T=0.866277, F_V=0.800543
active=12: F_T=0.864681, F_V=0.803370
active=11: F_T=0.855000, F_V=0.788043
active=10: F_T=0.841702, F_V=0.786739
active=9: F_T=0.832766, F_V=0.785761
active=8: F_T=0.839149, F_V=0.805217
active=7: F_T=0.849255, F_V=0.805109
active=6: F_T=0.842553, F_V=0.816848
active=5: F_T=0.803191, F_V=0.771848
active=4: F_T=0.766596, F_V=0.738043
active=3: F_T=0.744468, F_V=0.711739
active=2: F_T=0.673298, F_V=0.670543
active=1: F_T=0.622340, F_V=0.619783
active=0: F_T=0.510638, F_V=0.490000
