covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=0.189340, stdev=1.146100, range=[-1.690219,1.307372], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  10, average=0.056498, stdev=1.240045, range=[-2.404798,1.855976], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  10, average=0.140255, stdev=1.081854, range=[-1.052755,2.093245], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  10, average=0.162181, stdev=0.633848, range=[-0.885107,0.937990], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  10, average=0.177053, stdev=0.783261, range=[-1.813206,0.971088], active=1
covariate 6:   name=covariate6, type=float, missing=  1 of  10, average=-0.137024, stdev=0.497073, range=[-0.909854,0.562490], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  10, average=0.547755, stdev=0.946280, range=[-0.589464,2.967768], active=1
covariate 8:   name=covariate8, type=float, missing=  1 of  10, average=0.336193, stdev=0.708715, range=[-0.621814,1.809032], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  10, average=0.514148, stdev=0.978555, range=[-1.068194,2.128115], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  10, average=-0.174691, stdev=0.844790, range=[-1.505734,1.017386], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  10, average=0.025386, stdev=0.637295, range=[-0.975379,1.225288], active=1
covariate 12:  name=covariate12, type=float, missing=  1 of  10, average=-0.021953, stdev=0.929747, range=[-1.158304,1.428933], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  10, average=-0.178912, stdev=0.922113, range=[-1.416276,1.528492], active=1
covariate 14:  name=covariate14, type=float, missing=  1 of  10, average=-0.340750, stdev=1.382761, range=[-1.934134,2.919528], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  10, average=0.505180, stdev=0.989912, range=[-1.011835,3.033758], active=1
covariate 16:  name=covariate16, type=float, missing=  1 of  10, average=-0.325878, stdev=1.278602, range=[-2.041062,1.575421], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  10, average=-0.209474, stdev=0.723997, range=[-1.237174,1.094894], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  10, average=-0.195308, stdev=1.343024, range=[-1.923020,2.260846], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  10, average=0.585085, stdev=0.861716, range=[-0.496507,2.083974], active=1
covariate 20:  name=covariate20, type=float, missing=  1 of  10, average=0.292857, stdev=1.081358, range=[-2.301675,1.253657], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  10, average=0.176103, stdev=1.348680, range=[-2.012845,2.876686], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  10, average=0.420821, stdev=1.180906, range=[-0.914356,2.309193], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  10, average=0.350513, stdev=1.234351, range=[-1.375744,2.887473], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  10, average=0.422970, stdev=0.652968, range=[-0.232567,1.689531], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  10, average=-0.241400, stdev=0.513908, range=[-1.458400,0.395647], active=1
