active=100: F_T=0.978587, F_V=0.567717
active=99: F_T=0.979348, F_V=0.560109
active=98: F_T=0.978043, F_V=0.567391
active=97: F_T=0.978913, F_V=0.566630
active=96: F_T=0.977065, F_V=0.570652
active=95: F_T=0.977283, F_V=0.571957
active=94: F_T=0.977283, F_V=0.582717
active=93: F_T=0.977391, F_V=0.573261
active=92: F_T=0.977065, F_V=0.578696
active=91: F_T=0.976957, F_V=0.581304
active=90: F_T=0.976304, F_V=0.581739
active=89: F_T=0.977065, F_V=0.590000
active=88: F_T=0.975109, F_V=0.588478
active=87: F_T=0.976739, F_V=0.602609
active=86: F_T=0.975217, F_V=0.592500
active=85: F_T=0.975435, F_V=0.609674
active=84: F_T=0.975000, F_V=0.604565
active=83: F_T=0.976522, F_V=0.610870
active=82: F_T=0.975435, F_V=0.608370
active=81: F_T=0.974022, F_V=0.620761
active=80: F_T=0.975978, F_V=0.618261
active=79: F_T=0.973804, F_V=0.625435
active=78: F_T=0.973261, F_V=0.631848
active=77: F_T=0.974022, F_V=0.631196
active=76: F_T=0.973370, F_V=0.632283
active=75: F_T=0.972609, F_V=0.637500
active=74: F_T=0.971413, F_V=0.634022
active=73: F_T=0.970652, F_V=0.640870
active=72: F_T=0.971848, F_V=0.642065
active=71: F_T=0.972826, F_V=0.653043
active=70: F_T=0.968370, F_V=0.653043
active=69: F_T=0.969348, F_V=0.651630
active=68: F_T=0.967500, F_V=0.658043
active=67: F_T=0.967935, F_V=0.665978
active=66: F_T=0.967283, F_V=0.664457
active=65: F_T=0.970435, F_V=0.663043
active=64: F_T=0.968696, F_V=0.666087
active=63: F_T=0.963587, F_V=0.661739
active=62: F_T=0.965000, F_V=0.665761
active=61: F_T=0.965652, F_V=0.677826
active=60: F_T=0.964348, F_V=0.682609
active=59: F_T=0.965652, F_V=0.686304
active=58: F_T=0.962826, F_V=0.685978
active=57: F_T=0.963152, F_V=0.687283
active=56: F_T=0.958587, F_V=0.691196
active=55: F_T=0.959891, F_V=0.695326
active=54: F_T=0.957717, F_V=0.698696
active=53: F_T=0.959239, F_V=0.703587
active=52: F_T=0.953370, F_V=0.709674
active=51: F_T=0.957391, F_V=0.720435
active=50: F_T=0.953696, F_V=0.707717
active=49: F_T=0.948804, F_V=0.714565
active=48: F_T=0.945435, F_V=0.721957
active=47: F_T=0.947717, F_V=0.718261
active=46: F_T=0.947935, F_V=0.719022
active=45: F_T=0.946413, F_V=0.722391
active=44: F_T=0.945761, F_V=0.735217
active=43: F_T=0.942609, F_V=0.726413
active=42: F_T=0.947065, F_V=0.732065
active=41: F_T=0.941957, F_V=0.740000
active=40: F_T=0.943370, F_V=0.756522
active=39: F_T=0.938261, F_V=0.742391
active=38: F_T=0.936848, F_V=0.747174
active=37: F_T=0.937935, F_V=0.746087
active=36: F_T=0.935543, F_V=0.752609
active=35: F_T=0.930543, F_V=0.741522
active=34: F_T=0.923913, F_V=0.745870
active=33: F_T=0.924239, F_V=0.749457
active=32: F_T=0.922609, F_V=0.752283
active=31: F_T=0.920543, F_V=0.760217
active=30: F_T=0.911630, F_V=0.756304
active=29: F_T=0.911848, F_V=0.748043
active=28: F_T=0.909239, F_V=0.754022
active=27: F_T=0.899457, F_V=0.759891
active=26: F_T=0.901413, F_V=0.759783
active=25: F_T=0.897500, F_V=0.760109
active=24: F_T=0.893261, F_V=0.763043
active=23: F_T=0.886196, F_V=0.773804
active=22: F_T=0.888913, F_V=0.769565
active=21: F_T=0.870109, F_V=0.762935
active=20: F_T=0.856957, F_V=0.743043
active=19: F_T=0.856739, F_V=0.741957
active=18: F_T=0.854891, F_V=0.745217
active=17: F_T=0.840761, F_V=0.739674
active=16: F_T=0.854239, F_V=0.744783
active=15: F_T=0.835000, F_V=0.726848
active=14: F_T=0.831304, F_V=0.732391
active=13: F_T=0.828152, F_V=0.740761
active=12: F_T=0.832283, F_V=0.749674
active=11: F_T=0.823696, F_V=0.727283
active=10: F_T=0.808804, F_V=0.720326
active=9: F_T=0.806739, F_V=0.727717
active=8: F_T=0.783152, F_V=0.716413
active=7: F_T=0.755978, F_V=0.679348
active=6: F_T=0.762174, F_V=0.714457
active=5: F_T=0.756848, F_V=0.694891
active=4: F_T=0.739348, F_V=0.690761
active=3: F_T=0.709239, F_V=0.683370
active=2: F_T=0.699239, F_V=0.679783
active=1: F_T=0.637174, F_V=0.631087
active=0: F_T=0.500000, F_V=0.500000
