active=40: F_T=0.879000, F_V=0.637400
active=39: F_T=0.882100, F_V=0.645100
active=38: F_T=0.876600, F_V=0.649700
active=37: F_T=0.875000, F_V=0.651100
active=36: F_T=0.871600, F_V=0.654400
active=35: F_T=0.871900, F_V=0.656100
active=34: F_T=0.861200, F_V=0.669800
active=33: F_T=0.866300, F_V=0.669000
active=32: F_T=0.857300, F_V=0.674900
active=31: F_T=0.854900, F_V=0.672900
active=30: F_T=0.857800, F_V=0.679300
active=29: F_T=0.858100, F_V=0.679300
active=28: F_T=0.858000, F_V=0.676900
active=27: F_T=0.852000, F_V=0.695600
active=26: F_T=0.852000, F_V=0.699600
active=25: F_T=0.845600, F_V=0.703700
active=24: F_T=0.843900, F_V=0.702800
active=23: F_T=0.838500, F_V=0.711200
active=22: F_T=0.838100, F_V=0.714000
active=21: F_T=0.832100, F_V=0.728800
active=20: F_T=0.827000, F_V=0.729100
active=19: F_T=0.826100, F_V=0.732400
active=18: F_T=0.825600, F_V=0.733300
active=17: F_T=0.823500, F_V=0.745400
active=16: F_T=0.823700, F_V=0.752600
active=15: F_T=0.817100, F_V=0.760400
active=14: F_T=0.825600, F_V=0.764800
active=13: F_T=0.830200, F_V=0.763800
active=12: F_T=0.821000, F_V=0.766000
active=11: F_T=0.811000, F_V=0.752900
active=10: F_T=0.812100, F_V=0.763200
active=9: F_T=0.785200, F_V=0.729800
active=8: F_T=0.738200, F_V=0.686400
active=7: F_T=0.742900, F_V=0.697100
active=6: F_T=0.705400, F_V=0.677700
active=5: F_T=0.701800, F_V=0.658600
active=4: F_T=0.672300, F_V=0.649500
active=3: F_T=0.651400, F_V=0.634500
active=2: F_T=0.655800, F_V=0.637800
active=1: F_T=0.720300, F_V=0.718100
active=0: F_T=0.500000, F_V=0.500000
