active=80: F_T=0.962935, F_V=0.468333
active=79: F_T=0.965435, F_V=0.471333
active=78: F_T=0.965217, F_V=0.479222
active=77: F_T=0.966196, F_V=0.481667
active=76: F_T=0.964891, F_V=0.483778
active=75: F_T=0.962826, F_V=0.494111
active=74: F_T=0.962391, F_V=0.485667
active=73: F_T=0.963587, F_V=0.488444
active=72: F_T=0.958804, F_V=0.482333
active=71: F_T=0.960870, F_V=0.501111
active=70: F_T=0.958152, F_V=0.499222
active=69: F_T=0.958478, F_V=0.495333
active=68: F_T=0.957500, F_V=0.510444
active=67: F_T=0.955870, F_V=0.510111
active=66: F_T=0.957391, F_V=0.500111
active=65: F_T=0.953913, F_V=0.506111
active=64: F_T=0.952717, F_V=0.505667
active=63: F_T=0.951087, F_V=0.518778
active=62: F_T=0.951522, F_V=0.517000
active=61: F_T=0.949022, F_V=0.518000
active=60: F_T=0.949457, F_V=0.519778
active=59: F_T=0.942283, F_V=0.516000
active=58: F_T=0.943696, F_V=0.528111
active=57: F_T=0.939783, F_V=0.521444
active=56: F_T=0.945326, F_V=0.529111
active=55: F_T=0.939783, F_V=0.530333
active=54: F_T=0.934674, F_V=0.534333
active=53: F_T=0.936522, F_V=0.537333
active=52: F_T=0.930543, F_V=0.537222
active=51: F_T=0.930978, F_V=0.541667
active=50: F_T=0.924783, F_V=0.544111
active=49: F_T=0.926630, F_V=0.540000
active=48: F_T=0.921630, F_V=0.554333
active=47: F_T=0.919348, F_V=0.548111
active=46: F_T=0.919457, F_V=0.547000
active=45: F_T=0.912500, F_V=0.558000
active=44: F_T=0.905652, F_V=0.549889
active=43: F_T=0.903370, F_V=0.556111
active=42: F_T=0.899457, F_V=0.566556
active=41: F_T=0.899239, F_V=0.569000
active=40: F_T=0.888152, F_V=0.561111
active=39: F_T=0.892609, F_V=0.564556
active=38: F_T=0.880870, F_V=0.572111
active=37: F_T=0.883696, F_V=0.571778
active=36: F_T=0.881957, F_V=0.569778
active=35: F_T=0.869022, F_V=0.570778
active=34: F_T=0.863152, F_V=0.572444
active=33: F_T=0.865978, F_V=0.580000
active=32: F_T=0.852609, F_V=0.578889
active=31: F_T=0.855326, F_V=0.591889
active=30: F_T=0.846848, F_V=0.589111
active=29: F_T=0.850000, F_V=0.582333
active=28: F_T=0.841630, F_V=0.588667
active=27: F_T=0.838478, F_V=0.593778
active=26: F_T=0.829130, F_V=0.609000
active=25: F_T=0.827283, F_V=0.608333
active=24: F_T=0.815978, F_V=0.595333
active=23: F_T=0.813370, F_V=0.603778
active=22: F_T=0.799457, F_V=0.618222
active=21: F_T=0.800435, F_V=0.620000
active=20: F_T=0.810217, F_V=0.618556
active=19: F_T=0.791087, F_V=0.618111
active=18: F_T=0.788152, F_V=0.625556
active=17: F_T=0.770217, F_V=0.616778
active=16: F_T=0.777935, F_V=0.619889
active=15: F_T=0.767174, F_V=0.619111
active=14: F_T=0.766087, F_V=0.636667
active=13: F_T=0.772065, F_V=0.634222
active=12: F_T=0.756848, F_V=0.641222
active=11: F_T=0.740000, F_V=0.632556
active=10: F_T=0.725109, F_V=0.621667
active=9: F_T=0.704457, F_V=0.607889
active=8: F_T=0.692935, F_V=0.597333
active=7: F_T=0.683261, F_V=0.589778
active=6: F_T=0.670217, F_V=0.609889
active=5: F_T=0.663043, F_V=0.597778
active=4: F_T=0.667391, F_V=0.615556
active=3: F_T=0.630000, F_V=0.595222
active=2: F_T=0.590000, F_V=0.567667
active=1: F_T=0.617174, F_V=0.600778
active=0: F_T=0.510326, F_V=0.500556
