active=100: F_T=0.982872, F_V=0.596848
active=99: F_T=0.982234, F_V=0.603587
active=98: F_T=0.982979, F_V=0.598370
active=97: F_T=0.981489, F_V=0.606848
active=96: F_T=0.982660, F_V=0.605978
active=95: F_T=0.983511, F_V=0.612500
active=94: F_T=0.982872, F_V=0.603261
active=93: F_T=0.983191, F_V=0.616848
active=92: F_T=0.982021, F_V=0.611522
active=91: F_T=0.984681, F_V=0.616957
active=90: F_T=0.982021, F_V=0.619348
active=89: F_T=0.980638, F_V=0.618152
active=88: F_T=0.980851, F_V=0.623478
active=87: F_T=0.983298, F_V=0.633152
active=86: F_T=0.982979, F_V=0.626739
active=85: F_T=0.979468, F_V=0.634565
active=84: F_T=0.981277, F_V=0.642935
active=83: F_T=0.981489, F_V=0.631304
active=82: F_T=0.978830, F_V=0.630870
active=81: F_T=0.981064, F_V=0.639674
active=80: F_T=0.980000, F_V=0.639674
active=79: F_T=0.979043, F_V=0.651957
active=78: F_T=0.978936, F_V=0.647283
active=77: F_T=0.977447, F_V=0.651630
active=76: F_T=0.978617, F_V=0.649457
active=75: F_T=0.978617, F_V=0.660761
active=74: F_T=0.978830, F_V=0.654783
active=73: F_T=0.975106, F_V=0.660109
active=72: F_T=0.976596, F_V=0.655217
active=71: F_T=0.975745, F_V=0.657717
active=70: F_T=0.975213, F_V=0.664674
active=69: F_T=0.975957, F_V=0.670652
active=68: F_T=0.975426, F_V=0.671848
active=67: F_T=0.973723, F_V=0.676522
active=66: F_T=0.972979, F_V=0.674783
active=65: F_T=0.972766, F_V=0.681522
active=64: F_T=0.973723, F_V=0.681522
active=63: F_T=0.972340, F_V=0.681739
active=62: F_T=0.971809, F_V=0.685543
active=61: F_T=0.970638, F_V=0.687391
active=60: F_T=0.966702, F_V=0.702391
active=59: F_T=0.964787, F_V=0.700435
active=58: F_T=0.967234, F_V=0.702717
active=57: F_T=0.964149, F_V=0.713152
active=56: F_T=0.963830, F_V=0.715435
active=55: F_T=0.965319, F_V=0.716087
active=54: F_T=0.959255, F_V=0.720435
active=53: F_T=0.959468, F_V=0.720217
active=52: F_T=0.957553, F_V=0.715435
active=51: F_T=0.954362, F_V=0.724891
active=50: F_T=0.955319, F_V=0.721630
active=49: F_T=0.952021, F_V=0.729565
active=48: F_T=0.953085, F_V=0.731957
active=47: F_T=0.952872, F_V=0.739130
active=46: F_T=0.952234, F_V=0.741739
active=45: F_T=0.954149, F_V=0.744022
active=44: F_T=0.947234, F_V=0.745326
active=43: F_T=0.946915, F_V=0.749239
active=42: F_T=0.949043, F_V=0.757500
active=41: F_T=0.945319, F_V=0.758696
active=40: F_T=0.940638, F_V=0.759891
active=39: F_T=0.945426, F_V=0.764783
active=38: F_T=0.944362, F_V=0.772935
active=37: F_T=0.945213, F_V=0.785217
active=36: F_T=0.944787, F_V=0.778370
active=35: F_T=0.935532, F_V=0.774783
active=34: F_T=0.941596, F_V=0.780217
active=33: F_T=0.938298, F_V=0.784348
active=32: F_T=0.936277, F_V=0.787717
active=31: F_T=0.929468, F_V=0.795435
active=30: F_T=0.932234, F_V=0.792283
active=29: F_T=0.931596, F_V=0.804674
active=28: F_T=0.930000, F_V=0.807609
active=27: F_T=0.924894, F_V=0.793261
active=26: F_T=0.920000, F_V=0.797500
active=25: F_T=0.917979, F_V=0.810543
active=24: F_T=0.917553, F_V=0.805543
active=23: F_T=0.918404, F_V=0.798804
active=22: F_T=0.914362, F_V=0.797391
active=21: F_T=0.909681, F_V=0.797826
active=20: F_T=0.906596, F_V=0.795978
active=19: F_T=0.902660, F_V=0.799565
active=18: F_T=0.905319, F_V=0.795109
active=17: F_T=0.886064, F_V=0.784457
active=16: F_T=0.886809, F_V=0.798913
active=15: F_T=0.877766, F_V=0.787391
active=14: F_T=0.876489, F_V=0.791413
active=13: F_T=0.866383, F_V=0.776304
active=12: F_T=0.854468, F_V=0.772717
active=11: F_T=0.850957, F_V=0.775543
active=10: F_T=0.853085, F_V=0.788696
active=9: F_T=0.847979, F_V=0.792065
active=8: F_T=0.841915, F_V=0.790761
active=7: F_T=0.800106, F_V=0.747500
active=6: F_T=0.759894, F_V=0.713696
active=5: F_T=0.766064, F_V=0.716630
active=4: F_T=0.753404, F_V=0.708587
active=3: F_T=0.725745, F_V=0.678478
active=2: F_T=0.665426, F_V=0.652065
active=1: F_T=0.658511, F_V=0.655217
active=0: F_T=0.510638, F_V=0.489783
