covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=-0.180426, stdev=0.893782, range=[-2.503580,1.922456], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of 100, average=-0.202502, stdev=0.877985, range=[-2.295743,2.311380], active=1
covariate 3:   name=covariate3, type=float, missing=  7 of 100, average=-0.035606, stdev=1.037860, range=[-2.121793,3.344217], active=1
covariate 4:   name=covariate4, type=float, missing=  5 of 100, average=0.048184, stdev=1.038956, range=[-2.950388,2.926996], active=1
covariate 5:   name=covariate5, type=float, missing=  3 of 100, average=0.017743, stdev=0.984220, range=[-1.733826,3.722501], active=1
covariate 6:   name=covariate6, type=float, missing=  3 of 100, average=0.111864, stdev=0.944086, range=[-2.163718,2.847565], active=1
covariate 7:   name=covariate7, type=float, missing=  2 of 100, average=0.102359, stdev=1.081570, range=[-2.655537,3.053935], active=1
covariate 8:   name=covariate8, type=float, missing=  7 of 100, average=0.023029, stdev=1.026389, range=[-2.664447,2.186114], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of 100, average=-0.031073, stdev=0.963704, range=[-2.444218,1.958470], active=1
covariate 10:  name=covariate10, type=float, missing=  5 of 100, average=0.072824, stdev=0.999286, range=[-2.035524,2.418923], active=1
covariate 11:  name=covariate11, type=float, missing=  6 of 100, average=0.042424, stdev=0.898611, range=[-2.501755,1.829130], active=1
covariate 12:  name=covariate12, type=float, missing=  4 of 100, average=0.051791, stdev=1.090317, range=[-2.915664,2.487892], active=1
covariate 13:  name=covariate13, type=float, missing=  6 of 100, average=0.025677, stdev=0.906234, range=[-2.914209,1.844989], active=1
covariate 14:  name=covariate14, type=float, missing=  5 of 100, average=-0.227298, stdev=0.969958, range=[-3.854815,2.026094], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of 100, average=0.084176, stdev=1.038278, range=[-2.842893,2.045488], active=1
covariate 16:  name=covariate16, type=float, missing=  6 of 100, average=0.098467, stdev=0.875457, range=[-2.459787,2.080624], active=1
covariate 17:  name=covariate17, type=float, missing=  8 of 100, average=-0.057414, stdev=1.031872, range=[-2.354408,2.384956], active=1
covariate 18:  name=covariate18, type=float, missing=  5 of 100, average=-0.063109, stdev=0.814971, range=[-2.210716,2.320153], active=1
covariate 19:  name=covariate19, type=float, missing=  3 of 100, average=0.008053, stdev=1.012570, range=[-2.997884,2.430619], active=1
covariate 20:  name=covariate20, type=float, missing=  4 of 100, average=0.064731, stdev=0.903647, range=[-2.285455,2.699105], active=1
covariate 21:  name=covariate21, type=float, missing=  6 of 100, average=-0.028860, stdev=1.101571, range=[-2.612463,2.310357], active=1
covariate 22:  name=covariate22, type=float, missing=  3 of 100, average=0.072965, stdev=1.089198, range=[-2.350632,3.422423], active=1
covariate 23:  name=covariate23, type=float, missing=  3 of 100, average=0.183247, stdev=0.988002, range=[-1.862685,2.485945], active=1
covariate 24:  name=covariate24, type=float, missing=  1 of 100, average=-0.009002, stdev=0.981430, range=[-2.411782,3.069017], active=1
covariate 25:  name=covariate25, type=float, missing=  5 of 100, average=0.098747, stdev=0.889348, range=[-2.347293,2.068942], active=1
covariate 26:  name=covariate26, type=float, missing=  5 of 100, average=-0.215963, stdev=0.956305, range=[-2.811080,3.062114], active=1
covariate 27:  name=covariate27, type=float, missing=  3 of 100, average=-0.126770, stdev=1.037935, range=[-2.718474,2.166046], active=1
covariate 28:  name=covariate28, type=float, missing= 10 of 100, average=0.043058, stdev=0.944521, range=[-2.733726,2.383375], active=1
covariate 29:  name=covariate29, type=float, missing=  7 of 100, average=0.150517, stdev=1.068152, range=[-2.189234,2.757434], active=1
covariate 30:  name=covariate30, type=float, missing=  5 of 100, average=-0.042196, stdev=0.949775, range=[-2.640330,1.911973], active=1
covariate 31:  name=covariate31, type=float, missing=  5 of 100, average=0.012803, stdev=0.988275, range=[-1.872433,2.524416], active=1
covariate 32:  name=covariate32, type=float, missing=  6 of 100, average=-0.038448, stdev=0.857033, range=[-2.212736,2.100822], active=1
covariate 33:  name=covariate33, type=float, missing=  8 of 100, average=0.002106, stdev=0.957011, range=[-2.361338,2.757646], active=1
covariate 34:  name=covariate34, type=float, missing=  7 of 100, average=0.075076, stdev=0.986497, range=[-2.486543,2.639955], active=1
covariate 35:  name=covariate35, type=float, missing=  3 of 100, average=0.028391, stdev=1.031429, range=[-2.016208,2.819297], active=1
covariate 36:  name=covariate36, type=float, missing=  2 of 100, average=0.026487, stdev=1.128888, range=[-2.890601,2.811053], active=1
covariate 37:  name=covariate37, type=float, missing=  5 of 100, average=-0.042581, stdev=0.967740, range=[-2.639553,1.956199], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of 100, average=0.164293, stdev=1.043089, range=[-2.170698,2.969183], active=1
covariate 39:  name=covariate39, type=float, missing=  4 of 100, average=0.043092, stdev=0.935113, range=[-2.117592,1.965571], active=1
covariate 40:  name=covariate40, type=float, missing=  5 of 100, average=-0.058167, stdev=0.962236, range=[-3.184111,1.760718], active=1
covariate 41:  name=covariate41, type=float, missing=  6 of 100, average=0.210877, stdev=1.046151, range=[-2.808491,2.531126], active=1
covariate 42:  name=covariate42, type=float, missing=  8 of 100, average=0.025675, stdev=1.101070, range=[-2.751852,2.614698], active=1
covariate 43:  name=covariate43, type=float, missing=  1 of 100, average=-0.026145, stdev=1.175798, range=[-4.167734,3.032130], active=1
covariate 44:  name=covariate44, type=float, missing=  7 of 100, average=-0.218323, stdev=0.904513, range=[-2.229853,2.048888], active=1
covariate 45:  name=covariate45, type=float, missing=  5 of 100, average=-0.004196, stdev=0.933704, range=[-2.391836,2.031770], active=1
covariate 46:  name=covariate46, type=float, missing=  5 of 100, average=0.131972, stdev=1.216924, range=[-4.225883,2.753848], active=1
covariate 47:  name=covariate47, type=float, missing=  8 of 100, average=-0.008631, stdev=1.042945, range=[-2.606483,2.260656], active=1
covariate 48:  name=covariate48, type=float, missing=  4 of 100, average=0.053013, stdev=0.991887, range=[-2.446946,2.670396], active=1
covariate 49:  name=covariate49, type=float, missing=  6 of 100, average=-0.026207, stdev=0.965103, range=[-2.671420,2.346944], active=1
covariate 50:  name=covariate50, type=float, missing=  1 of 100, average=-0.001633, stdev=0.897889, range=[-1.869345,2.455641], active=1
covariate 51:  name=covariate51, type=float, missing=  6 of 100, average=0.082814, stdev=0.996466, range=[-2.757947,2.605705], active=1
covariate 52:  name=covariate52, type=float, missing=  9 of 100, average=-0.250652, stdev=0.902324, range=[-2.303444,2.748616], active=1
covariate 53:  name=covariate53, type=float, missing=  6 of 100, average=-0.115138, stdev=1.018134, range=[-2.427665,2.294873], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of 100, average=-0.053941, stdev=0.950549, range=[-2.395766,2.055314], active=1
covariate 55:  name=covariate55, type=float, missing=  7 of 100, average=-0.111175, stdev=0.903052, range=[-2.700065,1.679245], active=1
covariate 56:  name=covariate56, type=float, missing=  5 of 100, average=-0.032072, stdev=0.933707, range=[-2.043441,1.970072], active=1
covariate 57:  name=covariate57, type=float, missing=  4 of 100, average=-0.023556, stdev=1.143853, range=[-3.721842,2.919266], active=1
covariate 58:  name=covariate58, type=float, missing=  4 of 100, average=-0.101650, stdev=1.012773, range=[-2.912216,2.366891], active=1
covariate 59:  name=covariate59, type=float, missing=  3 of 100, average=-0.024824, stdev=1.170609, range=[-3.278070,2.626200], active=1
covariate 60:  name=covariate60, type=float, missing=  5 of 100, average=0.049921, stdev=0.934782, range=[-2.644506,2.171412], active=1
