active=100: F_T=1.000000, F_V=0.656400
active=99: F_T=1.000000, F_V=0.652200
active=98: F_T=1.000000, F_V=0.655800
active=97: F_T=1.000000, F_V=0.667400
active=96: F_T=1.000000, F_V=0.666400
active=95: F_T=1.000000, F_V=0.664000
active=94: F_T=1.000000, F_V=0.670000
active=93: F_T=1.000000, F_V=0.672200
active=92: F_T=1.000000, F_V=0.677200
active=91: F_T=1.000000, F_V=0.678200
active=90: F_T=1.000000, F_V=0.683800
active=89: F_T=1.000000, F_V=0.686600
active=88: F_T=1.000000, F_V=0.689600
active=87: F_T=1.000000, F_V=0.699400
active=86: F_T=1.000000, F_V=0.706400
active=85: F_T=1.000000, F_V=0.714800
active=84: F_T=1.000000, F_V=0.710600
active=83: F_T=1.000000, F_V=0.712400
active=82: F_T=1.000000, F_V=0.725000
active=81: F_T=1.000000, F_V=0.712800
active=80: F_T=1.000000, F_V=0.725200
active=79: F_T=1.000000, F_V=0.730800
active=78: F_T=1.000000, F_V=0.728800
active=77: F_T=1.000000, F_V=0.731200
active=76: F_T=1.000000, F_V=0.735400
active=75: F_T=1.000000, F_V=0.745400
active=74: F_T=1.000000, F_V=0.749800
active=73: F_T=1.000000, F_V=0.739200
active=72: F_T=1.000000, F_V=0.754000
active=71: F_T=1.000000, F_V=0.752400
active=70: F_T=1.000000, F_V=0.766000
active=69: F_T=1.000000, F_V=0.760400
active=68: F_T=1.000000, F_V=0.769000
active=67: F_T=1.000000, F_V=0.768200
active=66: F_T=1.000000, F_V=0.766600
active=65: F_T=1.000000, F_V=0.772800
active=64: F_T=1.000000, F_V=0.785800
active=63: F_T=1.000000, F_V=0.770600
active=62: F_T=1.000000, F_V=0.781800
active=61: F_T=0.999800, F_V=0.780400
active=60: F_T=1.000000, F_V=0.792800
active=59: F_T=1.000000, F_V=0.784400
active=58: F_T=0.999400, F_V=0.790400
active=57: F_T=0.999600, F_V=0.795800
active=56: F_T=0.999600, F_V=0.790800
active=55: F_T=0.999800, F_V=0.798400
active=54: F_T=0.999600, F_V=0.808800
active=53: F_T=0.999600, F_V=0.808400
active=52: F_T=0.998400, F_V=0.828400
active=51: F_T=0.998800, F_V=0.821200
active=50: F_T=0.999800, F_V=0.816400
active=49: F_T=0.999200, F_V=0.820400
active=48: F_T=0.998600, F_V=0.825600
active=47: F_T=0.998800, F_V=0.816400
active=46: F_T=0.996200, F_V=0.819800
active=45: F_T=0.996200, F_V=0.819600
active=44: F_T=0.993800, F_V=0.815400
active=43: F_T=0.991600, F_V=0.834600
active=42: F_T=0.994000, F_V=0.829600
active=41: F_T=0.991200, F_V=0.834600
active=40: F_T=0.991000, F_V=0.837800
active=39: F_T=0.988200, F_V=0.842800
active=38: F_T=0.988800, F_V=0.842600
active=37: F_T=0.989200, F_V=0.844200
active=36: F_T=0.985200, F_V=0.842000
active=35: F_T=0.983600, F_V=0.844400
active=34: F_T=0.986400, F_V=0.852600
active=33: F_T=0.983600, F_V=0.858200
active=32: F_T=0.984800, F_V=0.860200
active=31: F_T=0.982800, F_V=0.862800
active=30: F_T=0.982000, F_V=0.864800
active=29: F_T=0.983800, F_V=0.872200
active=28: F_T=0.982400, F_V=0.872600
active=27: F_T=0.979000, F_V=0.882000
active=26: F_T=0.977400, F_V=0.858000
active=25: F_T=0.980000, F_V=0.868000
active=24: F_T=0.975400, F_V=0.866400
active=23: F_T=0.970000, F_V=0.858800
active=22: F_T=0.966200, F_V=0.858800
active=21: F_T=0.967600, F_V=0.865200
active=20: F_T=0.959400, F_V=0.858200
active=19: F_T=0.947800, F_V=0.822000
active=18: F_T=0.948800, F_V=0.823200
active=17: F_T=0.943400, F_V=0.834600
active=16: F_T=0.941800, F_V=0.833200
active=15: F_T=0.931800, F_V=0.835800
active=14: F_T=0.930600, F_V=0.845800
active=13: F_T=0.937000, F_V=0.853000
active=12: F_T=0.909800, F_V=0.838200
active=11: F_T=0.905400, F_V=0.810200
active=10: F_T=0.899400, F_V=0.798800
active=9: F_T=0.887000, F_V=0.776200
active=8: F_T=0.865400, F_V=0.791800
active=7: F_T=0.858200, F_V=0.790600
active=6: F_T=0.855200, F_V=0.769600
active=5: F_T=0.788800, F_V=0.728600
active=4: F_T=0.833400, F_V=0.780000
active=3: F_T=0.767200, F_V=0.742600
active=2: F_T=0.725800, F_V=0.714000
active=1: F_T=0.671600, F_V=0.660800
active=0: F_T=0.520000, F_V=0.480000
