active=20: F_T=0.854200, F_V=0.557400
active=19: F_T=0.836000, F_V=0.568600
active=18: F_T=0.836200, F_V=0.580000
active=17: F_T=0.834000, F_V=0.576400
active=16: F_T=0.835000, F_V=0.597000
active=15: F_T=0.826000, F_V=0.606000
active=14: F_T=0.819000, F_V=0.610200
active=13: F_T=0.810000, F_V=0.622600
active=12: F_T=0.809400, F_V=0.618200
active=11: F_T=0.776400, F_V=0.629200
active=10: F_T=0.760400, F_V=0.614200
active=9: F_T=0.748800, F_V=0.614600
active=8: F_T=0.714400, F_V=0.614200
active=7: F_T=0.700600, F_V=0.597800
active=6: F_T=0.689200, F_V=0.607000
active=5: F_T=0.705800, F_V=0.623600
active=4: F_T=0.696800, F_V=0.622600
active=3: F_T=0.688000, F_V=0.630000
active=2: F_T=0.627000, F_V=0.607200
active=1: F_T=0.567600, F_V=0.559200
active=0: F_T=0.520000, F_V=0.480000
