covariate 1:   name=covariate1, type=float, missing=  4 of  50, average=0.099854, stdev=0.958143, range=[-1.713720,2.568210], active=1
covariate 2:   name=covariate2, type=float, missing=  2 of  50, average=-0.196534, stdev=0.982160, range=[-2.110041,2.528167], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of  50, average=-0.086964, stdev=1.033702, range=[-2.185342,2.153803], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of  50, average=-0.269722, stdev=0.861368, range=[-2.373196,2.243344], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  50, average=-0.074150, stdev=1.192356, range=[-2.889350,2.239302], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of  50, average=-0.057670, stdev=1.121549, range=[-3.082945,2.856328], active=1
covariate 7:   name=covariate7, type=float, missing=  3 of  50, average=0.120976, stdev=0.963784, range=[-1.814556,2.794159], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of  50, average=0.098172, stdev=1.031742, range=[-1.740756,2.359823], active=1
covariate 9:   name=covariate9, type=float, missing=  1 of  50, average=-0.074577, stdev=0.925398, range=[-2.224533,1.869581], active=1
covariate 10:  name=covariate10, type=float, missing=  4 of  50, average=0.051315, stdev=0.780026, range=[-1.556604,1.673890], active=1
covariate 11:  name=covariate11, type=float, missing=  2 of  50, average=-0.150857, stdev=0.838051, range=[-1.658811,2.370865], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  50, average=-0.053105, stdev=0.889720, range=[-2.782534,1.965022], active=1
covariate 13:  name=covariate13, type=float, missing=  3 of  50, average=0.068827, stdev=0.961840, range=[-1.566632,1.950655], active=1
covariate 14:  name=covariate14, type=float, missing=  2 of  50, average=-0.042030, stdev=1.202904, range=[-2.216008,2.506610], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of  50, average=0.005468, stdev=1.104820, range=[-1.949268,3.246748], active=1
covariate 16:  name=covariate16, type=float, missing=  7 of  50, average=0.021916, stdev=0.934077, range=[-2.314654,3.144084], active=1
covariate 17:  name=covariate17, type=float, missing=  3 of  50, average=0.262091, stdev=1.059054, range=[-2.567342,2.285254], active=1
covariate 18:  name=covariate18, type=float, missing=  2 of  50, average=-0.192258, stdev=1.003385, range=[-2.163616,2.687067], active=1
covariate 19:  name=covariate19, type=float, missing=  5 of  50, average=0.173724, stdev=0.904856, range=[-1.473453,2.469903], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.204128, stdev=0.883737, range=[-1.309430,3.448564], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  50, average=0.001244, stdev=1.044248, range=[-2.330078,2.510157], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  50, average=-0.046776, stdev=0.815180, range=[-2.129760,1.839838], active=1
covariate 23:  name=covariate23, type=float, missing=  3 of  50, average=-0.072662, stdev=1.157515, range=[-2.400995,2.714074], active=1
covariate 24:  name=covariate24, type=float, missing=  3 of  50, average=-0.162559, stdev=1.050850, range=[-2.519241,2.400928], active=1
covariate 25:  name=covariate25, type=float, missing=  1 of  50, average=-0.047060, stdev=1.023066, range=[-3.666041,1.755781], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of  50, average=0.026417, stdev=1.107947, range=[-2.063642,2.759291], active=1
