active=80: F_T=0.967100, F_V=0.646500
active=79: F_T=0.965200, F_V=0.647200
active=78: F_T=0.965600, F_V=0.654000
active=77: F_T=0.964700, F_V=0.652500
active=76: F_T=0.963700, F_V=0.658900
active=75: F_T=0.963500, F_V=0.652900
active=74: F_T=0.963600, F_V=0.655600
active=73: F_T=0.961600, F_V=0.661500
active=72: F_T=0.962300, F_V=0.665000
active=71: F_T=0.961400, F_V=0.669100
active=70: F_T=0.959600, F_V=0.672000
active=69: F_T=0.960000, F_V=0.679200
active=68: F_T=0.958600, F_V=0.666500
active=67: F_T=0.957600, F_V=0.682800
active=66: F_T=0.960400, F_V=0.681800
active=65: F_T=0.957600, F_V=0.686900
active=64: F_T=0.956400, F_V=0.684000
active=63: F_T=0.956600, F_V=0.686500
active=62: F_T=0.951900, F_V=0.693400
active=61: F_T=0.953600, F_V=0.697900
active=60: F_T=0.952300, F_V=0.704600
active=59: F_T=0.951600, F_V=0.702700
active=58: F_T=0.951000, F_V=0.707100
active=57: F_T=0.949800, F_V=0.710500
active=56: F_T=0.950900, F_V=0.709500
active=55: F_T=0.950100, F_V=0.715600
active=54: F_T=0.948700, F_V=0.715500
active=53: F_T=0.947200, F_V=0.718400
active=52: F_T=0.949800, F_V=0.728700
active=51: F_T=0.940800, F_V=0.732200
active=50: F_T=0.942400, F_V=0.729300
active=49: F_T=0.938900, F_V=0.730300
active=48: F_T=0.936500, F_V=0.740400
active=47: F_T=0.932100, F_V=0.745000
active=46: F_T=0.930900, F_V=0.737700
active=45: F_T=0.927400, F_V=0.746900
active=44: F_T=0.926300, F_V=0.746100
active=43: F_T=0.924400, F_V=0.755900
active=42: F_T=0.925600, F_V=0.743400
active=41: F_T=0.924500, F_V=0.748700
active=40: F_T=0.916500, F_V=0.759200
active=39: F_T=0.918200, F_V=0.764500
active=38: F_T=0.919500, F_V=0.764900
active=37: F_T=0.915000, F_V=0.766000
active=36: F_T=0.912400, F_V=0.774500
active=35: F_T=0.905000, F_V=0.774800
active=34: F_T=0.907500, F_V=0.772800
active=33: F_T=0.900300, F_V=0.770100
active=32: F_T=0.898500, F_V=0.768500
active=31: F_T=0.894400, F_V=0.773400
active=30: F_T=0.898400, F_V=0.774400
active=29: F_T=0.901000, F_V=0.786500
active=28: F_T=0.893900, F_V=0.793700
active=27: F_T=0.896900, F_V=0.807500
active=26: F_T=0.900500, F_V=0.801600
active=25: F_T=0.893400, F_V=0.810800
active=24: F_T=0.892000, F_V=0.812100
active=23: F_T=0.891100, F_V=0.806600
active=22: F_T=0.887500, F_V=0.812500
active=21: F_T=0.885900, F_V=0.815200
active=20: F_T=0.886700, F_V=0.823200
active=19: F_T=0.886900, F_V=0.826500
active=18: F_T=0.889700, F_V=0.838000
active=17: F_T=0.893900, F_V=0.841000
active=16: F_T=0.888900, F_V=0.837200
active=15: F_T=0.891800, F_V=0.832700
active=14: F_T=0.883600, F_V=0.824400
active=13: F_T=0.861300, F_V=0.811100
active=12: F_T=0.869800, F_V=0.822700
active=11: F_T=0.864000, F_V=0.827800
active=10: F_T=0.855300, F_V=0.813800
active=9: F_T=0.843300, F_V=0.797500
active=8: F_T=0.844700, F_V=0.798800
active=7: F_T=0.813200, F_V=0.780400
active=6: F_T=0.792500, F_V=0.759400
active=5: F_T=0.767000, F_V=0.748900
active=4: F_T=0.778100, F_V=0.745700
active=3: F_T=0.741400, F_V=0.723000
active=2: F_T=0.681800, F_V=0.657300
active=1: F_T=0.595300, F_V=0.595800
active=0: F_T=0.500000, F_V=0.500000
