N=100
P=100
R=2
1 0.597974 NA -2.106339 1.187254 -0.795831 0.308829 0.063193 -2.393067 -0.996393 -1.755522 -0.154483 -0.278870 0.225429 1.517241 -0.216635 1.120093 -0.116871 -1.094732 0.396353 0.058843 -0.870564 0.570989 1.195691 0.824304 -0.488673 -0.229993 0.708594 0.330393 NA 0.730955 -0.357073 0.550779 1.419773 0.490341 -1.575797 0.271372 -1.431691 -0.563785 -2.867177 1.502523 1.054760 -0.690773 -0.876050 2.295225 0.664992 -1.550328 -0.652588 1.469013 -0.417500 1.860866 0.827095 1.552127 1.888598 -2.704006 0.685740 -0.001433 1.151045 -0.631677 -1.005389 NA -1.289885 1.301851 -0.485549 0.770982 0.090795 -1.712741 0.550950 -1.618651 -1.633620 -0.368120 -0.005621 -1.585915 -1.040923 -0.066012 0.151077 -2.435008 0.826449 0.170512 1.227321 -0.889709 0.596341 -0.870522 0.695241 4.170832 1.482589 -0.853000 0.211767 0.323205 0.070379 1.136628 -0.755788 -0.089264 0.464930 1.049728 0.832574 0.500621 -0.359644 -0.362188 1.200608 0.500477 0.040827 1.000000
2 NA 0.857524 -0.090542 0.550391 -2.173447 -0.694468 0.366167 -0.449916 -0.727508 0.601557 1.789074 NA 0.692845 0.950644 1.786146 -1.009843 0.061061 -0.077050 -0.674920 -0.766641 0.991176 -1.459028 NA -1.197666 0.708435 -1.145767 0.208519 0.075968 1.115420 -0.643660 1.499459 0.085784 -1.316808 NA 0.398530 -0.308728 1.331602 0.373557 0.897609 NA 0.137686 0.774563 -0.302873 -1.604302 1.020087 -0.128120 -0.688283 0.249230 -2.373822 -2.500017 0.221831 0.456710 0.267422 NA -1.367169 -1.999977 0.200791 0.926867 NA -0.997574 1.474606 -0.733274 0.488782 -0.519310 0.767935 -1.434076 0.451730 0.122037 0.444003 -2.068931 0.522470 -0.577095 NA 0.656728 -0.387342 1.019984 1.330340 NA 1.435829 -0.278040 0.108461 -0.381714 -0.431132 -0.175669 0.207143 -0.151956 0.701671 -0.928185 0.302683 -0.433772 0.637569 0.656184 0.473124 -1.513631 0.734731 1.139476 1.653939 0.844656 0.292748 -0.538425 5.580075 1.000000
3 -1.152919 -0.623163 -1.566794 0.780161 -0.288500 -2.580312 0.675256 -1.760857 -0.275975 0.740816 -1.646050 1.530937 1.066012 -0.095423 -0.649330 0.313786 1.044437 0.417347 0.097258 0.421730 2.302540 0.083478 NA 1.320741 -1.545292 0.110888 0.784767 -0.967297 0.429036 1.397699 0.082675 0.183097 -0.621112 -0.029605 0.934719 0.157673 -0.691420 0.650665 0.740483 0.316725 -0.680842 1.650217 0.066192 0.483968 0.312703 -0.836129 -1.444292 -0.110078 -0.611538 -0.092644 -0.445970 -2.095445 -0.380369 0.809518 0.979766 0.438782 NA -1.171577 0.975832 -1.206492 1.022953 0.702227 0.785636 -1.284530 -0.473906 1.331918 0.321172 -1.135452 1.470925 0.958793 0.743129 -0.936340 0.127550 1.756226 -0.353843 -0.110210 -0.075162 -1.139416 -0.437780 0.250666 -0.094977 -1.090316 -1.587295 -2.714861 2.176840 0.654520 -2.049575 0.959701 2.073468 -1.048705 -1.825030 -1.395039 0.398694 -0.376980 0.100790 -0.357661 -0.481735 -0.145028 1.280598 1.736204 1.025751 1.000000
4 -1.392716 -1.865894 0.193770 -0.029340 -0.200976 -0.167155 1.736259 0.491495 0.166478 -0.984722 -0.313593 -0.729126 NA -0.384655 1.026707 -0.134532 -0.971897 0.940612 -0.054646 -0.601268 -0.165335 0.672615 2.119134 -0.865279 1.039204 -0.045322 0.311433 0.475338 -0.213418 -0.833907 1.410310 -2.238245 0.450350 1.090570 -0.153463 0.104687 -0.129234 -0.143379 -1.167920 -0.677787 0.619545 0.569276 0.336405 1.752885 -0.195978 0.809557 1.558205 -1.616899 0.252515 0.261362 -0.025200 1.567757 -1.074392 -0.602375 -1.983278 -1.328153 -1.248581 -1.829100 0.264378 0.997023 -1.058228 1.752915 0.215069 0.493621 0.595615 -0.124873 1.246437 0.558959 1.456473 -0.260806 -0.101398 -1.120946 NA 0.884952 0.919051 -1.571860 -0.844274 -0.062870 0.278871 -1.479276 1.333699 1.012507 -0.204843 0.473853 -1.021400 -1.530253 -2.967337 -0.834148 0.317261 0.907962 -0.074214 NA NA 0.778328 0.399991 -0.790473 3.116453 0.986875 -0.892210 0.325919 2.716217 1.000000
5 NA 0.350133 0.813597 -0.874931 -0.907530 -1.546351 0.456875 0.601979 -0.282213 -0.175407 NA -0.067739 2.362071 0.027946 0.732570 0.358530 1.467427 -0.143294 NA -1.010354 0.840077 NA 1.848939 0.596570 1.957618 1.782974 0.526988 1.382155 -0.827725 0.144634 0.604678 1.429670 0.109769 0.721123 -1.186476 0.078496 0.774043 -0.539508 -1.227691 -0.066485 0.233235 -0.227965 -0.200109 -1.266957 -0.254987 -0.436542 -1.485390 2.621467 -0.840593 -1.895250 0.598902 -2.002689 -0.049474 -0.160571 0.288925 0.275816 -1.861277 NA -2.092042 0.941347 -0.815811 -1.293296 -2.194274 -0.706243 -0.528394 1.003878 1.030688 0.482313 1.520852 0.777812 0.578213 NA -0.081348 -0.711685 0.143254 -0.270378 -0.202332 -0.163893 -0.556016 0.016380 NA -1.327410 0.657806 1.388041 -0.170240 0.660616 0.485300 0.809945 -1.034543 0.560930 1.555087 -1.334088 -1.231490 NA 1.005995 -0.908527 0.019832 -0.049056 -1.734421 -1.729719 1.095045 1.000000
6 NA -0.987645 0.049128 -0.815036 0.683269 -0.641256 0.285057 0.751264 0.766136 -0.815294 -1.211648 NA 1.247895 0.665071 -0.206733 0.853952 0.575145 0.869281 0.200816 -0.700822 -2.592805 -0.787357 0.384043 -0.947350 -0.961367 -1.364244 -1.742185 -0.294458 NA -2.125632 -2.454133 -0.167503 0.293270 0.343008 0.279530 NA -1.219536 -0.463367 -1.062359 -0.298680 -0.349484 0.212089 0.868323 0.978153 0.011329 -1.017816 0.532889 -1.398151 2.494942 0.395752 -0.041299 -2.358761 1.044509 0.883760 0.092397 0.277661 0.266686 -0.389750 -0.319143 -0.146894 0.293136 0.897297 -0.076492 0.363859 -0.531627 NA -0.560806 1.148618 0.948242 -0.358982 1.341371 -2.014729 -0.171454 0.674094 NA 0.190379 0.362486 -0.253559 -0.838751 0.907475 0.467561 0.152003 -1.231038 0.658204 1.141758 -0.410379 -0.787096 -0.861360 -0.091802 -1.394553 0.238679 NA 1.174028 0.822808 1.401966 1.033279 1.152783 3.139203 -0.085827 -0.925806 8.939403 1.000000
7 0.821330 -0.894558 -1.417740 -0.392885 0.264874 0.219386 0.495312 0.366737 NA -1.274359 -0.767454 0.791141 -0.552841 0.190408 0.553261 0.262292 0.159047 1.311614 -0.888994 -1.709431 -0.523671 -1.369165 0.255441 -0.144694 -0.163648 -1.212677 -0.251064 -1.158711 1.306599 NA 1.319767 0.199730 -0.866668 0.907523 0.279340 -0.613642 1.767963 -0.878086 0.594828 0.571668 -0.294900 0.651897 -0.820388 -0.136986 -0.935735 2.341111 0.348176 NA -0.125703 0.104098 2.542142 -1.127392 1.195238 -0.665626 0.325985 1.351188 1.019076 -1.531556 -0.290030 -0.957617 1.144332 -0.758395 0.811199 -0.178254 0.194480 0.076273 0.105136 0.948157 1.526293 0.071715 1.991802 -1.866443 -0.679175 0.775135 NA 1.432525 -0.152951 -0.134894 -0.307329 0.210232 -0.581460 0.356240 0.013719 0.521506 0.008010 -0.115675 1.931413 0.835126 -0.928581 0.634988 1.524513 -0.107259 1.254896 -2.169829 -0.461616 -0.157754 1.286365 -0.048752 0.803385 -1.251150 5.649436 1.000000
8 -0.320917 0.874734 -1.295349 0.621585 0.234407 -1.798297 0.703245 -0.552595 0.122417 0.597489 1.429008 0.299751 0.408834 -0.805097 0.190008 0.164797 -1.402255 -1.481177 1.114237 -0.504135 0.282421 0.242831 -0.034342 0.718857 0.740505 -1.332437 -0.073725 -0.912246 0.404655 0.762098 -0.628867 0.332450 1.027238 -0.107575 0.077049 -0.234348 0.228654 -0.036940 -0.316943 -0.536485 -0.199846 -1.029636 -0.360741 0.681917 -0.709420 1.008587 0.102019 0.273257 -0.622608 -0.977638 1.629451 -2.026683 0.042947 -0.022910 1.446563 1.562132 -1.226674 0.884918 1.620705 -0.374128 -0.288064 NA -1.250433 1.408989 1.222584 0.533409 1.509130 1.532914 NA -0.900786 0.870449 -0.364665 -0.292492 -1.717421 0.403134 0.888408 0.868773 2.317396 -0.391754 -1.141662 -0.404693 0.514913 -0.389416 1.260958 -0.871966 -1.268575 0.888503 -0.365008 0.164834 NA -0.064037 0.157570 1.527383 -0.867005 0.546508 0.064889 -1.402505 -1.553860 2.913230 0.182719 0.919817 1.000000
9 1.799267 -0.234276 -2.367489 0.422328 -1.155527 0.589463 -1.016907 -0.457287 1.905461 -0.305602 -1.024621 0.611230 -1.055361 0.641790 -0.605858 -0.773392 -0.744411 0.291272 -0.343097 -1.391873 0.617884 -0.217861 2.425551 -0.417391 -0.451533 -0.953663 0.439772 0.102493 0.408906 -0.104000 -0.926361 0.047309 -1.288208 -0.627743 -0.147015 1.897414 NA 1.068100 -0.059834 -0.919914 0.012898 0.300594 -3.507708 -0.746451 -0.163679 -0.579828 -1.338664 -1.118861 0.919967 -0.739358 -0.351439 -0.588769 NA 0.938253 -0.813836 -0.162700 -1.015068 0.362181 -0.701068 -0.268070 1.260538 0.353424 2.295954 -0.468617 -2.631926 0.601321 -0.240913 0.571950 -1.376630 0.461997 0.137132 0.421102 -0.307730 -0.016539 -1.268277 -0.186461 0.808324 0.584385 0.680275 -0.519661 -1.449909 1.852891 0.053195 0.212083 -0.079824 -1.670239 -0.610548 1.007983 0.488025 -0.670875 -0.513569 1.344385 NA -0.331656 NA -1.924866 0.801832 -0.165803 -2.306007 0.345918 4.846624 1.000000
10 -0.311892 -0.032416 NA -0.297383 -0.522092 0.330226 0.034746 0.033285 0.940104 -0.391712 0.611615 0.951048 0.733735 -0.975359 -0.208782 1.444960 0.914234 0.172539 1.097762 0.264132 -2.233882 1.096066 0.225653 0.754162 0.468116 0.508050 -0.898492 -0.775832 0.770796 0.861303 -1.298603 0.040803 1.009839 0.726712 -0.063351 0.156002 -0.993189 1.626675 -0.837531 -0.256193 1.061553 1.148563 NA 0.121300 0.650738 0.066765 -0.434596 NA -0.111058 0.889907 1.348290 0.067054 -0.058655 1.230985 0.496874 -0.690055 0.035779 1.027530 0.029512 0.111631 0.221351 0.239641 -0.265460 -0.197201 1.137628 -0.383946 -0.144263 0.259988 -0.391286 0.550976 -0.634495 -0.450108 1.661551 -1.426568 2.973533 2.427835 1.359552 0.145596 -1.098627 0.565971 -0.436669 0.533887 NA -0.847994 1.729813 1.313609 0.319212 0.589987 -0.812264 NA -0.374802 -1.127383 -1.764118 0.575222 -0.891664 -0.825783 -0.082072 0.631954 -0.966604 1.196737 3.913480 1.000000
