active=60: F_T=0.920000, F_V=0.508500
active=59: F_T=0.918600, F_V=0.513800
active=58: F_T=0.918100, F_V=0.514700
active=57: F_T=0.919800, F_V=0.509600
active=56: F_T=0.913700, F_V=0.514200
active=55: F_T=0.902900, F_V=0.519600
active=54: F_T=0.905100, F_V=0.514500
active=53: F_T=0.896200, F_V=0.526200
active=52: F_T=0.899300, F_V=0.524600
active=51: F_T=0.898400, F_V=0.534200
active=50: F_T=0.887700, F_V=0.530600
active=49: F_T=0.884700, F_V=0.532200
active=48: F_T=0.882500, F_V=0.538600
active=47: F_T=0.878800, F_V=0.546900
active=46: F_T=0.876400, F_V=0.543100
active=45: F_T=0.875200, F_V=0.552900
active=44: F_T=0.870400, F_V=0.568200
active=43: F_T=0.869600, F_V=0.558700
active=42: F_T=0.862000, F_V=0.562100
active=41: F_T=0.860800, F_V=0.565100
active=40: F_T=0.861000, F_V=0.574800
active=39: F_T=0.853100, F_V=0.565900
active=38: F_T=0.845700, F_V=0.574000
active=37: F_T=0.850100, F_V=0.572500
active=36: F_T=0.840400, F_V=0.588900
active=35: F_T=0.842900, F_V=0.590100
active=34: F_T=0.836000, F_V=0.579100
active=33: F_T=0.835500, F_V=0.587200
active=32: F_T=0.831400, F_V=0.592100
active=31: F_T=0.826900, F_V=0.591400
active=30: F_T=0.820800, F_V=0.607200
active=29: F_T=0.818500, F_V=0.602400
active=28: F_T=0.813900, F_V=0.618000
active=27: F_T=0.808400, F_V=0.618400
active=26: F_T=0.813900, F_V=0.628200
active=25: F_T=0.799500, F_V=0.635000
active=24: F_T=0.804100, F_V=0.634500
active=23: F_T=0.802900, F_V=0.643900
active=22: F_T=0.803600, F_V=0.643200
active=21: F_T=0.793800, F_V=0.658100
active=20: F_T=0.787800, F_V=0.646200
active=19: F_T=0.778900, F_V=0.652600
active=18: F_T=0.769300, F_V=0.642800
active=17: F_T=0.759000, F_V=0.643100
active=16: F_T=0.763600, F_V=0.637800
active=15: F_T=0.753500, F_V=0.645500
active=14: F_T=0.749600, F_V=0.659800
active=13: F_T=0.743500, F_V=0.654400
active=12: F_T=0.725900, F_V=0.651500
active=11: F_T=0.713400, F_V=0.630300
active=10: F_T=0.702000, F_V=0.635800
active=9: F_T=0.719000, F_V=0.641900
active=8: F_T=0.698800, F_V=0.641500
active=7: F_T=0.693800, F_V=0.632100
active=6: F_T=0.681000, F_V=0.634800
active=5: F_T=0.668500, F_V=0.641500
active=4: F_T=0.660900, F_V=0.621900
active=3: F_T=0.628200, F_V=0.607100
active=2: F_T=0.621600, F_V=0.597100
active=1: F_T=0.563200, F_V=0.552600
active=0: F_T=0.500000, F_V=0.500000
