active=80: F_T=0.961300, F_V=0.569700
active=79: F_T=0.961100, F_V=0.581200
active=78: F_T=0.962500, F_V=0.577800
active=77: F_T=0.961100, F_V=0.590700
active=76: F_T=0.958300, F_V=0.592600
active=75: F_T=0.960000, F_V=0.607000
active=74: F_T=0.961200, F_V=0.595000
active=73: F_T=0.958800, F_V=0.603500
active=72: F_T=0.957700, F_V=0.602400
active=71: F_T=0.957900, F_V=0.604100
active=70: F_T=0.958200, F_V=0.609100
active=69: F_T=0.956700, F_V=0.608500
active=68: F_T=0.954500, F_V=0.625400
active=67: F_T=0.956300, F_V=0.632600
active=66: F_T=0.953300, F_V=0.625100
active=65: F_T=0.951300, F_V=0.626600
active=64: F_T=0.951100, F_V=0.633500
active=63: F_T=0.951600, F_V=0.630200
active=62: F_T=0.949000, F_V=0.634400
active=61: F_T=0.948400, F_V=0.637700
active=60: F_T=0.949000, F_V=0.643500
active=59: F_T=0.943300, F_V=0.647000
active=58: F_T=0.944700, F_V=0.649500
active=57: F_T=0.941200, F_V=0.654800
active=56: F_T=0.942100, F_V=0.647800
active=55: F_T=0.940200, F_V=0.667200
active=54: F_T=0.935200, F_V=0.669300
active=53: F_T=0.932100, F_V=0.672800
active=52: F_T=0.934800, F_V=0.672200
active=51: F_T=0.931200, F_V=0.678800
active=50: F_T=0.932400, F_V=0.671400
active=49: F_T=0.928300, F_V=0.688800
active=48: F_T=0.924500, F_V=0.684200
active=47: F_T=0.925800, F_V=0.690600
active=46: F_T=0.924300, F_V=0.691300
active=45: F_T=0.915600, F_V=0.697800
active=44: F_T=0.922200, F_V=0.704000
active=43: F_T=0.917000, F_V=0.719700
active=42: F_T=0.918300, F_V=0.705600
active=41: F_T=0.915500, F_V=0.714200
active=40: F_T=0.912800, F_V=0.720800
active=39: F_T=0.910100, F_V=0.729600
active=38: F_T=0.905400, F_V=0.724000
active=37: F_T=0.915200, F_V=0.729900
active=36: F_T=0.907300, F_V=0.729800
active=35: F_T=0.902300, F_V=0.735900
active=34: F_T=0.898600, F_V=0.744100
active=33: F_T=0.902100, F_V=0.751500
active=32: F_T=0.894800, F_V=0.752600
active=31: F_T=0.898500, F_V=0.761200
active=30: F_T=0.898300, F_V=0.767000
active=29: F_T=0.898100, F_V=0.770100
active=28: F_T=0.891100, F_V=0.775300
active=27: F_T=0.894100, F_V=0.767900
active=26: F_T=0.884500, F_V=0.774300
active=25: F_T=0.889600, F_V=0.788400
active=24: F_T=0.879100, F_V=0.781100
active=23: F_T=0.870900, F_V=0.773500
active=22: F_T=0.866900, F_V=0.774000
active=21: F_T=0.859900, F_V=0.751900
active=20: F_T=0.853600, F_V=0.753500
active=19: F_T=0.853000, F_V=0.761400
active=18: F_T=0.841500, F_V=0.748000
active=17: F_T=0.844600, F_V=0.769500
active=16: F_T=0.843500, F_V=0.763600
active=15: F_T=0.840400, F_V=0.764300
active=14: F_T=0.832400, F_V=0.756300
active=13: F_T=0.825000, F_V=0.759700
active=12: F_T=0.813000, F_V=0.751700
active=11: F_T=0.810000, F_V=0.753800
active=10: F_T=0.809700, F_V=0.752000
active=9: F_T=0.776500, F_V=0.734100
active=8: F_T=0.774900, F_V=0.724300
active=7: F_T=0.778400, F_V=0.731300
active=6: F_T=0.749200, F_V=0.711700
active=5: F_T=0.748400, F_V=0.717200
active=4: F_T=0.719800, F_V=0.691800
active=3: F_T=0.712600, F_V=0.687900
active=2: F_T=0.684800, F_V=0.659900
active=1: F_T=0.658700, F_V=0.658900
active=0: F_T=0.500000, F_V=0.500000
