active=30: F_T=0.868000, F_V=0.569487
active=29: F_T=0.872375, F_V=0.561282
active=28: F_T=0.859000, F_V=0.570897
active=27: F_T=0.856000, F_V=0.576667
active=26: F_T=0.849500, F_V=0.584744
active=25: F_T=0.846875, F_V=0.582692
active=24: F_T=0.848125, F_V=0.598846
active=23: F_T=0.839000, F_V=0.602436
active=22: F_T=0.827500, F_V=0.615385
active=21: F_T=0.824125, F_V=0.614615
active=20: F_T=0.821125, F_V=0.614359
active=19: F_T=0.817500, F_V=0.615641
active=18: F_T=0.808875, F_V=0.625256
active=17: F_T=0.818000, F_V=0.631026
active=16: F_T=0.809750, F_V=0.636154
active=15: F_T=0.808625, F_V=0.644231
active=14: F_T=0.793750, F_V=0.648077
active=13: F_T=0.778125, F_V=0.646923
active=12: F_T=0.788750, F_V=0.652051
active=11: F_T=0.773750, F_V=0.664231
active=10: F_T=0.767875, F_V=0.675000
active=9: F_T=0.767250, F_V=0.670769
active=8: F_T=0.746375, F_V=0.676538
active=7: F_T=0.740000, F_V=0.659744
active=6: F_T=0.726625, F_V=0.677179
active=5: F_T=0.724500, F_V=0.672564
active=4: F_T=0.694875, F_V=0.658077
active=3: F_T=0.647750, F_V=0.626154
active=2: F_T=0.656625, F_V=0.630256
active=1: F_T=0.609125, F_V=0.615000
active=0: F_T=0.512375, F_V=0.500128
