N=100
P=60
R=2
1 0.405789 0.079687 -2.422302 -0.552653 2.309682 1.280112 NA -1.514077 1.745989 NA -0.499622 0.953349 0.561030 -1.056192 0.354746 -1.872190 -0.671151 -0.645337 1.118304 1.528383 1.833413 -0.525386 1.530184 -0.639409 -1.103485 -0.116535 0.997536 0.079665 1.145257 0.286160 -0.898056 0.516285 0.638173 0.673803 -0.033557 -1.040777 0.165110 0.678810 -0.178963 -1.472789 -1.189418 1.669040 -0.941696 0.158239 0.623330 1.258498 -0.616977 -0.357766 -0.427226 -1.773749 -0.138070 0.610512 0.320401 -0.274272 -0.448044 0.163718 -0.459120 -0.474342 1.207316 0.354894 6.643715 0.000000
2 NA 1.221479 0.080431 -0.774299 1.674677 -0.223798 0.593786 -1.108083 -0.401789 1.907422 -1.775939 -0.399866 -1.044124 -0.168681 0.906655 0.956176 0.430639 -1.546032 -0.118505 0.046862 -0.057751 -0.641761 1.051840 -0.144217 1.431162 0.859287 1.263903 0.167143 -0.716887 0.246703 1.649196 1.202177 0.238690 -0.883484 -0.818237 0.443834 -1.287967 0.063512 -1.218000 -2.653135 -1.161181 0.127397 -1.319357 -0.901381 0.645133 0.771295 1.292545 1.730998 0.665354 NA -1.025186 0.646517 -0.272865 -0.002970 0.063244 0.365614 -0.805066 1.553103 -0.287220 0.052840 1.156489 1.000000
3 1.831865 0.792116 1.319142 NA -0.007993 0.612180 -0.415846 0.202502 -0.182354 -0.463320 1.355368 -0.690280 -0.081719 0.344503 1.243050 1.834456 0.584191 0.035802 -2.283846 1.422106 -0.667786 1.040661 -0.381747 0.851193 0.728462 NA 0.924720 -0.426622 -1.370396 -0.581969 -0.962098 0.896465 -0.319967 -0.025859 -0.174443 -0.539402 0.971043 -0.997506 0.569050 -0.187911 0.189280 1.644660 -0.847016 0.765191 0.689243 -2.115365 -2.417713 -0.098888 1.261627 -0.595784 -0.570291 0.944604 -0.504686 -0.391370 1.232278 0.394472 NA -0.594914 -3.132089 -0.067200 3.845147 1.000000
4 -0.526605 0.525544 -0.082036 -0.609295 -0.222484 0.337588 -0.454135 -0.505058 -0.225267 0.174157 -0.197788 -0.284795 -0.281224 NA -1.886676 1.004948 1.561640 -1.289638 0.022920 -1.117562 -0.623033 -0.137386 1.257218 -1.159034 -0.241477 0.424670 0.987676 -0.448417 0.824039 -0.695595 -1.277627 -0.788485 -1.433130 -0.249344 -0.640824 0.411147 -0.471443 -0.754360 -0.186751 -0.839977 0.124408 -1.858506 1.369126 -0.753344 0.544103 0.235074 -0.020262 -1.116788 -1.100441 -0.235689 -0.538465 0.128417 -1.328611 NA 0.013369 0.503723 -1.371147 0.265510 -1.419154 0.723748 1.121183 1.000000
5 0.071439 -0.648898 0.908623 0.534606 -1.037080 0.267258 0.454386 0.609915 1.297468 -0.254883 1.611469 0.720796 0.089870 -1.721933 -0.885398 0.195448 0.878702 -0.449549 0.230911 0.421460 0.073418 0.261591 0.329465 0.021067 -0.063318 -0.203642 0.117740 0.261149 1.453068 2.527861 1.105057 0.411424 -1.005514 -0.738452 1.609701 0.364791 0.159981 0.194349 0.313721 0.288587 1.005288 NA -0.209956 -0.944805 -0.835459 -0.332827 0.600414 1.535459 0.469262 -0.425451 1.964166 -1.902312 -0.156980 0.939632 0.625890 -1.580638 -0.022140 0.870449 -1.121498 -0.018545 0.332709 1.000000
6 -1.738905 -0.963259 -0.009919 -0.286140 1.450996 -1.293764 -0.048429 -0.733119 -0.330772 1.082170 0.138825 0.989984 0.088156 -0.768836 1.845841 -1.046397 0.589839 0.589059 -1.451151 -0.274117 -0.318024 NA -0.444123 -2.457411 -0.206352 -0.202235 0.357343 0.936722 -0.764418 -1.006421 -0.477042 -1.743212 0.344043 0.339264 -1.315670 0.068401 0.579973 0.873080 -0.700074 -0.542788 -0.788034 0.574917 -0.685446 -0.136604 -0.854544 -0.541738 0.422483 NA -0.316045 1.621329 0.462252 0.122019 -0.810160 -0.508424 0.057669 0.458921 -0.401402 -0.014844 0.643207 1.453841 0.799988 1.000000
7 -2.179622 -0.429124 NA 1.199651 -0.360084 -0.077104 -0.539677 2.022692 -0.837063 0.485184 1.549752 0.030800 -1.452242 0.526668 NA 1.363974 1.290550 -0.116241 1.270201 -1.108352 1.133545 0.736102 0.127137 -2.210252 -1.161877 0.847054 1.104041 -1.622284 0.330382 1.432593 2.095031 -0.770151 -0.633952 0.862690 -1.167209 1.055109 -0.292427 1.135012 -0.398572 1.795257 -0.837811 1.498057 1.944338 0.786457 1.395127 -0.600496 0.994303 1.631041 -0.020979 -0.390499 0.651045 0.271618 0.958522 1.526832 0.113346 1.064868 -0.214836 0.481269 0.264551 -0.346090 1.116050 0.000000
8 -0.254961 1.886598 0.305174 -0.517600 0.379520 -1.593987 -0.434170 -0.737281 0.208848 NA -0.893787 0.239662 0.605851 0.759927 -0.835517 -0.419011 -0.686591 2.266485 -0.943066 0.515341 0.045139 -0.560598 -0.472981 -1.108752 -0.562462 0.291539 0.800535 NA 0.244539 1.092524 -0.831679 1.656938 1.714130 -0.975756 -0.711031 -0.464608 -0.442729 0.508781 0.105317 0.323311 1.186886 -2.023887 1.137874 2.280087 -0.722065 0.591524 0.545419 0.247039 1.660826 -0.091389 -0.217749 -0.782296 NA -0.448660 NA 1.209191 -0.842016 -0.180775 -0.281931 0.034923 5.424162 0.000000
9 0.225239 0.239285 -0.559030 -0.808413 -0.216567 0.154783 -0.470385 1.440998 -0.562854 -2.240837 0.538675 -0.486492 -0.117700 0.204714 0.926223 0.871842 -0.553500 -0.332721 -2.547004 -1.129845 NA -0.764863 -0.149819 -2.340117 -0.417978 0.994691 -0.747154 NA 0.570602 1.811066 1.077323 -1.650624 -0.941355 -0.040546 0.159846 1.657925 0.688576 0.145556 0.283262 0.911026 1.650316 0.874601 -0.601791 -0.049146 -0.560772 0.002288 -0.029549 -1.419461 0.334950 0.802640 0.326483 1.377995 1.984349 -0.263059 -1.420416 -0.102956 -2.098112 0.310780 -1.755311 -2.055357 2.327919 1.000000
10 0.759523 NA NA NA -0.098840 0.002965 -0.688546 0.156661 -0.652225 0.164336 1.150496 -1.389982 -0.834274 -0.394616 -0.014356 -1.145344 0.677092 0.376931 1.883855 0.178389 1.003916 -0.271058 -0.450867 1.087007 -2.233481 1.972970 1.496431 0.702732 -1.121660 -1.113360 0.374008 -0.138879 0.499624 -0.277627 0.110447 -1.860559 -0.412050 1.891394 0.247162 -0.391691 -0.871016 -0.641136 1.435402 NA -1.488621 -0.348379 -2.224895 1.139232 NA 0.546067 -1.217032 0.194567 -0.090287 2.157750 -1.677150 -0.175746 -0.170848 0.440557 -1.179293 -1.154106 4.963387 0.000000
