N=100
P=40
R=2
1 -1.330776 -1.675051 0.362078 NA NA 1.317016 -0.729399 NA 0.704816 -0.222963 -0.531975 0.510430 -0.051141 NA -0.475285 0.034859 -1.614785 -1.924689 NA -0.841166 -0.556820 0.423279 0.724781 0.607942 -0.972773 -0.215678 1.257514 1.113419 1.244903 -0.004450 -0.794247 -1.387691 1.276908 0.918302 -0.034671 NA -0.636277 -1.313155 -1.594296 -1.435098 1.008353 0.000000
2 0.350448 0.896476 -0.392231 1.268974 NA 0.721389 0.393375 1.456165 0.311435 -0.652768 1.919392 0.310982 0.859068 -0.584039 0.175878 -0.343628 0.105804 NA -1.955968 NA -0.541964 0.242512 -0.011977 1.319004 -0.579708 -0.803593 0.664682 0.788471 NA 0.849108 -1.552359 0.946595 0.777264 -1.257631 -0.388436 -1.746686 1.493152 1.177961 0.604793 0.780434 3.303198 0.000000
3 -0.372589 -1.395073 0.099334 -0.175961 -1.035262 1.017501 -0.845886 1.065918 0.052237 -0.791011 -1.004014 0.254888 -0.168433 0.623696 1.779721 -0.211877 0.975859 0.367425 -0.762786 0.512296 -1.048535 0.183964 -1.069333 0.368371 0.061074 0.411081 0.801391 -1.532384 1.008760 0.225160 -0.352246 0.260949 -1.871078 -1.208758 NA -0.585330 -1.488201 -0.203225 -1.086622 -1.284843 10.293460 0.000000
4 -0.725654 -0.345926 0.490565 0.556763 0.438008 0.210705 -2.611556 -0.625721 -0.947443 -0.795285 -2.432316 -0.312502 -0.923728 -0.006526 1.128549 0.308100 0.031235 -0.720680 0.619106 -1.121269 -0.218868 NA 0.245714 -0.897729 1.404322 -2.594082 -0.255226 0.353790 1.785911 1.720326 0.908774 -0.559448 1.943766 -0.510991 0.104823 1.486426 0.868157 1.377270 0.086544 -0.017818 0.091775 1.000000
5 -0.210159 0.226377 1.407312 0.331582 -0.181375 0.687304 0.128208 -0.380640 -0.830513 -0.185271 1.375801 NA -0.498617 0.944612 -0.136850 0.697350 0.423511 -1.612146 0.058969 1.874277 -0.277289 0.345867 -0.188013 1.621808 0.797258 -0.266879 1.488150 -2.827304 -0.956989 -0.032353 2.547145 -2.154584 -0.330777 0.925993 -0.072038 -0.201462 -0.309625 -0.823706 1.432156 -1.195208 0.090342 1.000000
6 -0.986728 0.419074 NA -0.371834 0.383998 -0.705249 -0.073358 -0.820372 -0.379312 NA -0.961616 -1.403114 1.032624 -1.587081 2.219930 -0.767251 0.235325 1.418363 1.233484 NA -0.521328 -0.229260 -0.039125 0.759217 0.187697 1.164790 NA 0.494072 0.631661 -0.997300 -1.687414 1.197183 -1.186318 -0.646346 NA -1.305374 0.156764 0.338331 -0.579060 1.133381 1.947576 0.000000
7 -1.462388 0.536120 2.007830 1.368420 -1.447954 1.617648 1.228778 -1.554674 -0.158671 0.124115 -0.892155 0.003531 0.353292 0.571488 1.311087 -0.273500 -0.048943 0.594001 0.387689 1.475469 0.309845 -1.685611 1.873938 -1.085457 -2.034335 -1.448505 1.738331 -1.203339 -0.690419 0.416722 0.102866 0.786919 1.662676 -0.477723 0.450853 -0.779647 -0.629822 0.063163 -0.928183 -0.683455 1.105630 1.000000
8 -2.834941 0.200096 -0.982668 -0.918888 0.252217 -1.768478 -0.111329 0.082300 -0.515889 0.445224 0.959221 -0.025251 -1.724630 0.078106 0.071862 0.795943 -0.059848 0.479352 -1.012758 0.268398 -0.063859 0.144336 -0.411703 -1.553760 -1.371863 1.321145 0.345991 -0.708496 1.279087 -0.983373 0.696614 -0.537818 -1.218808 -1.689156 0.656304 0.744047 -0.904936 -2.275881 -2.025069 -1.358318 2.635042 0.000000
9 NA 1.481639 -1.707720 -0.366933 0.789976 -0.120270 -0.933992 0.382397 0.709622 -1.378499 -1.300045 -1.621500 -0.498487 -0.773220 0.999076 0.817692 0.631122 0.212047 1.604714 0.985830 -0.125324 0.037156 -0.940934 -0.532683 -0.119789 0.009697 0.291436 -1.217324 -0.550927 0.745047 -0.635950 0.215174 -1.236481 0.814878 -1.393049 -0.402547 -1.147697 1.596734 -0.017384 0.022098 0.225081 1.000000
10 0.131714 0.623206 -1.534181 -0.633992 -0.465513 0.288088 -1.251802 0.736863 -2.558465 1.149569 -0.324494 -0.356208 0.925500 0.886868 0.459131 0.526700 0.153742 -0.829918 0.005367 -0.062733 -1.192980 -0.916557 0.141751 0.790840 -0.070933 -0.373271 0.070231 0.091418 0.185326 -0.071805 -0.971558 0.338046 -0.126506 -0.400640 -1.235098 -1.171686 0.869778 0.191477 -0.316782 -0.272825 0.932867 1.000000
11 1.319134 -0.060603 0.229993 NA 0.140742 -1.054427 0.479122 0.424666 0.442782 1.256513 1.700033 -0.924146 0.206189 0.038059 0.391544 -0.603688 1.139722 -0.651416 -1.076379 0.921069 NA -0.340739 -0.573722 0.490412 -1.159138 -0.704349 0.771706 -0.288355 0.419287 1.622267 NA -0.438656 1.835640 -0.508697 0.111882 0.380219 0.159806 -0.728180 0.294691 1.397825 1.771806 0.000000
12 -1.148299 -0.064830 1.145015 -1.310924 -1.701887 0.599382 1.459550 -1.104307 0.481426 0.452554 0.111082 -0.581914 1.595000 -0.326352 -0.931374 -0.918499 NA -0.241236 1.039977 0.132632 0.000620 -1.306524 -0.920546 1.002729 -1.320568 -1.336746 0.141436 NA 0.724548 NA 0.503295 -1.452443 1.549680 -0.894965 NA -1.197335 -0.859630 0.148169 -0.054450 1.244606 10.472795 0.000000
13 0.193109 -0.445023 -0.421760 0.229590 1.643517 0.907623 0.628446 0.726402 0.798501 1.034591 NA -0.712831 NA -1.450647 -0.901385 NA 1.021727 NA -0.785864 1.485194 0.640761 0.449363 -0.980634 -1.047593 -0.136368 -0.833970 -1.229483 -0.039388 -0.948291 0.773146 -0.307477 0.420223 -0.799142 -0.433891 -0.202769 -0.398081 0.764083 NA -0.401886 1.323471 0.416212 1.000000
14 0.901809 2.173389 -0.350270 1.601427 -0.585635 1.365401 -1.683399 -0.580715 0.385357 -0.131240 -1.104133 -0.915429 -1.989694 -0.916601 1.926919 1.779044 -1.268982 0.705376 1.108087 0.214893 1.171223 -0.172064 -1.418578 0.409421 0.601374 -1.010162 -0.692143 1.994031 -0.495371 1.204617 0.979012 0.972504 -1.193775 -0.689112 -0.149615 0.364762 0.394305 -0.825550 NA -0.887281 1.157582 1.000000
15 -0.012852 -0.500991 0.367362 1.442826 0.253450 0.604126 0.902731 0.420510 0.580524 0.531808 0.548555 -0.269865 1.620997 -2.177178 0.373449 -0.877728 -0.134671 0.412772 -0.471290 -0.850036 2.672755 1.043205 0.167039 -0.549352 -1.285091 0.428089 1.072840 1.242087 -0.011391 -0.608429 2.002881 -0.656750 -0.224867 0.664926 -0.635375 -0.847683 -0.334158 0.363306 -0.908181 -0.883403 1.802329 0.000000
16 0.054795 -0.835207 -0.372420 0.898787 -2.439027 0.366368 -0.970675 1.074240 -0.357598 -0.134772 -1.799877 0.788337 -0.553710 0.613905 1.886364 0.199890 -1.811536 -0.197891 1.189595 0.334757 -1.370356 -2.454501 NA -3.319692 NA -0.806187 -1.916258 NA -0.643626 -1.312442 -1.485584 -0.311562 -0.973420 -1.822296 1.527824 -1.162478 -1.334683 1.363534 -0.248709 NA 4.684788 0.000000
17 -0.443978 0.167709 -0.069617 -1.751065 0.057282 0.154655 1.601658 0.678698 1.305658 1.183570 NA -1.248882 1.605103 -0.606884 0.854588 -0.315796 -0.733781 -0.460214 -0.448861 -0.508668 -0.083252 -2.097273 -1.691901 1.053445 0.757790 0.564032 -0.326924 0.099395 -0.494190 -0.251617 1.230515 0.890411 -0.664087 -0.163836 -0.128165 -0.052895 -0.502461 0.967024 0.597290 0.746225 3.440711 0.000000
18 0.207404 -2.024810 -0.419230 0.597227 1.800654 NA 0.483620 -0.133648 0.586166 1.331109 -0.590878 -1.723284 NA -0.914712 0.116505 0.550521 0.310641 0.428920 -0.555171 1.501773 -1.552326 0.690905 0.521401 -1.271665 -0.234429 0.449192 0.997154 1.133403 0.259141 -0.077535 2.276558 -0.645162 0.537447 -1.339255 1.469472 -0.727797 -0.820278 0.167792 -1.857223 0.778437 3.391707 1.000000
19 0.557842 2.068813 1.584688 -0.196087 0.030876 NA -0.332843 1.321732 -0.477709 -0.584080 1.507154 1.478144 1.568754 0.168795 1.966592 0.682329 -0.653711 -0.390863 0.879854 1.202413 -0.763133 2.924562 -0.216969 0.853228 0.266017 0.108321 0.173032 0.462834 -0.005473 -1.729781 -2.669738 1.168479 0.143404 -0.817120 2.161319 0.416353 -0.908478 -1.397801 1.729995 -0.775236 0.522935 1.000000
20 -0.067857 -0.176683 0.399798 -0.863936 -0.794671 -0.785635 0.460670 0.906870 0.584816 -1.273777 NA -0.223643 -1.056637 0.012409 -1.765982 0.776630 0.934682 -1.635949 1.527681 0.782704 0.882316 -0.069519 -0.203507 -1.114547 -0.944087 -1.597600 0.134694 -0.122520 -0.247717 0.229817 1.551748 0.886534 -0.280533 0.442370 -0.713865 -0.993972 NA 0.775222 -0.549120 0.830024 0.874993 1.000000
21 NA 0.209568 0.292981 -1.525421 1.074527 0.599650 0.052623 -0.378948 0.385383 -1.448300 0.771668 0.632208 -1.628403 1.035523 1.466096 1.547490 0.289309 -0.738170 -0.139152 -1.680305 -1.061510 1.087363 0.798336 0.828741 -0.357946 0.966449 -0.143436 1.341931 0.454620 1.508840 -1.373765 1.132553 -0.382130 -0.256688 -0.929481 0.111903 1.804086 -0.237429 -0.709832 0.272120 1.346549 1.000000
22 -0.385716 -1.414823 0.055327 -0.194242 0.299387 -1.316267 2.533254 -1.085407 -1.509677 -0.940947 1.922035 -0.001368 -0.818063 -0.806536 1.342155 0.185929 -0.806932 0.710465 -1.138537 0.915806 -1.194776 0.783252 -0.331185 -1.344615 -1.334010 -0.158549 -0.696383 -3.069496 1.080130 1.425327 0.271187 NA 0.099472 1.091322 -0.444019 -0.099810 0.688375 -0.783528 0.285171 0.702405 1.060466 1.000000
