active=50: F_T=0.972800, F_V=0.560400
active=49: F_T=0.971000, F_V=0.559800
active=48: F_T=0.971600, F_V=0.564200
active=47: F_T=0.970400, F_V=0.568400
active=46: F_T=0.970000, F_V=0.563000
active=45: F_T=0.970400, F_V=0.578600
active=44: F_T=0.969200, F_V=0.580800
active=43: F_T=0.971000, F_V=0.586200
active=42: F_T=0.967200, F_V=0.584600
active=41: F_T=0.967000, F_V=0.588200
active=40: F_T=0.965200, F_V=0.593600
active=39: F_T=0.964400, F_V=0.604400
active=38: F_T=0.966800, F_V=0.615400
active=37: F_T=0.965800, F_V=0.612600
active=36: F_T=0.964600, F_V=0.621400
active=35: F_T=0.960600, F_V=0.625400
active=34: F_T=0.960600, F_V=0.630200
active=33: F_T=0.958800, F_V=0.632000
active=32: F_T=0.960000, F_V=0.635800
active=31: F_T=0.959000, F_V=0.652000
active=30: F_T=0.956000, F_V=0.650200
active=29: F_T=0.950000, F_V=0.658600
active=28: F_T=0.950600, F_V=0.659400
active=27: F_T=0.948400, F_V=0.672200
active=26: F_T=0.946800, F_V=0.679000
active=25: F_T=0.943400, F_V=0.681200
active=24: F_T=0.937800, F_V=0.683600
active=23: F_T=0.940600, F_V=0.685400
active=22: F_T=0.933000, F_V=0.690000
active=21: F_T=0.923200, F_V=0.688000
active=20: F_T=0.919800, F_V=0.696600
active=19: F_T=0.917400, F_V=0.714200
active=18: F_T=0.907200, F_V=0.706600
active=17: F_T=0.903000, F_V=0.716400
active=16: F_T=0.892200, F_V=0.724600
active=15: F_T=0.880000, F_V=0.722000
active=14: F_T=0.888400, F_V=0.716800
active=13: F_T=0.874800, F_V=0.730000
active=12: F_T=0.850000, F_V=0.713000
active=11: F_T=0.827400, F_V=0.707400
active=10: F_T=0.821400, F_V=0.712600
active=9: F_T=0.832600, F_V=0.716600
active=8: F_T=0.843400, F_V=0.760400
active=7: F_T=0.820600, F_V=0.729200
active=6: F_T=0.804800, F_V=0.720600
active=5: F_T=0.767200, F_V=0.692800
active=4: F_T=0.709400, F_V=0.674000
active=3: F_T=0.702000, F_V=0.675200
active=2: F_T=0.709600, F_V=0.704000
active=1: F_T=0.677400, F_V=0.684400
active=0: F_T=0.520000, F_V=0.480000
