active=60: F_T=0.995000, F_V=0.665600
active=59: F_T=0.994400, F_V=0.659200
active=58: F_T=0.995600, F_V=0.671800
active=57: F_T=0.993000, F_V=0.667200
active=56: F_T=0.993200, F_V=0.664600
active=55: F_T=0.989600, F_V=0.676800
active=54: F_T=0.991000, F_V=0.679800
active=53: F_T=0.990400, F_V=0.685200
active=52: F_T=0.988000, F_V=0.696800
active=51: F_T=0.988200, F_V=0.699200
active=50: F_T=0.986200, F_V=0.703600
active=49: F_T=0.984000, F_V=0.714400
active=48: F_T=0.984200, F_V=0.720200
active=47: F_T=0.982000, F_V=0.720800
active=46: F_T=0.985000, F_V=0.727200
active=45: F_T=0.983600, F_V=0.723400
active=44: F_T=0.980600, F_V=0.730600
active=43: F_T=0.982600, F_V=0.753600
active=42: F_T=0.977000, F_V=0.742800
active=41: F_T=0.979400, F_V=0.759000
active=40: F_T=0.976000, F_V=0.764200
active=39: F_T=0.979600, F_V=0.770400
active=38: F_T=0.978800, F_V=0.761000
active=37: F_T=0.978000, F_V=0.777600
active=36: F_T=0.980000, F_V=0.777400
active=35: F_T=0.983400, F_V=0.776000
active=34: F_T=0.976600, F_V=0.769800
active=33: F_T=0.975000, F_V=0.782000
active=32: F_T=0.976000, F_V=0.793000
active=31: F_T=0.972400, F_V=0.796000
active=30: F_T=0.975400, F_V=0.794600
active=29: F_T=0.972800, F_V=0.809400
active=28: F_T=0.971600, F_V=0.804800
active=27: F_T=0.969000, F_V=0.811200
active=26: F_T=0.968600, F_V=0.802200
active=25: F_T=0.971600, F_V=0.818600
active=24: F_T=0.968200, F_V=0.814400
active=23: F_T=0.964200, F_V=0.818200
active=22: F_T=0.970600, F_V=0.828000
active=21: F_T=0.966000, F_V=0.823000
active=20: F_T=0.962600, F_V=0.832000
active=19: F_T=0.953800, F_V=0.827000
active=18: F_T=0.953400, F_V=0.831600
active=17: F_T=0.947600, F_V=0.849200
active=16: F_T=0.942800, F_V=0.836400
active=15: F_T=0.941200, F_V=0.844000
active=14: F_T=0.943400, F_V=0.856600
active=13: F_T=0.937400, F_V=0.846600
active=12: F_T=0.904600, F_V=0.847400
active=11: F_T=0.894000, F_V=0.833200
active=10: F_T=0.899200, F_V=0.830000
active=9: F_T=0.873200, F_V=0.815400
active=8: F_T=0.855600, F_V=0.781000
active=7: F_T=0.832400, F_V=0.769800
active=6: F_T=0.824800, F_V=0.758800
active=5: F_T=0.783400, F_V=0.739800
active=4: F_T=0.815600, F_V=0.779400
active=3: F_T=0.781000, F_V=0.728400
active=2: F_T=0.699000, F_V=0.659000
active=1: F_T=0.657000, F_V=0.638400
active=0: F_T=0.520000, F_V=0.480000
