N=50
P=20
R=2
1 -0.075324 NA 0.598400 -0.625151 0.379757 -0.514409 0.947089 -0.080868 1.388259 -0.041898 0.584134 0.565252 0.812999 0.804777 1.522056 1.120345 1.241710 1.893611 0.706510 0.193743 1.810551 1.000000
2 -0.278471 -0.123770 -0.188479 -1.098453 0.346086 -1.836067 -0.758175 1.505406 0.336414 -0.697363 2.201685 1.242489 0.251062 0.070428 -1.592453 1.584076 1.184826 2.157061 NA -1.403157 0.332569 1.000000
3 -0.100353 -1.354524 -0.248207 0.265132 -0.502499 0.038888 NA -1.329490 -0.227406 0.807207 -1.896116 -0.669167 -1.081235 -0.408241 -0.983427 -1.744441 -0.981186 -0.619028 1.024309 2.509815 6.938531 0.000000
4 0.692764 -0.880632 1.394740 -0.693874 -1.313694 -2.502376 0.056622 -0.599734 -0.408183 0.438460 -1.186317 -0.377151 0.707665 0.608981 -0.889437 NA 0.275470 0.323553 -0.596588 0.531206 0.457400 1.000000
5 -0.717847 -0.944734 0.021720 -0.420753 1.298198 0.868790 -0.559017 -0.222656 -1.194307 -0.972500 -1.573361 -1.662153 1.200037 -1.656127 0.476981 0.510655 1.082754 -0.165897 -0.132848 -1.380473 1.922128 1.000000
6 0.099647 0.123232 2.396412 1.927249 -1.196862 -1.037004 1.291694 1.461981 -0.840581 -0.909628 -2.156276 0.211651 0.147005 1.064351 -0.725708 -0.673959 1.721546 -1.034594 1.255945 -0.131215 0.465602 1.000000
7 1.438846 -0.768275 0.266637 NA -0.914817 -0.601664 1.222829 1.279927 0.177694 1.581614 -0.361577 NA -1.020176 -0.447248 0.007792 -0.482703 -1.694289 -0.072833 -0.018177 0.166709 2.144522 0.000000
8 2.182542 -0.912591 -1.087253 0.944674 -0.046732 NA -0.085095 -0.758182 1.259680 1.371870 0.502155 0.256023 -0.235299 0.675203 NA 0.583697 -0.581954 -1.767409 0.308615 -0.204793 0.690316 1.000000
9 0.549748 1.298223 -0.068568 1.359386 0.061284 0.433961 2.454977 -2.489537 -0.648476 1.275124 0.149149 -0.553496 0.619459 0.903941 0.205135 0.673331 0.128052 0.428546 NA -0.697825 0.543161 1.000000
10 -0.563299 -0.253349 -0.203094 -0.486325 0.894349 0.447206 1.300454 1.600992 NA 0.431943 -0.343809 -1.880830 -0.570437 0.057195 -1.475155 0.048511 -1.630953 -1.023929 0.612063 -0.064673 7.315838 0.000000
11 -0.953510 -1.802168 0.745589 0.703704 0.249797 -1.970366 -0.683031 0.771341 1.010661 0.386660 1.424702 -0.646856 2.053673 -0.251785 0.578932 -1.899294 1.354082 -1.852694 0.132004 NA 7.010015 0.000000
12 0.282942 0.949265 2.091368 -0.887013 0.302364 -1.024602 0.282046 -0.281232 0.770429 NA -1.715163 0.541775 0.429987 0.943656 2.738554 1.313649 -0.320796 -0.614054 -0.852532 -1.646619 1.696752 1.000000
13 -1.691453 -1.062767 NA -0.311291 -1.563445 0.241708 -0.583751 0.899701 0.575983 -0.056855 0.556574 0.082337 2.845175 0.833586 NA -0.391240 2.192591 -1.060410 0.331241 -0.263535 5.647658 0.000000
14 0.734726 1.473960 -0.181384 -1.078516 1.464645 0.521552 0.368727 -0.826637 0.221139 0.801629 -0.735122 -1.082503 -0.220723 1.566084 -0.183063 0.843470 NA -1.094002 -1.656400 -0.397781 7.538886 0.000000
15 -0.414200 0.420682 -0.882884 0.862473 -0.714962 -0.284069 -0.255458 -0.691840 0.761961 -0.549742 1.543089 0.933371 -0.720980 2.312112 0.110618 0.547419 NA 0.570585 -0.197719 0.478070 0.244378 1.000000
16 0.246840 -0.310699 -0.294137 -2.034145 1.248208 -0.246556 -0.757154 -1.297125 0.116269 0.755307 0.497054 1.649509 0.954087 0.135329 -0.340565 0.879418 -0.633665 -0.452105 2.074006 1.248915 0.596038 1.000000
