N=100
P=10
R=2
1 -0.873074 0.101557 0.031713 -1.363621 -1.274144 0.707946 -0.369347 0.092070 0.149858 0.071181 2.105427 1.000000
2 1.285852 1.022530 2.876686 -0.089919 2.142846 -0.446617 0.476880 0.613265 0.801879 1.032223 9.446287 1.000000
3 -1.690219 0.065774 2.108597 -0.322352 -0.146795 -0.338845 0.111784 -0.496745 1.337487 0.115770 3.427393 1.000000
4 0.497391 -0.343230 -2.012845 -0.306188 -0.211718 -1.839871 -1.072252 2.821575 2.273359 -0.343119 3.256378 1.000000
5 1.243816 -0.131876 -0.509663 1.618033 -0.970269 0.966838 -0.931985 -0.746365 0.374080 -0.214975 0.202308 1.000000
6 0.932169 -0.975379 0.019596 0.832568 -0.413294 -0.918128 -1.680362 0.006888 -1.444456 -1.825912 0.625956 1.000000
7 1.307372 -0.644227 0.457314 0.295077 -0.045337 -1.910294 -0.019402 -0.493669 1.324820 1.246707 17.933252 1.000000
8 1.209458 1.225288 -0.361825 0.044208 0.306157 -1.687359 0.114465 -0.642196 0.165478 0.032481 1.189478 1.000000
9 -0.593099 0.002435 -1.042834 -0.159806 0.735903 0.363446 -0.716571 0.317242 -1.130164 -0.855142 0.129523 1.000000
10 -1.426266 -0.069010 0.194292 1.298321 -0.303596 0.164381 1.173522 0.094792 0.104901 -0.109379 4.772986 1.000000
11 -2.404798 -0.498055 0.382982 1.555971 1.711357 0.053320 -1.404280 0.342360 -0.992752 -0.794381 0.054875 1.000000
12 -0.215814 -0.154441 0.043590 -0.177308 0.693177 1.417842 -1.092402 1.280136 -0.359346 1.178586 10.908244 1.000000
13 -0.885824 0.510770 -0.914356 0.197519 0.540172 1.165424 -1.961491 -0.156889 -0.185887 -1.291829 0.879918 1.000000
14 1.855496 1.428933 -0.365101 -0.925064 1.392131 2.183861 -0.412491 0.347046 0.921388 2.162613 1.123148 1.000000
15 0.371444 0.675842 -0.899453 -0.071505 0.676137 -0.536910 -0.820052 0.814521 0.056535 0.834848 9.458518 1.000000
16 -0.051900 1.032707 2.289406 0.058016 -0.115000 1.108851 -0.208845 0.025950 0.605213 -0.431085 2.304114 1.000000
17 0.357039 -0.013671 -0.328595 -0.716425 -0.560930 -1.245198 -0.795766 -0.280345 -0.708179 -0.651485 1.537537 1.000000
18 -0.285111 -1.062854 2.309193 -0.607644 1.516855 0.107709 0.409570 -0.862831 -1.411547 0.947892 0.276791 1.000000
19 -0.139927 -1.112948 -0.070876 -1.843032 -0.624948 -1.144608 2.978500 -0.277899 -0.880806 -0.969509 4.490228 1.000000
20 1.855976 -1.158304 1.761419 -0.491158 0.145959 0.677648 1.759682 0.495887 0.562328 0.060376 10.433872 1.000000
21 -1.052755 0.717699 -0.525110 -0.368716 -0.709825 -0.408237 -0.934464 -0.645888 -1.423826 0.519963 1.271034 1.000000
22 1.504523 -1.243934 -0.138872 -0.478278 2.404073 0.675204 -0.084956 -1.585611 0.129837 0.453497 1.325301 1.000000
23 -0.430718 0.099000 1.384009 0.456631 1.449965 0.717648 -0.538919 -1.044340 0.009610 1.485058 0.956238 1.000000
24 -0.766169 0.130943 -0.257578 0.036070 -1.108247 -0.141211 -0.695720 -0.902968 -1.046066 0.978031 3.035695 1.000000
25 1.408267 -0.533270 0.359031 0.787219 0.750472 -1.536006 -0.759779 -0.282442 0.248526 0.051393 0.007592 1.000000
26 -0.816969 1.528492 -0.702450 4.001798 0.354694 -1.272604 -1.199708 1.141868 1.467448 0.714954 0.286160 1.000000
27 0.387352 -1.416276 2.887473 0.014459 -0.014809 1.985502 0.312392 -0.219956 0.090795 -0.948710 2.962671 1.000000
28 -0.191085 -0.885962 1.825671 -0.315128 -1.854414 -0.461447 0.978377 2.084051 1.182192 0.840216 21.464316 1.000000
29 -0.733145 0.267672 -1.375744 1.129984 0.102503 0.832415 1.600092 1.792826 -0.008715 -0.400641 8.771264 1.000000
30 2.093245 -0.807839 0.048702 -0.263674 -0.568858 0.435127 -1.773579 -0.353230 0.824357 0.064619 1.789146 1.000000
31 0.846030 0.539018 -0.177507 0.356039 -0.044804 -1.194802 -1.732146 0.040452 -0.221738 -0.766979 0.320623 1.000000
32 0.641412 -0.312671 0.601286 0.551823 1.150901 -1.167689 0.894741 -0.041219 0.023443 -0.170405 1.010236 1.000000
33 0.351869 -0.390570 -0.091780 0.316360 -1.046948 -1.592580 -1.046111 -0.102271 1.149854 -1.471843 1.881474 1.000000
34 0.930906 -1.796748 1.689531 -0.787943 -0.053264 -2.291867 0.038082 0.366495 -0.018238 0.048690 0.798869 1.000000
35 -0.885107 -0.997287 -0.038588 1.363245 -0.123003 -1.942132 -0.404001 -1.661205 -0.933546 -0.427688 0.520893 1.000000
36 -0.154877 0.012837 1.410086 -0.591742 -0.242936 1.176656 0.502387 0.467290 -0.697647 -1.105996 0.564492 1.000000
37 0.937990 0.625151 -0.232567 -0.274891 0.364023 0.393785 0.240783 -1.012502 -0.467689 -2.029166 0.347729 1.000000
38 -0.401998 2.919528 0.315742 -0.670945 2.415359 -1.396946 1.967135 -0.249111 -0.804439 -1.381960 0.051510 1.000000
39 -0.553091 -1.934134 -0.052919 -0.743625 -0.125472 -0.042054 0.354360 0.438573 1.243118 -0.537977 1.403821 1.000000
40 -0.091328 -1.106724 0.806412 1.261975 0.090455 0.585391 0.597265 -1.429642 -0.561062 0.546464 2.840974 1.000000
41 0.768979 0.662179 -1.458400 -1.078911 2.219308 1.204611 1.707825 -1.102264 -0.338260 -0.105274 0.449501 1.000000
42 -0.255815 3.033758 0.061485 0.188149 -0.037514 -0.986091 1.281479 0.563117 0.891467 -2.394772 1.063865 1.000000
43 0.468916 0.500745 0.023927 -1.459172 0.908288 0.800565 -1.098153 -0.689594 0.588792 1.111979 0.263867 1.000000
44 0.028458 -0.246028 -0.388421 -1.088793 1.252160 -0.429424 -0.329930 1.290923 0.068640 0.822007 8.909900 1.000000
45 0.497161 0.898262 0.123461 -2.667580 -0.498209 0.353245 -0.020528 1.303511 -1.640506 -1.126112 4.373880 1.000000
46 0.868639 0.247052 -0.486126 0.244755 1.459194 0.571109 -0.581023 0.344139 -0.066035 1.476727 1.232300 1.000000
47 0.512257 0.279162 0.062274 1.285002 -1.958814 -1.491994 0.892322 0.816140 -1.196329 -0.025413 8.205898 1.000000
48 -1.813206 0.035044 -0.020381 -0.521167 1.585768 1.549740 -0.023949 1.588965 0.055049 0.262353 2.469844 1.000000
49 0.971088 -1.011835 -0.727465 0.929590 0.202446 0.163728 0.467438 -0.456036 1.363774 -0.457303 3.852601 1.000000
50 -0.275950 0.653464 0.395647 -0.451306 0.346197 -2.555439 0.868094 -0.680183 -0.176436 1.359457 17.128361 1.000000
51 0.237831 -1.303915 0.730458 0.488030 0.554794 0.430249 -1.304315 0.917561 -1.022126 -0.053333 0.799715 1.000000
52 -0.909854 0.406184 -1.699350 -0.273802 -1.311903 0.869327 -0.390377 1.550859 1.773826 1.030846 8.488439 1.000000
53 0.430942 -2.017048 -0.780052 0.918629 0.933270 -0.278995 0.589432 2.082380 0.269820 0.301338 10.327444 1.000000
54 -0.039345 1.457292 1.063269 0.704261 -0.742228 -0.308270 -0.802157 -1.062244 -0.715773 -0.146134 3.275083 1.000000
55 0.562490 -2.041062 -0.582575 0.398605 0.144980 -1.655059 -1.533795 -1.041707 -0.946694 0.563958 1.493901 1.000000
56 -0.120764 -0.981471 0.794247 -0.313690 -0.751444 0.355906 0.103955 -1.615347 -1.642820 -1.304524 1.115615 1.000000
57 -0.633447 -0.003315 0.086723 0.994623 0.979670 -0.606930 0.089157 -0.610158 1.364472 0.767085 2.836547 1.000000
58 -0.767325 -0.024985 -1.909961 -1.001767 1.785206 -0.368081 -1.890977 0.430771 -0.210231 -1.932229 0.512221 1.000000
59 0.006252 -0.818975 0.094026 -0.084993 1.813353 -2.465922 0.836977 1.637859 0.889857 -1.861802 1.678182 1.000000
60 -0.113651 1.575421 -0.293943 0.440357 0.712520 1.673177 -0.041698 0.120281 -0.245257 -0.581270 3.054147 1.000000
