covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.012512, stdev=0.991433, range=[-2.110041,2.568210], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.178712, stdev=0.930021, range=[-2.373196,2.243344], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.069663, stdev=1.162899, range=[-3.082945,2.856328], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.099479, stdev=1.030597, range=[-1.814556,2.794159], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.001028, stdev=0.851131, range=[-2.224533,1.869581], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.110304, stdev=0.860545, range=[-2.782534,2.370865], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.039257, stdev=1.079667, range=[-2.216008,2.506610], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.043938, stdev=1.014259, range=[-2.314654,3.246748], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.045268, stdev=1.061380, range=[-2.567342,2.687067], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.178226, stdev=0.916771, range=[-2.352291,3.448564], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.001382, stdev=0.941378, range=[-2.330078,2.510157], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.132327, stdev=1.109481, range=[-2.519241,2.714074], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.037997, stdev=1.066525, range=[-3.666041,2.759291], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.042670, stdev=0.910142, range=[-2.232819,2.699686], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.177297, stdev=0.994552, range=[-2.365415,2.311908], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.088353, stdev=1.004188, range=[-2.551566,2.417917], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.072983, stdev=0.981755, range=[-3.122526,2.519143], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.000304, stdev=0.917233, range=[-2.119478,2.432397], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=-0.127800, stdev=1.017526, range=[-2.986735,2.304620], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.043115, stdev=1.120428, range=[-2.668244,2.926030], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.042501, stdev=0.978883, range=[-2.713783,2.941545], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.161217, stdev=0.866540, range=[-2.492472,2.261752], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.007776, stdev=1.004094, range=[-2.516012,2.603908], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.005585, stdev=0.926082, range=[-2.379000,2.491498], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=0.036776, stdev=0.984635, range=[-1.724742,2.725169], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.026907, stdev=0.951775, range=[-3.311963,2.140672], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.038985, stdev=0.916694, range=[-1.984671,2.318748], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.041848, stdev=1.051132, range=[-2.744589,2.306994], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.029470, stdev=0.889274, range=[-2.187052,2.665082], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.070334, stdev=1.047900, range=[-2.420368,2.792891], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.076232, stdev=0.870818, range=[-2.479921,1.751086], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.053276, stdev=1.057943, range=[-2.483053,2.810265], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.081067, stdev=0.962162, range=[-2.617417,2.252430], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.015110, stdev=0.981906, range=[-1.804650,2.914377], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.059085, stdev=0.995229, range=[-1.704360,3.543492], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.027593, stdev=0.914434, range=[-1.985155,2.098230], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.033674, stdev=0.914793, range=[-2.527045,2.198832], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.079607, stdev=1.080449, range=[-2.169652,2.215294], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.181670, stdev=0.949737, range=[-2.190467,2.710691], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.063553, stdev=0.979926, range=[-2.215857,2.127734], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.072633, stdev=1.117821, range=[-2.342957,2.665877], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=-0.230797, stdev=0.989154, range=[-2.674345,1.695169], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.004009, stdev=0.912746, range=[-1.991120,2.763087], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.165581, stdev=0.983099, range=[-2.607139,2.178597], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.177981, stdev=1.036575, range=[-2.120693,2.359199], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.146682, stdev=1.040116, range=[-2.374763,2.243137], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.099236, stdev=0.860485, range=[-2.124145,2.023881], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.010730, stdev=0.913539, range=[-2.412870,1.952816], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=-0.035250, stdev=0.901047, range=[-2.730201,2.179368], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=0.130607, stdev=0.861367, range=[-2.124748,1.630942], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.026305, stdev=1.015510, range=[-2.802071,2.625172], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.103299, stdev=0.912641, range=[-2.487887,2.476544], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.012237, stdev=0.939640, range=[-1.917798,2.910456], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.037228, stdev=1.122172, range=[-2.992080,2.549214], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.079687, stdev=0.965048, range=[-2.567492,2.424154], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.069793, stdev=0.925557, range=[-2.094137,2.473385], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.090981, stdev=0.927354, range=[-2.001116,2.578868], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.043360, stdev=0.943536, range=[-1.898383,2.755160], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.163992, stdev=0.923047, range=[-2.124633,1.842492], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.022093, stdev=1.171612, range=[-2.383064,3.010400], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=0.034691, stdev=1.108386, range=[-2.110853,2.751964], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=0.048371, stdev=0.955584, range=[-3.135928,2.018160], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=0.065716, stdev=1.054527, range=[-2.476682,2.580997], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.056799, stdev=1.025290, range=[-2.208848,2.949266], active=1
