covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.136029, stdev=1.018504, range=[-2.778968,2.386837], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.010646, stdev=1.021477, range=[-3.127696,2.736511], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.000500, stdev=1.006271, range=[-2.633557,2.908135], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.140881, stdev=1.078553, range=[-2.561976,2.806509], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.080968, stdev=0.891253, range=[-2.482668,2.460949], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.001447, stdev=0.875241, range=[-2.950260,2.236129], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.006900, stdev=0.934777, range=[-2.798223,2.460731], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.074313, stdev=0.869900, range=[-1.853726,2.477860], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.120751, stdev=1.021184, range=[-2.793241,2.334222], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.092297, stdev=0.984593, range=[-2.191160,2.496857], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.122887, stdev=0.935189, range=[-2.508144,2.230508], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.090468, stdev=0.961741, range=[-1.924690,2.515487], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.123339, stdev=1.031525, range=[-3.073629,2.653903], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.170206, stdev=1.176670, range=[-2.348030,3.172565], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.107882, stdev=1.035629, range=[-3.161674,2.767630], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.067898, stdev=0.975377, range=[-2.778149,2.700074], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.080968, stdev=1.030813, range=[-2.470719,2.141030], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.093756, stdev=1.002701, range=[-2.702035,2.881692], active=1
