covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=-0.266350, stdev=0.988069, range=[-2.226723,1.737580], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  50, average=0.189189, stdev=0.831129, range=[-1.783129,2.373309], active=1
covariate 3:   name=covariate3, type=float, missing=  3 of  50, average=-0.101764, stdev=1.139619, range=[-2.443697,2.657448], active=1
covariate 4:   name=covariate4, type=float, missing=  1 of  50, average=-0.191221, stdev=0.969182, range=[-2.187672,2.263492], active=1
covariate 5:   name=covariate5, type=float, missing=  2 of  50, average=-0.138062, stdev=0.940592, range=[-2.075885,2.195714], active=1
covariate 6:   name=covariate6, type=float, missing=  8 of  50, average=-0.043051, stdev=0.984320, range=[-2.250920,1.965690], active=1
covariate 7:   name=covariate7, type=float, missing=  2 of  50, average=-0.011700, stdev=0.956219, range=[-1.801125,2.000628], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of  50, average=0.048132, stdev=1.097312, range=[-2.228793,2.439522], active=1
covariate 9:   name=covariate9, type=float, missing=  2 of  50, average=-0.025978, stdev=0.921210, range=[-2.531296,2.003171], active=1
covariate 10:  name=covariate10, type=float, missing=  2 of  50, average=0.186751, stdev=0.922281, range=[-1.339773,2.779872], active=1
covariate 11:  name=covariate11, type=float, missing=  1 of  50, average=0.152719, stdev=0.880853, range=[-2.559312,2.588514], active=1
covariate 12:  name=covariate12, type=float, missing=  3 of  50, average=0.020520, stdev=0.955063, range=[-2.586696,2.268218], active=1
covariate 13:  name=covariate13, type=float, missing=  4 of  50, average=-0.067785, stdev=1.044505, range=[-2.701006,1.934324], active=1
covariate 14:  name=covariate14, type=float, missing=  3 of  50, average=0.187780, stdev=0.966641, range=[-2.000261,2.089875], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of  50, average=0.044743, stdev=1.000871, range=[-1.966669,2.282093], active=1
covariate 16:  name=covariate16, type=float, missing=  1 of  50, average=0.188206, stdev=0.832480, range=[-1.719424,1.533842], active=1
covariate 17:  name=covariate17, type=float, missing=  2 of  50, average=0.223355, stdev=0.992319, range=[-1.817781,2.651258], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  50, average=0.034584, stdev=0.899884, range=[-2.051974,1.432220], active=1
covariate 19:  name=covariate19, type=float, missing=  2 of  50, average=-0.047274, stdev=1.057107, range=[-2.613812,2.401077], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.033418, stdev=0.902413, range=[-1.689212,2.415349], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  50, average=-0.009550, stdev=1.010559, range=[-1.980098,2.557989], active=1
covariate 22:  name=covariate22, type=float, missing=  2 of  50, average=0.193355, stdev=0.997737, range=[-2.003636,1.955851], active=1
covariate 23:  name=covariate23, type=float, missing=  2 of  50, average=0.133960, stdev=1.003642, range=[-2.101029,2.203277], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of  50, average=0.074574, stdev=0.954921, range=[-2.090177,2.568433], active=1
covariate 25:  name=covariate25, type=float, missing=  4 of  50, average=-0.024876, stdev=0.947823, range=[-2.037778,2.039230], active=1
covariate 26:  name=covariate26, type=float, missing=  2 of  50, average=-0.070954, stdev=1.002866, range=[-2.568388,2.853059], active=1
covariate 27:  name=covariate27, type=float, missing=  2 of  50, average=0.005064, stdev=1.016218, range=[-1.866368,2.069950], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=0.050239, stdev=0.860980, range=[-1.753616,1.624090], active=1
covariate 29:  name=covariate29, type=float, missing=  3 of  50, average=-0.027513, stdev=1.011741, range=[-2.640315,1.974895], active=1
covariate 30:  name=covariate30, type=float, missing=  3 of  50, average=0.183311, stdev=0.738535, range=[-1.282109,1.701749], active=1
covariate 31:  name=covariate31, type=float, missing=  2 of  50, average=-0.111131, stdev=0.952069, range=[-2.189757,2.855351], active=1
covariate 32:  name=covariate32, type=float, missing=  2 of  50, average=0.103084, stdev=1.010706, range=[-1.676160,2.257572], active=1
covariate 33:  name=covariate33, type=float, missing=  2 of  50, average=-0.178593, stdev=1.069618, range=[-3.123645,2.752592], active=1
covariate 34:  name=covariate34, type=float, missing=  6 of  50, average=0.097132, stdev=0.958952, range=[-2.665159,2.177235], active=1
covariate 35:  name=covariate35, type=float, missing=  1 of  50, average=0.104242, stdev=1.062362, range=[-1.645285,2.536220], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of  50, average=-0.148713, stdev=0.968822, range=[-1.709829,1.940900], active=1
covariate 37:  name=covariate37, type=float, missing=  4 of  50, average=-0.091453, stdev=1.029586, range=[-2.745247,2.363791], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of  50, average=-0.072381, stdev=1.018288, range=[-2.092015,1.973543], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  50, average=-0.136679, stdev=0.901541, range=[-1.711992,2.014415], active=1
covariate 40:  name=covariate40, type=float, missing=  2 of  50, average=0.167430, stdev=1.058308, range=[-2.469370,2.563932], active=1
