covariate 1:   name=covariate1, type=float, missing=  2 of  10, average=0.306498, stdev=1.021784, range=[-1.100405,2.330804], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  10, average=0.135204, stdev=0.624729, range=[-0.931971,1.341476], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of  10, average=0.157065, stdev=0.983298, range=[-2.008732,1.438437], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  10, average=-0.146348, stdev=1.089832, range=[-1.693777,2.049976], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  10, average=-0.217464, stdev=1.242619, range=[-1.687013,1.960747], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  10, average=0.050533, stdev=1.097954, range=[-1.886893,1.583249], active=1
covariate 7:   name=covariate7, type=float, missing=  3 of  10, average=-0.186649, stdev=0.949829, range=[-1.625501,1.059217], active=1
covariate 8:   name=covariate8, type=float, missing=  3 of  10, average=-0.327210, stdev=0.656340, range=[-1.243846,0.883913], active=1
covariate 9:   name=covariate9, type=float, missing=  1 of  10, average=0.479886, stdev=0.944674, range=[-1.298298,1.568573], active=1
covariate 10:  name=covariate10, type=float, missing=  1 of  10, average=-0.250552, stdev=1.134191, range=[-2.756257,1.086696], active=1
covariate 11:  name=covariate11, type=float, missing=  1 of  10, average=0.628470, stdev=1.226038, range=[-1.807827,3.186057], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  10, average=-0.154291, stdev=0.825749, range=[-1.520453,1.195522], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  10, average=0.060676, stdev=1.187759, range=[-2.279512,1.798947], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  10, average=0.272621, stdev=0.782754, range=[-1.406934,1.465043], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  10, average=0.166152, stdev=1.319112, range=[-1.661206,2.391275], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  10, average=0.488640, stdev=0.743857, range=[-0.837302,1.720765], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  10, average=-0.373444, stdev=0.786661, range=[-2.255932,0.707281], active=1
covariate 18:  name=covariate18, type=float, missing=  2 of  10, average=-0.499675, stdev=1.163144, range=[-2.611957,1.718197], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  10, average=-0.032589, stdev=0.648998, range=[-1.011286,0.809457], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  10, average=-0.519950, stdev=0.789109, range=[-1.707821,0.463973], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  10, average=-0.237234, stdev=0.849551, range=[-1.187675,1.203413], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  10, average=-0.660548, stdev=0.708639, range=[-2.410652,-0.102362], active=1
covariate 23:  name=covariate23, type=float, missing=  1 of  10, average=0.003572, stdev=0.734080, range=[-1.296454,0.830662], active=1
covariate 24:  name=covariate24, type=float, missing=  2 of  10, average=0.049825, stdev=1.266895, range=[-1.465426,1.907871], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  10, average=-0.461836, stdev=1.163272, range=[-2.950286,1.523664], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  10, average=-0.645507, stdev=0.957330, range=[-1.940320,1.364505], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  10, average=-0.209745, stdev=0.979296, range=[-1.483138,1.607716], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  10, average=0.238852, stdev=1.105180, range=[-2.287759,1.772788], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  10, average=-0.167127, stdev=1.236739, range=[-1.923860,2.476956], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  10, average=0.254377, stdev=1.231221, range=[-1.753953,2.765247], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.266696, stdev=0.790330, range=[-1.215036,1.460605], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  10, average=-0.110641, stdev=0.719490, range=[-1.377411,1.205322], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  10, average=0.250708, stdev=1.161720, range=[-1.815952,2.007375], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  10, average=0.062836, stdev=0.644720, range=[-0.866600,1.132761], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=-0.052717, stdev=0.445047, range=[-0.820013,0.488830], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  10, average=0.191267, stdev=0.891143, range=[-1.261806,1.833794], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=0.265031, stdev=1.332672, range=[-2.071236,2.510201], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of  10, average=-0.301492, stdev=1.043162, range=[-2.099929,1.718094], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=-0.382968, stdev=1.214608, range=[-2.953588,2.173039], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.318681, stdev=0.889253, range=[-1.138244,1.257591], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  10, average=-0.119048, stdev=1.169746, range=[-1.664911,1.813040], active=1
covariate 42:  name=covariate42, type=float, missing=  1 of  10, average=0.035330, stdev=1.204017, range=[-1.801513,1.600320], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  10, average=0.638671, stdev=0.518197, range=[-0.046029,1.792668], active=1
covariate 44:  name=covariate44, type=float, missing=  1 of  10, average=-0.174337, stdev=1.002587, range=[-1.806817,1.638107], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  10, average=-0.728667, stdev=0.919406, range=[-2.702905,0.170887], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  10, average=0.124137, stdev=1.111154, range=[-1.810240,2.072546], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  10, average=0.871071, stdev=0.691215, range=[-0.742790,1.570059], active=1
covariate 48:  name=covariate48, type=float, missing=  1 of  10, average=-0.025058, stdev=1.063039, range=[-1.774350,1.759400], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=-0.106721, stdev=0.751798, range=[-1.388489,1.300491], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  10, average=0.247990, stdev=1.618268, range=[-2.322688,3.496816], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  10, average=0.519381, stdev=0.969355, range=[-0.856503,2.265577], active=1
covariate 52:  name=covariate52, type=float, missing=  3 of  10, average=0.266786, stdev=1.216187, range=[-1.273510,1.530815], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  10, average=0.028704, stdev=0.771892, range=[-0.912075,1.014454], active=1
covariate 54:  name=covariate54, type=float, missing=  1 of  10, average=0.808460, stdev=0.646486, range=[-0.170210,2.076487], active=1
covariate 55:  name=covariate55, type=float, missing=  1 of  10, average=-0.049632, stdev=1.079938, range=[-1.847001,1.806328], active=1
covariate 56:  name=covariate56, type=float, missing=  1 of  10, average=0.234334, stdev=0.890194, range=[-1.091961,1.646866], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  10, average=-0.127674, stdev=1.052513, range=[-1.640833,1.503950], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  10, average=-0.465278, stdev=0.885453, range=[-1.616840,1.030780], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  10, average=-0.008844, stdev=0.747394, range=[-1.064637,1.160828], active=1
covariate 60:  name=covariate60, type=float, missing=  1 of  10, average=-0.561235, stdev=1.135668, range=[-1.712782,1.531728], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  10, average=-0.016166, stdev=0.874715, range=[-1.062321,1.536114], active=1
covariate 62:  name=covariate62, type=float, missing=  1 of  10, average=-0.523596, stdev=1.003266, range=[-2.455231,0.690942], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  10, average=-0.170910, stdev=0.795625, range=[-1.433102,0.991869], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  10, average=-0.274015, stdev=0.798891, range=[-1.702727,0.807634], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  10, average=0.303232, stdev=1.523236, range=[-1.293982,3.920236], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  10, average=0.397007, stdev=1.353268, range=[-1.436130,2.937835], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of  10, average=-0.044401, stdev=0.753166, range=[-1.268084,1.342769], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  10, average=0.057156, stdev=0.776853, range=[-1.235572,1.368456], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  10, average=-0.741625, stdev=1.565837, range=[-3.331639,1.148508], active=1
covariate 70:  name=covariate70, type=float, missing=  3 of  10, average=0.272537, stdev=0.986223, range=[-0.914700,1.571145], active=1
covariate 71:  name=covariate71, type=float, missing=  1 of  10, average=0.555767, stdev=1.281162, range=[-1.513701,2.865122], active=1
covariate 72:  name=covariate72, type=float, missing=  1 of  10, average=0.272119, stdev=0.494548, range=[-0.590610,1.176581], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of  10, average=0.034074, stdev=0.825716, range=[-1.688466,1.243582], active=1
covariate 74:  name=covariate74, type=float, missing=  1 of  10, average=0.194521, stdev=0.753460, range=[-0.903873,1.337719], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  10, average=-0.176285, stdev=1.026069, range=[-1.444262,2.022736], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  10, average=-0.207554, stdev=0.583261, range=[-1.589610,0.685781], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  10, average=0.260071, stdev=0.656452, range=[-1.227296,1.166327], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  10, average=0.103246, stdev=0.925536, range=[-1.368731,1.711532], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  10, average=-0.474637, stdev=0.831240, range=[-1.913061,0.840373], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  10, average=0.419083, stdev=0.878565, range=[-0.912968,2.342348], active=1
