covariate 1:   name=covariate1, type=float, missing=  9 of 100, average=-0.160394, stdev=1.001330, range=[-2.471977,2.727259], active=1
covariate 2:   name=covariate2, type=float, missing=  7 of 100, average=-0.045110, stdev=0.905586, range=[-2.916426,1.676277], active=1
covariate 3:   name=covariate3, type=float, missing=  2 of 100, average=0.023631, stdev=0.964132, range=[-2.347820,2.128041], active=1
covariate 4:   name=covariate4, type=float, missing=  4 of 100, average=-0.107548, stdev=0.994103, range=[-2.598908,2.629926], active=1
covariate 5:   name=covariate5, type=float, missing=  5 of 100, average=-0.105800, stdev=0.999182, range=[-2.140464,2.225021], active=1
covariate 6:   name=covariate6, type=float, missing=  6 of 100, average=0.011623, stdev=1.086074, range=[-3.344378,2.384732], active=1
covariate 7:   name=covariate7, type=float, missing=  4 of 100, average=-0.134058, stdev=0.970430, range=[-2.732108,2.457114], active=1
covariate 8:   name=covariate8, type=float, missing=  5 of 100, average=-0.012201, stdev=1.067333, range=[-2.427750,2.769950], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of 100, average=0.014277, stdev=1.073843, range=[-2.284837,2.660682], active=1
covariate 10:  name=covariate10, type=float, missing=  4 of 100, average=0.060422, stdev=0.883465, range=[-1.642936,2.045669], active=1
covariate 11:  name=covariate11, type=float, missing=  5 of 100, average=0.039447, stdev=1.019309, range=[-2.270198,2.421978], active=1
covariate 12:  name=covariate12, type=float, missing=  5 of 100, average=-0.091559, stdev=0.914040, range=[-2.789807,1.672761], active=1
covariate 13:  name=covariate13, type=float, missing=  6 of 100, average=0.038371, stdev=1.010783, range=[-3.259051,2.616473], active=1
covariate 14:  name=covariate14, type=float, missing=  3 of 100, average=0.051564, stdev=0.956479, range=[-2.376654,2.701744], active=1
covariate 15:  name=covariate15, type=float, missing=  7 of 100, average=0.099854, stdev=0.926101, range=[-2.267918,2.204144], active=1
covariate 16:  name=covariate16, type=float, missing=  7 of 100, average=0.108989, stdev=0.962103, range=[-2.721962,3.263886], active=1
covariate 17:  name=covariate17, type=float, missing=  8 of 100, average=-0.102558, stdev=1.038413, range=[-2.373401,2.719789], active=1
covariate 18:  name=covariate18, type=float, missing=  5 of 100, average=-0.061210, stdev=1.022321, range=[-2.595171,2.441934], active=1
covariate 19:  name=covariate19, type=float, missing=  4 of 100, average=0.231497, stdev=0.872533, range=[-1.617417,2.860089], active=1
covariate 20:  name=covariate20, type=float, missing=  8 of 100, average=-0.207756, stdev=0.947251, range=[-2.940651,1.788823], active=1
covariate 21:  name=covariate21, type=float, missing=  5 of 100, average=-0.030494, stdev=1.036676, range=[-3.009924,2.849567], active=1
covariate 22:  name=covariate22, type=float, missing=  7 of 100, average=0.072725, stdev=1.020485, range=[-3.009719,2.790820], active=1
covariate 23:  name=covariate23, type=float, missing=  2 of 100, average=-0.040559, stdev=1.021000, range=[-3.184980,2.651150], active=1
covariate 24:  name=covariate24, type=float, missing=  4 of 100, average=-0.010979, stdev=0.993475, range=[-2.786114,2.790573], active=1
covariate 25:  name=covariate25, type=float, missing=  6 of 100, average=0.003577, stdev=1.005024, range=[-2.664428,2.555751], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of 100, average=0.046295, stdev=1.002789, range=[-2.941141,2.267381], active=1
covariate 27:  name=covariate27, type=float, missing=  4 of 100, average=-0.013872, stdev=1.000429, range=[-2.257751,2.475587], active=1
covariate 28:  name=covariate28, type=float, missing=  5 of 100, average=-0.048148, stdev=1.005475, range=[-2.899945,2.232288], active=1
covariate 29:  name=covariate29, type=float, missing=  6 of 100, average=-0.074524, stdev=1.042231, range=[-2.802972,2.438929], active=1
covariate 30:  name=covariate30, type=float, missing=  5 of 100, average=-0.099074, stdev=0.918569, range=[-2.364578,2.149507], active=1
covariate 31:  name=covariate31, type=float, missing=  5 of 100, average=-0.013694, stdev=1.053498, range=[-2.413404,2.557158], active=1
covariate 32:  name=covariate32, type=float, missing=  6 of 100, average=-0.121317, stdev=0.965592, range=[-2.504171,2.183805], active=1
covariate 33:  name=covariate33, type=float, missing=  4 of 100, average=-0.277238, stdev=1.014982, range=[-2.906010,1.865156], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of 100, average=-0.077640, stdev=0.889586, range=[-1.990418,2.501696], active=1
covariate 35:  name=covariate35, type=float, missing=  4 of 100, average=-0.018956, stdev=1.021011, range=[-2.121986,2.288475], active=1
covariate 36:  name=covariate36, type=float, missing=  6 of 100, average=-0.037835, stdev=0.949024, range=[-2.839795,3.361439], active=1
covariate 37:  name=covariate37, type=float, missing=  6 of 100, average=-0.166018, stdev=0.893093, range=[-2.694493,2.133026], active=1
covariate 38:  name=covariate38, type=float, missing=  6 of 100, average=0.162233, stdev=1.100031, range=[-3.437212,2.171811], active=1
covariate 39:  name=covariate39, type=float, missing=  5 of 100, average=0.109165, stdev=1.118332, range=[-2.568166,2.939468], active=1
covariate 40:  name=covariate40, type=float, missing=  7 of 100, average=0.031152, stdev=1.029355, range=[-2.244349,2.971870], active=1
